,BO-0_FA_BB,BO-0_FD_BB,BO-0_FR_BB,BO-0_FS_BB,BO-0_MA_BB,BO-0_MA_BBavg,BO-0_MD_BB,BO-0_MD_BBavg,BO-0_MR_BB,BO-0_MR_BBavg,BO-0_MS_BB,BO-0_MS_BBavg,BO-1_FA_BB,BO-1_FD_BB,BO-1_FR_BB,BO-1_FS_BB,BO-1_MA_BB,BO-1_MA_BBavg,BO-1_MD_BB,BO-1_MD_BBavg,BO-1_MR_BB,BO-1_MR_BBavg,BO-1_MS_BB,BO-1_MS_BBavg,BO-2_FA_BB,BO-2_FD_BB,BO-2_FR_BB,BO-2_FS_BB,BO-2_MA_BB,BO-2_MA_BBavg,BO-2_MD_BB,BO-2_MD_BBavg,BO-2_MR_BB,BO-2_MR_BBavg,BO-2_MS_BB,BO-2_MS_BBavg,BO-3_FA_BB,BO-3_FD_BB,BO-3_FR_BB,BO-3_FS_BB,BO-3_MA_BB,BO-3_MA_BBavg,BO-3_MD_BB,BO-3_MD_BBavg,BO-3_MR_BB,BO-3_MR_BBavg,BO-3_MS_BB,BO-3_MS_BBavg,BO-4_FA_BB,BO-4_FD_BB,BO-4_FR_BB,BO-4_FS_BB,BO-4_MA_BB,BO-4_MA_BBavg,BO-4_MD_BB,BO-4_MD_BBavg,BO-4_MR_BB,BO-4_MR_BBavg,BO-4_MS_BB,BO-4_MS_BBavg,BO-5_FA_BB,BO-5_FD_BB,BO-5_FR_BB,BO-5_FS_BB,BO-5_MA_BB,BO-5_MA_BBavg,BO-5_MD_BB,BO-5_MD_BBavg,BO-5_MR_BB,BO-5_MR_BBavg,BO-5_MS_BB,BO-5_MS_BBavg,BO-6_FA_BB,BO-6_FD_BB,BO-6_FR_BB,BO-6_FS_BB,BO-6_MA_BB,BO-6_MA_BBavg,BO-6_MD_BB,BO-6_MD_BBavg,BO-6_MR_BB,BO-6_MR_BBavg,BO-6_MS_BB,BO-6_MS_BBavg,I-0_FA_BB,I-0_FD_BB,I-0_FR_BB,I-0_FS_BB,I-0_MA_BB,I-0_MA_BBavg,I-0_MD_BB,I-0_MD_BBavg,I-0_MR_BB,I-0_MR_BBavg,I-0_MS_BB,I-0_MS_BBavg,I-1_FA_BB,I-1_FD_BB,I-1_FR_BB,I-1_FS_BB,I-1_MA_BB,I-1_MA_BBavg,I-1_MD_BB,I-1_MD_BBavg,I-1_MR_BB,I-1_MR_BBavg,I-1_MS_BB,I-1_MS_BBavg,I-2_FA_BB,I-2_FD_BB,I-2_FR_BB,I-2_FS_BB,I-2_MA_BB,I-2_MA_BBavg,I-2_MD_BB,I-2_MD_BBavg,I-2_MR_BB,I-2_MR_BBavg,I-2_MS_BB,I-2_MS_BBavg,I-3_FA_BB,I-3_FD_BB,I-3_FR_BB,I-3_FS_BB,I-3_MA_BB,I-3_MA_BBavg,I-3_MD_BB,I-3_MD_BBavg,I-3_MR_BB,I-3_MR_BBavg,I-3_MS_BB,I-3_MS_BBavg,I-4_FA_BB,I-4_FD_BB,I-4_FR_BB,I-4_FS_BB,I-4_MA_BB,I-4_MA_BBavg,I-4_MD_BB,I-4_MD_BBavg,I-4_MR_BB,I-4_MR_BBavg,I-4_MS_BB,I-4_MS_BBavg,I-5_FA_BB,I-5_FD_BB,I-5_FR_BB,I-5_FS_BB,I-5_MA_BB,I-5_MA_BBavg,I-5_MD_BB,I-5_MD_BBavg,I-5_MR_BB,I-5_MR_BBavg,I-5_MS_BB,I-5_MS_BBavg,I-6_FA_BB,I-6_FD_BB,I-6_FR_BB,I-6_FS_BB,I-6_MA_BB,I-6_MA_BBavg,I-6_MD_BB,I-6_MD_BBavg,I-6_MR_BB,I-6_MR_BBavg,I-6_MS_BB,I-6_MS_BBavg,d-0_FA_BB,d-0_FD_BB,d-0_FR_BB,d-0_FS_BB,d-0_MA_BB,d-0_MA_BBavg,d-0_MD_BB,d-0_MD_BBavg,d-0_MR_BB,d-0_MR_BBavg,d-0_MS_BB,d-0_MS_BBavg,d-1_FA_BB,d-1_FD_BB,d-1_FR_BB,d-1_FS_BB,d-1_MA_BB,d-1_MA_BBavg,d-1_MD_BB,d-1_MD_BBavg,d-1_MR_BB,d-1_MR_BBavg,d-1_MS_BB,d-1_MS_BBavg,d-2_FA_BB,d-2_FD_BB,d-2_FR_BB,d-2_FS_BB,d-2_MA_BB,d-2_MA_BBavg,d-2_MD_BB,d-2_MD_BBavg,d-2_MR_BB,d-2_MR_BBavg,d-2_MS_BB,d-2_MS_BBavg,d-3_FA_BB,d-3_FD_BB,d-3_FR_BB,d-3_FS_BB,d-3_MA_BB,d-3_MA_BBavg,d-3_MD_BB,d-3_MD_BBavg,d-3_MR_BB,d-3_MR_BBavg,d-3_MS_BB,d-3_MS_BBavg,d-4_FA_BB,d-4_FD_BB,d-4_FR_BB,d-4_FS_BB,d-4_MA_BB,d-4_MA_BBavg,d-4_MD_BB,d-4_MD_BBavg,d-4_MR_BB,d-4_MR_BBavg,d-4_MS_BB,d-4_MS_BBavg,d-5_FA_BB,d-5_FD_BB,d-5_FR_BB,d-5_FS_BB,d-5_MA_BB,d-5_MA_BBavg,d-5_MD_BB,d-5_MD_BBavg,d-5_MR_BB,d-5_MR_BBavg,d-5_MS_BB,d-5_MS_BBavg,d-6_FA_BB,d-6_FD_BB,d-6_FR_BB,d-6_FS_BB,d-6_MA_BB,d-6_MA_BBavg,d-6_MD_BB,d-6_MD_BBavg,d-6_MR_BB,d-6_MR_BBavg,d-6_MS_BB,d-6_MS_BBavg,id
1728,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,44.0,17.0,22.66667,39.0,44.0,11.0,17.0,-4.0,22.66667,5.66667,39.0,18.0,64.0,40.0,52.0,72.0,64.0,16.0,40.0,-2.0,52.0,13.0,72.0,30.0,16.0,12.0,16.0,20.0,16.0,4.0,12.0,0.0,16.0,4.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,28.0,21.0,28.0,35.0,28.0,7.0,21.0,0.0,28.0,7.0,35.0,14.0,56.0,42.0,56.0,70.0,56.0,14.0,42.0,0.0,56.0,14.0,70.0,28.0,16.0,12.0,16.0,20.0,16.0,4.0,12.0,0.0,16.0,4.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,69.6731333,0.0,1.0,16.6940868,69.6731333,4.3545708,0.0,0.0,1.0,1.0,16.6940868,4.1735217,88.8561594,47.7840782,39.783624,69.0745292,88.8561594,22.2140399,47.7840782,3.9621004,39.783624,9.945906,69.0745292,25.2525515,133.4610497,100.8695867,103.1083937,132.8476281,133.4610497,33.3652624,100.8695867,13.2256311,103.1083937,25.7770984,132.8476281,45.2036726,40.8391808,28.4955213,27.5586353,38.2808258,40.8391808,10.2097952,28.4955213,3.4543911,27.5586353,6.8896588,38.2808258,13.2396957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1
1729,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,48.0,20.0,26.66667,44.0,48.0,12.0,20.0,-4.0,26.66667,6.66667,44.0,20.0,60.0,45.0,60.0,75.0,60.0,15.0,45.0,0.0,60.0,15.0,75.0,30.0,68.0,31.0,38.0,65.0,68.0,17.0,31.0,-5.0,38.0,9.5,65.0,29.0,64.0,32.0,40.0,64.0,64.0,16.0,32.0,-4.0,40.0,10.0,64.0,28.0,12.0,9.0,12.0,15.0,12.0,3.0,9.0,0.0,12.0,3.0,15.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,32.0,24.0,32.0,40.0,32.0,8.0,24.0,0.0,32.0,8.0,40.0,16.0,60.0,45.0,60.0,75.0,60.0,15.0,45.0,0.0,60.0,15.0,75.0,30.0,48.0,36.0,48.0,60.0,48.0,12.0,36.0,0.0,48.0,12.0,60.0,24.0,48.0,36.0,48.0,60.0,48.0,12.0,36.0,0.0,48.0,12.0,60.0,24.0,12.0,9.0,12.0,15.0,12.0,3.0,9.0,0.0,12.0,3.0,15.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,71.5592516,0.0,1.0,16.9185403,71.5592516,4.4724532,0.0,0.0,1.0,1.0,16.9185403,4.2296351,104.522916,55.3181407,45.195949,80.0301818,104.522916,26.130729,55.3181407,4.5625197,45.195949,11.2989873,80.0301818,29.2745609,155.9761735,108.4505617,104.6736271,145.327543,155.9761735,38.9940434,108.4505617,13.2837725,104.6736271,26.1684068,145.327543,50.1607537,127.0859937,86.4879608,82.2833824,116.534523,127.0859937,31.7714984,86.4879608,10.3545293,82.2833824,20.5708456,116.534523,40.4010916,127.145121,86.4809711,82.2516773,116.5415126,127.145121,31.7862802,86.4809711,10.3475397,82.2516773,20.5629193,116.5415126,40.4080812,27.9394977,22.0749844,23.0509966,28.6806365,27.9394977,6.9848744,22.0749844,3.0416266,23.0509966,5.7627492,28.6806365,9.6472786,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1
1730,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,36.0,19.0,25.33333,37.0,36.0,9.0,19.0,-2.0,25.33333,6.33333,37.0,16.0,56.0,42.0,56.0,70.0,56.0,14.0,42.0,0.0,56.0,14.0,70.0,28.0,80.0,60.0,80.0,100.0,80.0,20.0,60.0,0.0,80.0,20.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,28.0,21.0,28.0,35.0,28.0,7.0,21.0,0.0,28.0,7.0,35.0,14.0,56.0,42.0,56.0,70.0,56.0,14.0,42.0,0.0,56.0,14.0,70.0,28.0,80.0,60.0,80.0,100.0,80.0,20.0,60.0,0.0,80.0,20.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,68.5993214,0.0,1.0,16.5649415,68.5993214,4.2874576,0.0,0.0,1.0,1.0,16.5649415,4.1412354,87.1507019,47.4549879,40.6931801,68.4996024,87.1507019,21.7876755,47.4549879,3.9720165,40.6931801,10.173295,68.4996024,25.016631,150.0040121,97.8435679,91.7732012,134.0656125,150.0040121,37.501003,97.8435679,10.8776253,91.7732012,22.9433003,134.0656125,47.0996699,187.4530685,143.0169086,147.1208471,188.2819206,187.4530685,46.8632671,143.0169086,18.7798477,147.1208471,36.7802118,188.2819206,64.0448597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pet3_1_dft-sime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1
1731,36.0,0.0,1.0,12.0,36.0,1.0,0.0,0.0,1.0,1.0,12.0,2.0,72.0,36.0,38.0,60.0,72.0,12.0,36.0,-4.0,38.0,6.33333,60.0,20.0,96.0,68.0,78.0,100.0,96.0,16.0,68.0,-2.0,78.0,13.0,100.0,30.0,42.0,35.0,42.0,49.0,42.0,7.0,35.0,0.0,42.0,7.0,49.0,14.0,6.0,5.0,6.0,7.0,6.0,1.0,5.0,0.0,6.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0.0,1.0,12.0,36.0,1.0,0.0,0.0,1.0,1.0,12.0,2.0,48.0,40.0,48.0,56.0,48.0,8.0,40.0,0.0,48.0,8.0,56.0,16.0,84.0,70.0,84.0,98.0,84.0,14.0,70.0,0.0,84.0,14.0,98.0,28.0,42.0,35.0,42.0,49.0,42.0,7.0,35.0,0.0,42.0,7.0,49.0,14.0,6.0,5.0,6.0,7.0,6.0,1.0,5.0,0.0,6.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,211.2000049,0.0,1.0,29.0654437,211.2000049,5.8666668,0.0,0.0,1.0,1.0,29.0654437,4.8442406,184.4241737,103.5715043,75.8597812,128.9520456,184.4241737,30.7373623,103.5715043,6.6866918,75.8597812,12.6432969,128.9520456,32.0672331,238.0678899,187.0765988,175.5380916,219.8396135,238.0678899,39.6779817,187.0765988,17.528177,175.5380916,29.2563486,219.8396135,50.2911917,121.4214052,93.3740177,86.229284,110.0840884,121.4214052,20.2369009,93.3740177,8.5998068,86.229284,14.3715473,110.0840884,25.3098776,15.9955517,13.4320642,13.2036712,15.6333795,15.9955517,2.6659253,13.4320642,1.3214626,13.2036712,2.2006119,15.6333795,3.522778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pme3_1_dft-phos_1_dft-iacn_1_dft-no2_1_smi1_1_s_1
1732,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,48.0,16.0,20.66667,40.0,48.0,12.0,16.0,-5.0,20.66667,5.16667,40.0,19.0,64.0,44.0,58.0,76.0,64.0,16.0,44.0,-1.0,58.0,14.5,76.0,31.0,12.0,9.0,12.0,15.0,12.0,3.0,9.0,0.0,12.0,3.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,28.0,21.0,28.0,35.0,28.0,7.0,21.0,0.0,28.0,7.0,35.0,14.0,60.0,45.0,60.0,75.0,60.0,15.0,45.0,0.0,60.0,15.0,75.0,30.0,12.0,9.0,12.0,15.0,12.0,3.0,9.0,0.0,12.0,3.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,68.5741666,0.0,1.0,16.5619041,68.5741666,4.2858854,0.0,0.0,1.0,1.0,16.5619041,4.140476,88.4092802,47.2904425,39.4109954,68.642886,88.4092802,22.1023201,47.2904425,3.8154443,39.4109954,9.8527488,68.642886,25.1678878,147.2380935,106.4339465,106.442019,141.9946146,147.2380935,36.8095234,106.4339465,13.2732361,106.442019,26.6105048,141.9946146,48.8339042,30.4421313,21.1666929,20.618726,28.5190193,30.4421313,7.6105328,21.1666929,2.5345508,20.618726,5.1546815,28.5190193,9.8868773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-co_1_dft-itcn_1_smi1_1_s_1
1733,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,48.0,16.0,20.66667,40.0,48.0,12.0,16.0,-5.0,20.66667,5.16667,40.0,19.0,44.0,33.0,44.0,55.0,44.0,11.0,33.0,0.0,44.0,11.0,55.0,22.0,80.0,40.0,50.0,80.0,80.0,20.0,40.0,-5.0,50.0,12.5,80.0,35.0,60.0,33.0,42.0,63.0,60.0,15.0,33.0,-3.0,42.0,10.5,63.0,27.0,12.0,9.0,12.0,15.0,12.0,3.0,9.0,0.0,12.0,3.0,15.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,28.0,21.0,28.0,35.0,28.0,7.0,21.0,0.0,28.0,7.0,35.0,14.0,44.0,33.0,44.0,55.0,44.0,11.0,33.0,0.0,44.0,11.0,55.0,22.0,60.0,45.0,60.0,75.0,60.0,15.0,45.0,0.0,60.0,15.0,75.0,30.0,48.0,36.0,48.0,60.0,48.0,12.0,36.0,0.0,48.0,12.0,60.0,24.0,12.0,9.0,12.0,15.0,12.0,3.0,9.0,0.0,12.0,3.0,15.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,69.4698038,0.0,1.0,16.6697095,69.4698038,4.3418627,0.0,0.0,1.0,1.0,16.6697095,4.1674274,89.0000699,47.6659244,39.7512035,69.0220422,89.0000699,22.2500175,47.6659244,3.9079369,39.7512035,9.9378009,69.0220422,25.2640547,122.1984071,77.0222702,69.7013004,106.3445345,122.1984071,30.5496018,77.0222702,8.2597184,69.7013004,17.4253251,106.3445345,37.5819827,155.8549427,106.3236421,101.8261716,143.7220005,155.8549427,38.9637357,106.3236421,12.5565261,101.8261716,25.4565429,143.7220005,49.9548845,125.2761511,84.9878631,81.0413164,115.0486511,125.2761511,31.3190378,84.9878631,9.9741702,81.0413164,20.2603291,115.0486511,40.0349583,27.5289312,21.7016955,22.7116786,28.307433,27.5289312,6.8822328,21.7016955,2.9482723,22.7116786,5.6779196,28.307433,9.5540098,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-co_1_dft-cn_1_smi1_1_s_1
1734,36.0,0.0,1.0,12.0,36.0,1.0,0.0,0.0,1.0,1.0,12.0,2.0,72.0,36.0,38.0,60.0,72.0,12.0,36.0,-4.0,38.0,6.33333,60.0,20.0,96.0,68.0,78.0,100.0,96.0,16.0,68.0,-2.0,78.0,13.0,100.0,30.0,24.0,20.0,24.0,28.0,24.0,4.0,20.0,0.0,24.0,4.0,28.0,8.0,6.0,5.0,6.0,7.0,6.0,1.0,5.0,0.0,6.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0.0,1.0,12.0,36.0,1.0,0.0,0.0,1.0,1.0,12.0,2.0,48.0,40.0,48.0,56.0,48.0,8.0,40.0,0.0,48.0,8.0,56.0,16.0,84.0,70.0,84.0,98.0,84.0,14.0,70.0,0.0,84.0,14.0,98.0,28.0,24.0,20.0,24.0,28.0,24.0,4.0,20.0,0.0,24.0,4.0,28.0,8.0,6.0,5.0,6.0,7.0,6.0,1.0,5.0,0.0,6.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,211.2095652,0.0,1.0,29.0661016,211.2095652,5.8669324,0.0,0.0,1.0,1.0,29.0661016,4.8443503,184.5627141,103.5648901,75.7277261,128.9639225,184.5627141,30.7604523,103.5648901,6.6778848,75.7277261,12.6212877,128.9639225,32.0769173,232.4124944,187.4707147,179.480939,219.4547073,232.4124944,38.7354157,187.4707147,17.9184555,179.480939,29.9134898,219.4547073,49.9024481,72.9668088,53.1114536,47.0029393,63.1529527,72.9668088,12.1611348,53.1114536,4.6679509,47.0029393,7.8338232,63.1529527,14.7094501,15.9952538,13.4324385,13.2045148,15.633663,15.9952538,2.6658756,13.4324385,1.3215629,13.2045148,2.2007525,15.633663,3.5227874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pme3_1_dft-phos_1_dft-hicn_1_dft-no2_1_smi1_1_s_1
1735,36.0,0.0,1.0,12.0,36.0,1.0,0.0,0.0,1.0,1.0,12.0,2.0,84.0,46.0,50.0,74.0,84.0,14.0,46.0,-4.0,50.0,8.33333,74.0,24.0,84.0,70.0,84.0,98.0,84.0,14.0,70.0,0.0,84.0,14.0,98.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0.0,1.0,12.0,36.0,1.0,0.0,0.0,1.0,1.0,12.0,2.0,60.0,50.0,60.0,70.0,60.0,10.0,50.0,0.0,60.0,10.0,70.0,20.0,84.0,70.0,84.0,98.0,84.0,14.0,70.0,0.0,84.0,14.0,98.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,212.2420534,0.0,1.0,29.1370591,212.2420534,5.8956126,0.0,0.0,1.0,1.0,29.1370591,4.8561765,195.4487073,132.2694799,109.9502974,159.1011112,195.4487073,32.5747846,132.2694799,10.8650669,109.9502974,18.3250496,159.1011112,37.6966983,231.4684922,188.0711601,180.6739446,219.8476674,231.4684922,38.578082,188.0711601,18.104982,180.6739446,30.1123241,219.8476674,49.8814892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-hicn_1_bromide_1_smi1_1_s_1
1736,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,44.0,17.0,22.66667,39.0,44.0,11.0,17.0,-4.0,22.66667,5.66667,39.0,18.0,72.0,42.0,54.0,78.0,72.0,18.0,42.0,-3.0,54.0,13.5,78.0,33.0,64.0,48.0,64.0,80.0,64.0,16.0,48.0,0.0,64.0,16.0,80.0,32.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,28.0,21.0,28.0,35.0,28.0,7.0,21.0,0.0,28.0,7.0,35.0,14.0,60.0,45.0,60.0,75.0,60.0,15.0,45.0,0.0,60.0,15.0,75.0,30.0,64.0,48.0,64.0,80.0,64.0,16.0,48.0,0.0,64.0,16.0,80.0,32.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,73.0357222,0.0,1.0,17.0921879,73.0357222,4.5647326,0.0,0.0,1.0,1.0,17.0921879,4.273047,98.0411157,48.3506197,37.7670441,71.2946959,98.0411157,24.5102789,48.3506197,3.4836263,37.7670441,9.441761,71.2946959,26.4277026,161.3460302,109.3119039,103.7752979,147.0709153,161.3460302,40.3365075,109.3119039,13.1683467,103.7752979,25.9438245,147.0709153,50.9273581,156.6722102,118.4048933,120.0879818,155.0701138,156.6722102,39.1680525,118.4048933,15.8517656,120.0879818,30.0219954,155.0701138,52.5169862,9.4058826,7.4454879,7.7648984,9.6467,9.4058826,2.3514706,7.4454879,1.0359175,7.7648984,1.9412246,9.6467,3.2371295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pet3_1_dft-phos_1_dft-iacn_1_dft-icn_1_smi1_1_s_1
1737,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,40.0,18.0,23.33333,38.0,40.0,10.0,18.0,-3.0,23.33333,5.83333,38.0,17.0,60.0,41.0,54.0,71.0,60.0,15.0,41.0,-1.0,54.0,13.5,71.0,29.0,40.0,26.0,34.0,46.0,40.0,10.0,26.0,-1.0,34.0,8.5,46.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,28.0,21.0,28.0,35.0,28.0,7.0,21.0,0.0,28.0,7.0,35.0,14.0,56.0,42.0,56.0,70.0,56.0,14.0,42.0,0.0,56.0,14.0,70.0,28.0,36.0,27.0,36.0,45.0,36.0,9.0,27.0,0.0,36.0,9.0,45.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,70.1581253,0.0,1.0,16.7520895,70.1581253,4.3848828,0.0,0.0,1.0,1.0,16.7520895,4.1880224,92.2343001,47.620636,39.0667019,69.6439902,92.2343001,23.058575,47.620636,3.6464011,39.0667019,9.7666755,69.6439902,25.6697554,141.1534381,100.4125865,98.6483936,134.1166659,141.1534381,35.2883595,100.4125865,12.4641169,98.6483936,24.6620984,134.1166659,46.1681962,85.4405851,65.1838141,66.8208042,85.584991,85.4405851,21.3601463,65.1838141,8.6455122,66.8208042,16.7052011,85.584991,29.0466891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-asme3_1_dft-ime_1_dft-co_1_dft-icn_1_smi1_1_s_1
