id,Z-0_FA_AA,Z-1_FA_AA,Z-2_FA_AA,Z-3_FA_AA,Z-4_FA_AA,Z-5_FA_AA,Z-6_FA_AA,I-0_FA_AA,I-1_FA_AA,I-2_FA_AA,I-3_FA_AA,I-4_FA_AA,I-5_FA_AA,I-6_FA_AA,T-0_FA_AA,T-1_FA_AA,T-2_FA_AA,T-3_FA_AA,T-4_FA_AA,T-5_FA_AA,T-6_FA_AA,S-0_FA_AA,S-1_FA_AA,S-2_FA_AA,S-3_FA_AA,S-4_FA_AA,S-5_FA_AA,S-6_FA_AA,chi-0_FA_AA,chi-1_FA_AA,chi-2_FA_AA,chi-3_FA_AA,chi-4_FA_AA,chi-5_FA_AA,chi-6_FA_AA
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,7188.0,8278.0,11032.0,13568.0,13428.0,11106.0,7422.0,55.0,114.0,196.0,266.0,354.0,390.0,510.0,310.0,790.0,1190.0,1508.0,1758.0,2172.0,2352.0,19.317,49.96,78.518,105.924,124.257,140.269,150.477,324.197,699.801,1188.024,1587.809,2133.537,2468.328,3058.449
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-co_1_chloride_1_smi1_1_s_1,6906.0,9434.0,7758.0,6580.0,3896.0,1552.0,576.0,27.0,56.0,98.0,128.0,188.0,88.0,90.0,160.0,416.0,608.0,710.0,554.0,376.0,240.0,11.13,29.628,43.975,52.803,49.416,26.898,17.432,164.878,348.209,602.25,795.292,1134.55,535.409,490.032
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,6642.0,9786.0,9248.0,7720.0,3620.0,1510.0,570.0,33.0,74.0,146.0,190.0,280.0,174.0,120.0,248.0,772.0,1132.0,1316.0,1046.0,588.0,296.0,11.713,36.482,58.559,73.278,69.089,39.033,21.379,210.678,490.956,1006.518,1267.244,1758.817,1040.996,659.928
ir_tbp_1_dft-iz_1_dft-py_1_dft-co_1_chloride_1_smi1_1_s_1,6762.0,8924.0,6842.0,6978.0,3388.0,1058.0,520.0,24.0,54.0,94.0,116.0,116.0,80.0,52.0,160.0,454.0,626.0,634.0,498.0,292.0,180.0,10.637,29.432,43.974,46.56,41.102,22.393,12.575,156.466,356.961,657.758,736.092,765.311,499.098,298.93
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,6544.0,6096.0,7708.0,7156.0,2990.0,1798.0,726.0,26.0,56.0,90.0,118.0,130.0,122.0,94.0,152.0,412.0,598.0,654.0,584.0,438.0,238.0,10.799,28.274,42.097,49.067,45.361,35.397,19.567,164.473,368.48,596.909,747.652,825.523,754.092,545.572
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,7772.0,10290.0,9786.0,9672.0,4970.0,2820.0,1242.0,29.0,58.0,98.0,130.0,188.0,148.0,146.0,156.0,394.0,596.0,686.0,662.0,548.0,278.0,12.132,29.761,44.847,54.462,55.432,46.27,29.839,172.995,361.497,581.069,780.477,1119.269,905.032,808.26
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-iacn_1_fluoride_1_smi1_1_s_1,6800.0,7296.0,8450.0,9902.0,5942.0,3012.0,1864.0,39.0,78.0,142.0,182.0,230.0,288.0,252.0,220.0,554.0,786.0,962.0,1086.0,1056.0,858.0,12.946,33.8,51.982,65.124,72.951,68.446,53.29,231.209,479.291,842.249,1070.84,1432.151,1745.769,1419.943
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,7888.0,12914.0,10790.0,8056.0,4632.0,2188.0,824.0,30.0,60.0,102.0,140.0,196.0,148.0,134.0,162.0,410.0,614.0,728.0,660.0,532.0,344.0,12.489,32.457,49.65,59.874,56.83,38.925,25.134,166.249,346.824,553.772,784.753,1069.544,850.803,716.455
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_fluoride_1_smi1_1_s_1,6770.0,7102.0,7254.0,8044.0,4728.0,2282.0,1416.0,29.0,60.0,102.0,118.0,118.0,116.0,118.0,162.0,398.0,546.0,554.0,522.0,530.0,492.0,11.48,29.096,42.326,46.544,43.388,37.355,31.302,183.738,382.071,655.485,732.626,773.343,772.016,713.395
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,6866.0,7132.0,9336.0,10604.0,6970.0,3888.0,2434.0,39.0,78.0,136.0,188.0,250.0,320.0,282.0,214.0,544.0,796.0,1052.0,1204.0,1106.0,756.0,13.902,35.319,54.235,72.32,83.552,81.186,60.177,233.266,483.264,801.33,1095.582,1509.555,1900.603,1635.329
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-co_1_dft-cch_1_smi1_1_s_1,6854.0,8004.0,9338.0,7028.0,4054.0,2030.0,864.0,30.0,60.0,102.0,140.0,196.0,148.0,134.0,162.0,410.0,614.0,728.0,660.0,532.0,344.0,12.017,31.045,47.503,58.612,56.166,41.558,25.86,170.393,348.426,557.198,794.407,1091.181,899.931,726.792
ir_tbp_1_dft-asme3_1_dft-py_1_dft-hicn_1_fluoride_1_smi1_1_s_1,7536.0,10380.0,8888.0,6902.0,4046.0,2028.0,794.0,29.0,58.0,100.0,134.0,184.0,120.0,128.0,158.0,398.0,588.0,670.0,584.0,486.0,332.0,10.975,28.386,42.615,50.775,46.699,34.417,24.0,175.039,354.042,594.425,828.505,1129.408,731.663,692.035
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,6754.0,6880.0,8738.0,8346.0,4122.0,2690.0,1378.0,32.0,64.0,110.0,136.0,194.0,166.0,182.0,174.0,430.0,626.0,722.0,740.0,722.0,506.0,11.919,30.282,45.618,55.208,57.367,51.031,38.589,194.399,401.868,657.819,819.675,1167.775,1052.152,1088.504
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,6992.0,7058.0,10290.0,11172.0,6152.0,4168.0,2118.0,41.0,80.0,150.0,212.0,320.0,356.0,342.0,230.0,592.0,894.0,1208.0,1374.0,1220.0,702.0,13.848,34.47,55.294,79.015,91.563,86.621,62.129,234.297,482.128,857.97,1213.455,1866.242,2097.818,1836.918
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,6680.0,6614.0,7530.0,6408.0,2722.0,1272.0,418.0,27.0,54.0,94.0,122.0,170.0,108.0,114.0,148.0,374.0,558.0,602.0,528.0,432.0,234.0,10.121,24.61,37.888,48.281,44.467,29.37,18.098,165.07,350.305,605.133,747.288,1027.291,669.03,620.752
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,7310.0,8460.0,10898.0,15988.0,15830.0,12126.0,8792.0,59.0,124.0,214.0,278.0,340.0,432.0,508.0,338.0,858.0,1276.0,1598.0,1878.0,2220.0,2544.0,20.984,54.644,84.779,110.396,134.703,153.156,160.636,351.284,768.382,1309.653,1679.394,2072.114,2739.793,3142.562
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_chloride_1_smi1_1_s_1,6754.0,7976.0,6230.0,7000.0,3350.0,1072.0,606.0,23.0,50.0,86.0,100.0,102.0,68.0,56.0,142.0,372.0,520.0,500.0,410.0,284.0,196.0,10.007,26.104,37.519,39.916,36.437,20.527,13.179,155.295,341.814,616.118,636.36,709.0,444.86,341.308
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-co_1_dft-no2_1_smi1_1_s_1,6782.0,9242.0,8906.0,7414.0,4084.0,1822.0,740.0,30.0,64.0,112.0,156.0,230.0,122.0,106.0,190.0,526.0,768.0,942.0,756.0,480.0,300.0,11.589,32.475,48.558,63.227,59.258,34.313,21.453,189.903,415.204,719.156,1002.543,1426.152,793.523,598.595
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-co_1_dft-sh_1_smi1_1_s_1,6758.0,7616.0,7652.0,7640.0,3360.0,1580.0,640.0,25.0,54.0,94.0,122.0,124.0,108.0,68.0,154.0,422.0,608.0,632.0,520.0,350.0,180.0,10.698,28.115,42.737,48.857,42.63,28.646,14.463,163.308,357.547,631.224,779.596,794.634,690.058,412.676
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,6832.0,6964.0,9378.0,10290.0,6230.0,3878.0,2318.0,40.0,80.0,146.0,178.0,262.0,250.0,280.0,226.0,560.0,822.0,1016.0,1098.0,1178.0,1004.0,13.561,35.139,54.048,69.204,78.518,74.449,65.439,236.444,495.884,864.223,1071.246,1541.74,1559.13,1665.44
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-hicn_1_chloride_1_smi1_1_s_1,6960.0,8264.0,7600.0,7482.0,5362.0,2438.0,1154.0,26.0,54.0,84.0,108.0,112.0,102.0,90.0,138.0,342.0,482.0,526.0,464.0,404.0,316.0,11.976,29.17,42.112,48.505,45.105,35.651,24.388,160.772,340.38,528.434,661.289,688.094,641.777,536.869
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,6556.0,5288.0,8230.0,7480.0,3068.0,2248.0,914.0,30.0,60.0,106.0,138.0,196.0,158.0,168.0,166.0,420.0,632.0,724.0,712.0,602.0,300.0,10.58,26.055,40.579,52.334,51.782,44.162,27.769,190.094,395.969,691.061,851.884,1214.073,1008.606,995.571
ir_tbp_1_dft-ime_1_dft-phos_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,6776.0,6884.0,7762.0,8780.0,5590.0,2656.0,1478.0,32.0,66.0,108.0,134.0,162.0,170.0,160.0,174.0,432.0,624.0,732.0,746.0,676.0,534.0,12.384,31.439,46.372,55.142,57.697,49.664,37.18,193.322,417.475,667.405,822.648,1000.039,1045.97,926.492
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,6782.0,7122.0,8510.0,9166.0,6230.0,2942.0,1630.0,38.0,76.0,134.0,186.0,244.0,308.0,254.0,210.0,536.0,784.0,1026.0,1146.0,1012.0,676.0,12.961,33.587,51.862,67.915,75.932,69.609,48.215,222.362,467.112,785.099,1087.632,1471.016,1790.974,1392.317
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,7462.0,9624.0,11816.0,15360.0,15328.0,12680.0,8782.0,52.0,110.0,176.0,250.0,298.0,376.0,462.0,286.0,736.0,1118.0,1414.0,1660.0,1976.0,2034.0,21.062,53.883,82.901,108.543,129.347,151.168,153.991,308.951,672.151,1047.005,1448.409,1774.052,2308.069,2800.804
ir_tbp_1_dft-iz_1_dft-py_1_dft-iacn_1_chloride_1_smi1_1_s_1,6786.0,7800.0,7448.0,8056.0,4180.0,1922.0,1074.0,28.0,60.0,102.0,122.0,124.0,122.0,106.0,168.0,444.0,610.0,646.0,596.0,510.0,402.0,11.527,30.039,44.755,50.214,47.475,37.247,26.388,174.897,388.949,672.192,767.343,795.781,775.921,615.513
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,6914.0,10810.0,10344.0,8074.0,3942.0,1650.0,594.0,36.0,74.0,138.0,186.0,334.0,186.0,234.0,226.0,612.0,930.0,1248.0,1116.0,786.0,450.0,12.439,36.643,57.05,74.918,77.644,46.515,31.862,210.243,449.612,781.676,1158.58,1995.831,1113.438,1188.0
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,8196.0,12732.0,13706.0,14560.0,14904.0,13138.0,8448.0,53.0,110.0,186.0,266.0,362.0,404.0,498.0,296.0,766.0,1188.0,1538.0,1782.0,2096.0,2142.0,20.177,52.918,83.836,111.861,133.476,150.366,149.978,303.282,653.668,1061.205,1522.598,2069.086,2427.742,2904.576
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,6676.0,5446.0,8060.0,9898.0,4858.0,3190.0,2096.0,32.0,66.0,112.0,132.0,162.0,176.0,176.0,178.0,442.0,642.0,724.0,770.0,748.0,580.0,12.054,29.834,44.661,53.878,58.291,54.407,43.784,207.5,442.11,744.226,843.079,1054.126,1170.98,1095.147
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,7486.0,9844.0,10536.0,6888.0,3100.0,1188.0,162.0,31.0,60.0,112.0,156.0,260.0,180.0,162.0,172.0,440.0,684.0,856.0,782.0,504.0,162.0,10.841,27.944,44.975,60.347,59.805,39.73,15.568,179.049,360.282,634.317,914.785,1469.6,1119.096,784.08
ir_tbp_1_dft-py_1_dft-sime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,6648.0,5350.0,8088.0,9400.0,6382.0,3442.0,2394.0,38.0,78.0,134.0,160.0,194.0,222.0,224.0,212.0,522.0,742.0,882.0,946.0,962.0,920.0,13.291,33.538,49.969,61.422,68.505,66.014,58.504,224.801,493.286,835.849,979.646,1166.265,1356.86,1326.759
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_dft-no2_1_smi1_1_s_1,6726.0,7976.0,7904.0,9170.0,6258.0,2954.0,1432.0,32.0,70.0,118.0,146.0,178.0,188.0,126.0,202.0,544.0,744.0,910.0,950.0,696.0,448.0,12.422,34.188,48.697,59.683,65.032,52.795,32.172,211.755,473.755,808.095,1004.91,1186.815,1264.266,779.944
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,7890.0,13082.0,11476.0,8458.0,4194.0,1722.0,594.0,34.0,66.0,124.0,158.0,258.0,174.0,234.0,190.0,472.0,698.0,848.0,840.0,750.0,450.0,12.375,32.785,51.728,65.332,65.743,44.86,31.862,187.276,377.841,663.761,910.409,1425.516,1024.074,1188.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,7750.0,11596.0,9794.0,8318.0,5478.0,2834.0,1240.0,33.0,66.0,114.0,146.0,202.0,166.0,170.0,180.0,446.0,644.0,764.0,738.0,700.0,560.0,12.574,32.345,48.524,59.133,59.476,47.738,36.591,186.877,395.022,653.302,853.681,1145.184,964.228,934.305
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,6900.0,8232.0,10598.0,9286.0,5646.0,2974.0,1128.0,41.0,80.0,150.0,212.0,320.0,356.0,342.0,230.0,592.0,894.0,1208.0,1374.0,1220.0,702.0,13.511,36.067,58.186,79.707,91.261,81.283,52.006,225.296,458.79,799.826,1170.229,1781.307,2030.512,1806.024
ir_tbp_1_dft-phos_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,7092.0,9554.0,8510.0,7934.0,5486.0,2670.0,1236.0,28.0,58.0,90.0,122.0,128.0,122.0,108.0,148.0,372.0,534.0,596.0,544.0,478.0,368.0,12.9,32.483,47.675,54.379,50.449,40.543,28.158,159.938,342.992,513.625,685.279,728.708,709.056,615.968
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,6696.0,5482.0,8066.0,9646.0,5866.0,3298.0,2276.0,32.0,66.0,106.0,128.0,162.0,178.0,172.0,172.0,422.0,608.0,730.0,772.0,728.0,572.0,12.559,30.593,44.698,55.113,60.678,56.5,45.978,206.571,439.815,700.887,828.656,1042.717,1167.711,1068.21
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,6932.0,8718.0,9844.0,9846.0,6102.0,3144.0,1548.0,43.0,84.0,160.0,212.0,312.0,336.0,360.0,244.0,616.0,896.0,1172.0,1344.0,1344.0,990.0,13.563,36.565,57.86,76.718,86.952,79.398,62.104,241.722,487.981,877.619,1216.995,1830.936,1953.231,1919.619
ir_tbp_1_dft-iz_1_dft-iz_1_dft-co_1_bromide_1_smi1_1_s_1,7674.0,10714.0,7174.0,7524.0,4276.0,1168.0,546.0,22.0,48.0,78.0,92.0,92.0,64.0,48.0,132.0,346.0,482.0,460.0,380.0,256.0,176.0,10.379,26.292,37.503,39.211,36.105,20.214,12.108,146.639,327.79,555.426,583.044,627.94,414.82,289.36
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-co_1_dft-sh_1_smi1_1_s_1,7902.0,12912.0,10932.0,8030.0,4566.0,2172.0,794.0,29.0,58.0,100.0,138.0,190.0,136.0,108.0,158.0,402.0,602.0,702.0,604.0,460.0,300.0,12.325,31.944,49.056,58.669,54.382,35.983,21.98,164.001,335.488,544.312,780.633,1050.924,808.463,593.095
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-co_1_dft-cch_1_smi1_1_s_1,7278.0,7974.0,11706.0,15326.0,15246.0,12170.0,8584.0,57.0,120.0,204.0,278.0,346.0,436.0,522.0,324.0,834.0,1272.0,1614.0,1910.0,2220.0,2348.0,20.931,54.147,84.996,112.677,138.398,159.041,161.787,334.858,739.191,1230.83,1639.243,2056.299,2636.234,3181.795
ir_tbp_1_dft-iz_1_dft-iz_1_dft-co_1_dft-icn_1_smi1_1_s_1,6598.0,5350.0,7538.0,7604.0,3204.0,2232.0,1138.0,24.0,50.0,78.0,98.0,100.0,98.0,80.0,128.0,324.0,474.0,460.0,432.0,370.0,232.0,10.412,25.049,36.794,40.307,38.548,33.542,20.994,165.455,346.054,541.883,636.395,692.789,688.888,532.247
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_bromide_1_smi1_1_s_1,7646.0,10650.0,8008.0,7720.0,3714.0,1052.0,378.0,27.0,56.0,104.0,132.0,190.0,82.0,102.0,166.0,436.0,644.0,710.0,556.0,378.0,210.0,10.383,26.784,40.694,51.83,47.827,22.4,15.661,169.03,366.369,695.144,813.285,1174.182,500.099,565.884
ir_tbp_1_dft-py_1_dft-sime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,6714.0,8002.0,7818.0,9334.0,6622.0,3086.0,1552.0,35.0,76.0,132.0,166.0,208.0,228.0,154.0,222.0,598.0,836.0,1046.0,1112.0,856.0,586.0,12.779,35.606,51.461,64.172,71.278,60.537,38.346,223.683,507.531,886.107,1102.854,1345.995,1492.266,918.616
ir_tbp_1_dft-iz_1_dft-py_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,6754.0,8602.0,8052.0,7418.0,3964.0,1782.0,806.0,29.0,64.0,112.0,142.0,146.0,146.0,112.0,190.0,548.0,760.0,800.0,742.0,560.0,336.0,11.685,32.833,50.311,55.342,51.311,39.225,23.083,176.408,408.969,720.25,876.087,896.254,877.627,622.223
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,7290.0,10650.0,11066.0,14254.0,14432.0,11768.0,7468.0,50.0,110.0,180.0,254.0,310.0,386.0,432.0,304.0,828.0,1234.0,1580.0,1892.0,2094.0,1944.0,19.666,53.824,82.045,106.607,128.811,144.107,135.772,310.125,706.544,1149.311,1575.866,1986.066,2504.646,2684.989
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,8048.0,12170.0,14654.0,20934.0,25186.0,22814.0,16380.0,74.0,158.0,258.0,374.0,458.0,614.0,816.0,416.0,1084.0,1680.0,2192.0,2730.0,3494.0,3960.0,28.677,74.502,117.788,160.092,203.617,255.947,279.989,425.803,953.87,1522.723,2142.511,2665.259,3645.944,4809.168
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-co_1_dft-icn_1_smi1_1_s_1,7312.0,8210.0,11290.0,14630.0,14742.0,11954.0,8390.0,50.0,106.0,170.0,240.0,286.0,362.0,434.0,276.0,710.0,1078.0,1362.0,1590.0,1864.0,1882.0,20.132,50.793,78.015,102.491,122.409,142.273,144.202,309.048,667.003,1053.791,1445.159,1758.662,2309.736,2719.488
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,7862.0,10348.0,10476.0,11544.0,7036.0,4140.0,2018.0,34.0,68.0,120.0,152.0,230.0,196.0,196.0,188.0,470.0,704.0,864.0,874.0,808.0,556.0,13.417,33.2,50.518,64.043,70.916,62.468,47.771,203.112,421.737,709.47,927.893,1373.371,1243.729,1125.968
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-hicn_1_bromide_1_smi1_1_s_1,7772.0,9614.0,8094.0,10034.0,7350.0,3254.0,1448.0,30.0,62.0,102.0,120.0,146.0,150.0,132.0,164.0,402.0,572.0,662.0,654.0,584.0,478.0,12.527,29.975,43.829,53.602,57.776,47.742,33.406,187.755,406.415,667.449,769.731,910.687,954.181,789.834
ir_tbp_1_dft-phos_1_dft-phos_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,6920.0,8066.0,8714.0,7746.0,5278.0,2698.0,1388.0,28.0,58.0,90.0,122.0,128.0,122.0,108.0,148.0,372.0,534.0,596.0,544.0,478.0,368.0,12.738,31.967,46.966,54.352,50.492,42.391,29.921,164.185,347.012,516.905,696.127,749.679,743.838,639.056
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,6932.0,6832.0,8888.0,9094.0,4686.0,3052.0,1602.0,31.0,62.0,104.0,142.0,202.0,160.0,162.0,166.0,418.0,626.0,754.0,718.0,608.0,390.0,12.518,29.961,45.204,59.598,59.947,50.218,36.638,181.642,383.1,624.802,833.863,1169.846,972.677,889.668
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,6632.0,6764.0,7804.0,6102.0,2602.0,1318.0,422.0,28.0,56.0,96.0,128.0,182.0,136.0,118.0,152.0,386.0,584.0,660.0,604.0,472.0,238.0,10.253,26.596,40.735,48.26,45.161,32.569,18.482,167.312,349.928,570.635,776.525,1093.958,804.77,640.112
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-co_1_chloride_1_smi1_1_s_1,6946.0,9424.0,8236.0,8452.0,4928.0,1936.0,738.0,32.0,66.0,120.0,148.0,228.0,148.0,138.0,192.0,494.0,726.0,884.0,806.0,648.0,462.0,12.047,32.502,49.208,60.404,64.728,41.843,28.886,190.741,408.936,724.088,923.834,1367.581,921.396,760.32
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,6632.0,6644.0,8444.0,8842.0,4782.0,2564.0,1504.0,36.0,76.0,142.0,174.0,210.0,224.0,208.0,224.0,598.0,898.0,1016.0,1028.0,922.0,698.0,12.031,32.964,52.1,62.57,64.108,55.751,42.45,222.459,497.562,931.754,1095.524,1336.208,1391.968,1187.869
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,6820.0,7228.0,8618.0,9972.0,6992.0,3432.0,2196.0,41.0,82.0,146.0,192.0,250.0,326.0,290.0,228.0,572.0,814.0,1062.0,1224.0,1180.0,946.0,13.686,35.541,54.373,70.457,80.605,77.474,60.73,238.545,502.9,856.052,1122.832,1506.125,1915.883,1610.902
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-co_1_dft-oh_1_smi1_1_s_1,6838.0,7134.0,9220.0,10940.0,7274.0,3724.0,2178.0,44.0,88.0,166.0,222.0,298.0,370.0,316.0,254.0,652.0,966.0,1252.0,1410.0,1310.0,1072.0,13.906,36.853,58.631,77.786,91.402,84.983,63.499,255.657,538.943,969.125,1302.381,1783.34,2191.864,1822.692
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-co_1_dft-icn_1_smi1_1_s_1,7276.0,8140.0,11220.0,14542.0,13674.0,11622.0,8030.0,49.0,104.0,168.0,236.0,278.0,352.0,424.0,272.0,704.0,1076.0,1320.0,1552.0,1828.0,1834.0,19.599,49.714,76.95,99.5,118.688,138.181,138.917,302.546,656.154,1041.266,1410.346,1717.711,2256.44,2654.922
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-co_1_dft-cn_1_smi1_1_s_1,6570.0,6094.0,7992.0,6952.0,3014.0,1792.0,616.0,24.0,52.0,86.0,114.0,114.0,98.0,60.0,144.0,396.0,570.0,586.0,478.0,318.0,164.0,10.509,27.279,40.994,46.915,41.238,29.922,14.135,160.124,348.423,578.385,748.192,754.623,655.941,371.816
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,6728.0,8508.0,7948.0,6756.0,2968.0,1242.0,406.0,25.0,56.0,96.0,128.0,132.0,110.0,62.0,166.0,494.0,698.0,710.0,574.0,342.0,132.0,10.835,30.368,46.812,51.401,43.589,27.038,11.425,158.124,366.959,636.167,808.534,823.172,658.42,355.055
ir_tbp_1_dft-ime_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,6738.0,5496.0,8654.0,11474.0,6690.0,4084.0,3040.0,39.0,80.0,140.0,166.0,222.0,252.0,246.0,220.0,546.0,802.0,982.0,1076.0,1040.0,966.0,13.669,34.373,52.049,66.114,77.586,73.412,64.169,242.113,522.982,894.413,1047.659,1382.908,1599.004,1551.832
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1,6648.0,5254.0,8268.0,8352.0,5922.0,2912.0,1752.0,32.0,66.0,114.0,142.0,170.0,182.0,154.0,180.0,452.0,660.0,772.0,770.0,656.0,498.0,12.151,30.078,45.368,55.485,59.985,52.819,38.844,202.169,431.219,733.242,905.066,1054.627,1149.704,977.333
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-co_1_dft-sh_1_smi1_1_s_1,8062.0,12168.0,14796.0,20872.0,25168.0,22884.0,16404.0,73.0,156.0,256.0,372.0,452.0,600.0,792.0,412.0,1076.0,1668.0,2164.0,2672.0,3384.0,3792.0,28.512,73.989,117.194,158.899,201.17,252.163,273.31,423.555,942.534,1513.263,2138.399,2648.635,3593.424,4720.128
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-iacn_1_bromide_1_smi1_1_s_1,8392.0,12414.0,11782.0,16288.0,16938.0,13566.0,8902.0,52.0,110.0,186.0,244.0,280.0,356.0,440.0,296.0,754.0,1116.0,1340.0,1574.0,1926.0,2096.0,20.484,51.882,80.545,103.668,124.484,142.836,143.904,309.592,683.022,1144.163,1440.505,1687.898,2219.299,2673.58
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-co_1_chloride_1_smi1_1_s_1,7416.0,10732.0,10136.0,13590.0,14126.0,11170.0,6846.0,47.0,102.0,168.0,232.0,270.0,328.0,366.0,276.0,728.0,1092.0,1340.0,1544.0,1722.0,1662.0,19.167,50.45,77.345,97.768,116.758,127.897,119.203,284.954,638.77,1053.585,1389.414,1673.96,2076.327,2235.237
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-hicn_1_chloride_1_smi1_1_s_1,6970.0,8422.0,8790.0,9688.0,5810.0,2702.0,1294.0,36.0,72.0,130.0,176.0,224.0,270.0,222.0,202.0,518.0,756.0,926.0,1014.0,900.0,594.0,12.937,33.115,51.73,66.506,74.133,64.078,41.368,209.172,439.895,758.537,1009.744,1342.478,1575.584,1230.055
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-co_1_fluoride_1_smi1_1_s_1,6794.0,9554.0,8634.0,5940.0,2124.0,648.0,162.0,30.0,60.0,114.0,156.0,270.0,108.0,162.0,180.0,474.0,732.0,900.0,720.0,432.0,162.0,10.498,30.046,46.41,58.572,53.786,24.44,15.568,174.744,349.658,637.648,950.256,1602.837,605.88,784.08
