id,Z-0_FR_AA,Z-1_FR_AA,Z-2_FR_AA,Z-3_FR_AA,Z-4_FR_AA,Z-5_FR_AA,Z-6_FR_AA,I-0_FR_AA,I-1_FR_AA,I-2_FR_AA,I-3_FR_AA,I-4_FR_AA,I-5_FR_AA,I-6_FR_AA,T-0_FR_AA,T-1_FR_AA,T-2_FR_AA,T-3_FR_AA,T-4_FR_AA,T-5_FR_AA,T-6_FR_AA,S-0_FR_AA,S-1_FR_AA,S-2_FR_AA,S-3_FR_AA,S-4_FR_AA,S-5_FR_AA,S-6_FR_AA,chi-0_FR_AA,chi-1_FR_AA,chi-2_FR_AA,chi-3_FR_AA,chi-4_FR_AA,chi-5_FR_AA,chi-6_FR_AA
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-co_1_fluoride_1_smi1_1_s_1,30.0,181.4,516.2,1668.9,908.8,333.0,162.0,30.0,60.0,114.0,156.0,270.0,108.0,162.0,30.0,105.6,162.3,314.1,328.5,229.5,162.0,30.0,77.224,143.709,235.054,327.13,150.093,162.0,30.0,61.343,116.145,158.704,281.514,109.179,162.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,27.0,156.0,335.4,727.4,579.5,313.8,232.9,27.0,58.0,100.0,132.0,140.0,126.0,94.0,27.0,80.2,140.2,192.2,198.6,173.4,127.9,27.0,68.874,121.13,167.873,174.756,157.026,116.442,27.0,58.967,102.073,133.831,142.14,128.729,96.049
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,36.0,198.4,319.8,1142.9,1199.0,593.0,610.5,36.0,72.0,132.0,170.0,250.0,220.0,216.0,36.0,117.2,179.9,283.2,344.3,314.9,378.5,36.0,89.383,153.019,232.016,313.184,278.232,285.104,36.0,73.032,134.756,171.649,252.086,226.051,219.639
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-hicn_1_bromide_1_smi1_1_s_1,25.0,129.0,260.5,784.8,717.0,359.3,230.4,25.0,52.0,92.0,108.0,106.0,92.0,94.0,25.0,77.6,127.5,161.2,137.2,133.5,133.3,25.0,62.021,110.106,145.435,143.747,123.429,114.19,25.0,53.161,94.6,110.16,108.083,94.3,96.577
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_dft-sh_1_smi1_1_s_1,26.0,142.2,313.2,642.0,592.6,368.9,217.2,26.0,54.0,90.0,116.0,116.0,108.0,86.0,26.0,73.9,124.2,163.2,158.0,146.6,117.6,26.0,65.027,110.418,149.813,151.706,137.434,106.063,26.0,54.897,92.004,117.905,117.913,110.597,88.014
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-hicn_1_chloride_1_smi1_1_s_1,37.0,191.5,403.6,1209.9,1465.4,791.9,520.9,37.0,74.0,138.0,184.0,232.0,278.0,242.0,37.0,122.2,206.6,281.8,361.8,400.8,341.0,37.0,91.905,171.778,247.604,321.894,355.016,287.736,37.0,75.145,140.13,185.781,235.676,282.968,245.793
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,35.0,185.1,303.8,648.5,1258.9,475.1,548.7,35.0,72.0,124.0,138.0,168.0,194.0,206.0,35.0,108.3,157.5,191.6,234.8,263.3,312.8,35.0,87.117,144.266,175.972,223.928,241.153,264.84,35.0,73.033,126.913,139.987,169.858,197.693,209.988
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,32.0,180.8,609.1,1257.9,870.0,562.5,414.5,32.0,64.0,116.0,142.0,196.0,164.0,174.0,32.0,104.2,157.9,234.4,253.3,248.3,271.7,32.0,80.176,150.579,204.844,244.724,213.194,213.591,32.0,65.283,118.166,144.302,200.582,167.796,177.047
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-co_1_fluoride_1_smi1_1_s_1,48.0,228.1,414.0,808.6,1233.9,1241.6,1114.6,48.0,104.0,176.0,240.0,280.0,334.0,378.0,48.0,140.6,239.0,329.6,381.2,452.5,534.1,48.0,122.564,210.734,294.76,348.21,414.654,471.664,48.0,105.532,179.102,243.497,285.122,342.584,385.629
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,36.0,190.0,375.0,1048.8,1257.9,617.8,607.0,36.0,72.0,130.0,152.0,224.0,186.0,210.0,36.0,118.7,171.4,253.4,299.1,262.8,381.2,36.0,89.893,158.874,210.301,283.577,242.246,280.978,36.0,73.16,132.465,154.432,229.86,193.386,213.18
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-co_1_chloride_1_smi1_1_s_1,27.0,152.6,481.3,1101.0,760.9,304.6,190.1,27.0,56.0,98.0,128.0,188.0,88.0,90.0,27.0,87.2,134.3,226.9,232.1,133.5,129.0,27.0,68.555,126.51,180.511,241.315,117.263,108.71,27.0,57.035,99.332,129.771,193.398,89.399,90.617
ir_tbp_1_dft-py_1_dft-sime_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,34.0,185.9,362.9,607.9,1285.8,648.3,426.6,34.0,70.0,120.0,152.0,182.0,194.0,176.0,34.0,101.7,160.4,218.4,265.6,264.4,248.2,34.0,85.584,144.419,192.211,245.89,252.008,218.157,34.0,70.912,122.123,153.792,184.028,197.126,178.614
ir_tbp_1_dft-iz_1_dft-sime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,33.0,192.2,285.2,583.5,1246.1,605.1,363.0,33.0,72.0,126.0,154.0,194.0,212.0,138.0,33.0,106.5,164.5,222.7,296.2,290.2,206.3,33.0,86.693,145.617,189.694,249.899,265.332,176.084,33.0,73.527,128.673,156.169,198.062,220.738,140.638
ir_tbp_1_dft-pyz_1_dft-py_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,30.0,184.2,492.9,655.8,739.4,490.2,290.9,30.0,66.0,114.0,146.0,152.0,156.0,126.0,30.0,92.2,159.8,206.5,220.2,226.2,175.7,30.0,79.457,141.206,185.829,198.106,199.373,154.705,30.0,66.837,115.768,147.958,153.798,158.287,127.332
ir_tbp_1_dft-ime_1_dft-phos_1_dft-hicn_1_bromide_1_smi1_1_s_1,31.0,151.1,280.6,575.4,1167.7,790.6,376.4,31.0,64.0,106.0,128.0,152.0,152.0,138.0,31.0,90.4,137.8,181.4,220.4,201.2,196.2,31.0,76.163,127.351,164.658,209.725,211.657,175.253,31.0,64.785,107.735,129.416,153.704,154.5,140.357
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,30.0,164.8,359.5,1332.8,577.9,476.4,324.8,30.0,60.0,106.0,138.0,196.0,158.0,168.0,30.0,93.4,145.2,230.0,245.5,253.2,213.8,30.0,74.351,133.995,199.787,238.917,213.072,190.85,30.0,60.925,107.647,139.699,198.325,160.958,170.861
ir_tbp_1_dft-py_1_dft-py_1_dft-co_1_dft-sh_1_smi1_1_s_1,27.0,156.9,388.3,611.9,634.2,379.1,213.1,27.0,58.0,96.0,134.0,136.0,118.0,86.0,27.0,75.8,136.2,191.1,192.0,159.5,115.9,27.0,69.455,119.9,169.231,175.979,148.565,106.404,27.0,58.738,97.333,135.657,138.085,120.165,87.471
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-co_1_fluoride_1_smi1_1_s_1,32.0,185.1,511.8,1025.6,1102.3,653.0,388.0,32.0,66.0,120.0,148.0,228.0,148.0,138.0,32.0,107.9,160.6,257.6,305.6,212.0,256.5,32.0,82.407,150.162,203.539,284.872,196.642,184.77,32.0,67.33,122.376,150.44,235.737,154.726,139.31
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-co_1_bromide_1_smi1_1_s_1,31.0,154.2,276.5,509.8,1265.6,733.8,338.8,31.0,64.0,112.0,136.0,160.0,166.0,128.0,31.0,95.9,150.2,199.8,246.7,219.8,179.5,31.0,76.345,131.687,170.21,217.91,218.864,159.924,31.0,64.944,114.403,137.797,161.902,170.113,131.487
ir_tbp_1_dft-iz_1_dft-phos_1_dft-co_1_dft-icn_1_smi1_1_s_1,26.0,127.0,247.0,559.5,530.9,333.9,243.1,26.0,54.0,84.0,110.0,114.0,110.0,94.0,26.0,68.2,112.2,150.4,150.1,145.9,126.5,26.0,62.788,103.389,140.158,141.971,135.56,116.556,26.0,54.895,85.422,111.522,115.912,112.597,96.901
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-co_1_dft-oh_1_smi1_1_s_1,49.0,257.9,622.1,1601.8,2286.1,1323.5,935.2,49.0,96.0,184.0,264.0,368.0,504.0,450.0,49.0,165.5,285.0,401.5,615.5,751.5,652.5,49.0,122.089,236.019,355.653,508.319,628.199,530.932,49.0,97.313,185.68,265.773,373.568,512.734,455.622
ir_tbp_1_dft-ime_1_dft-phos_1_dft-co_1_dft-icn_1_smi1_1_s_1,32.0,156.5,279.9,497.3,1048.7,518.0,409.8,32.0,66.0,108.0,134.0,162.0,170.0,160.0,32.0,91.2,139.2,185.4,229.6,232.9,220.0,32.0,77.92,128.795,167.376,211.061,213.759,198.954,32.0,66.877,109.883,135.832,164.369,173.228,164.446
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-co_1_dft-oh_1_smi1_1_s_1,30.0,161.4,331.1,553.7,1033.4,410.1,336.8,30.0,62.0,108.0,128.0,150.0,156.0,138.0,30.0,91.6,142.5,183.5,216.8,221.5,195.0,30.0,74.761,127.765,162.745,198.473,192.551,168.762,30.0,63.358,110.815,130.211,153.097,161.368,141.426
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-co_1_dft-oh_1_smi1_1_s_1,35.0,191.1,451.8,1089.2,1230.1,631.3,526.2,35.0,70.0,130.0,168.0,244.0,208.0,190.0,35.0,115.2,179.2,282.3,341.3,296.0,338.5,35.0,87.447,162.315,231.174,308.328,265.505,247.434,35.0,71.211,132.119,170.323,248.494,214.557,193.473
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,40.0,214.7,590.1,1119.5,1452.3,976.2,822.0,40.0,80.0,146.0,178.0,262.0,250.0,280.0,40.0,131.9,194.2,289.3,355.6,355.8,499.8,40.0,99.314,181.495,241.7,332.326,328.245,372.682,40.0,81.073,148.164,180.237,265.236,255.335,286.086
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,55.0,259.3,464.7,1318.2,1509.7,1396.6,1502.6,55.0,114.0,196.0,266.0,354.0,390.0,510.0,55.0,164.5,265.5,397.3,463.7,541.2,781.0,55.0,137.388,233.02,346.184,440.267,489.097,653.455,55.0,115.303,199.102,268.959,360.08,398.309,517.792
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-co_1_chloride_1_smi1_1_s_1,27.0,146.9,312.1,1095.4,719.4,266.3,190.1,27.0,56.0,98.0,128.0,188.0,88.0,90.0,27.0,87.2,134.3,226.9,232.1,133.5,129.0,27.0,68.316,122.95,180.32,240.408,116.445,108.71,27.0,57.031,99.319,129.768,193.395,89.396,90.617
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,33.0,216.4,459.5,1214.4,926.1,447.0,274.6,33.0,74.0,146.0,190.0,280.0,174.0,120.0,33.0,120.0,203.7,331.5,412.4,254.4,178.0,33.0,90.515,169.112,250.768,349.362,217.077,146.81,33.0,75.447,148.934,193.679,288.343,178.121,121.548
ir_tbp_1_dft-iz_1_dft-py_1_dft-co_1_chloride_1_smi1_1_s_1,24.0,143.2,298.4,573.4,581.3,253.0,120.7,24.0,54.0,94.0,116.0,116.0,80.0,52.0,24.0,75.1,132.9,169.8,163.6,107.2,73.3,24.0,63.565,112.991,146.874,149.345,104.101,64.368,24.0,55.147,95.423,118.146,118.714,82.26,52.579
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,26.0,150.7,311.7,695.2,489.1,293.5,221.5,26.0,56.0,90.0,118.0,130.0,122.0,94.0,26.0,71.5,120.2,165.2,176.8,163.8,123.3,26.0,66.023,109.123,150.883,161.226,151.934,115.249,26.0,56.941,91.618,119.587,131.78,123.852,95.594
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,29.0,160.4,503.6,1178.6,599.2,462.1,453.2,29.0,58.0,98.0,130.0,188.0,148.0,146.0,29.0,85.7,132.5,216.0,233.2,224.0,190.8,29.0,71.134,127.83,185.365,225.228,195.994,189.231,29.0,58.966,99.167,131.436,191.001,150.493,147.991
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-iacn_1_fluoride_1_smi1_1_s_1,39.0,203.5,404.0,1065.5,1555.9,751.7,585.4,39.0,78.0,142.0,182.0,230.0,288.0,252.0,39.0,127.2,207.4,272.4,361.8,397.8,371.4,39.0,97.438,176.367,241.149,310.112,353.243,310.351,39.0,79.309,144.305,184.296,235.903,296.419,255.206
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,30.0,168.4,592.2,1265.1,860.6,512.0,306.1,30.0,60.0,102.0,140.0,196.0,148.0,134.0,30.0,89.0,140.4,229.8,251.9,213.1,180.2,30.0,74.992,137.743,204.833,264.701,192.43,161.062,30.0,60.635,102.562,141.023,197.074,150.019,134.879
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_fluoride_1_smi1_1_s_1,29.0,146.2,284.1,668.0,792.7,416.3,305.0,29.0,60.0,102.0,118.0,118.0,116.0,118.0,29.0,87.9,137.0,166.4,159.7,154.5,179.2,29.0,72.346,124.432,154.539,155.992,148.426,149.749,29.0,61.124,104.685,120.398,121.627,120.415,120.34
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,39.0,197.7,397.8,1133.8,1383.4,745.5,635.9,39.0,78.0,136.0,188.0,250.0,320.0,282.0,39.0,119.5,196.2,272.5,385.0,450.5,380.8,39.0,95.501,169.074,247.438,331.094,391.618,340.65,39.0,79.099,137.606,189.541,253.504,325.047,286.831
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-co_1_dft-cch_1_smi1_1_s_1,30.0,155.6,361.8,1204.5,654.7,507.0,284.4,30.0,60.0,102.0,140.0,196.0,148.0,134.0,30.0,89.0,140.4,229.8,251.9,213.1,180.2,30.0,73.494,132.358,199.537,247.768,195.902,160.334,30.0,60.578,102.67,141.302,197.2,151.603,135.152
ir_tbp_1_dft-asme3_1_dft-py_1_dft-hicn_1_fluoride_1_smi1_1_s_1,29.0,160.0,499.6,1185.9,650.2,460.9,289.0,29.0,58.0,100.0,134.0,184.0,120.0,128.0,29.0,88.2,139.6,227.8,226.3,182.6,172.3,29.0,72.218,131.293,190.957,221.177,160.199,152.983,29.0,59.067,101.5,136.188,190.46,122.849,129.193
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,32.0,167.0,357.1,1127.1,747.0,483.8,497.8,32.0,64.0,110.0,136.0,194.0,166.0,182.0,32.0,98.4,146.0,221.2,242.4,245.0,281.1,32.0,78.384,137.561,191.512,235.165,217.42,232.466,32.0,65.043,111.442,137.693,197.128,169.434,186.627
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,41.0,216.3,426.9,1619.8,1410.7,909.9,873.7,41.0,80.0,150.0,212.0,320.0,356.0,342.0,41.0,136.0,222.8,347.8,481.5,556.2,474.8,41.0,100.804,183.522,294.864,411.294,446.934,422.133,41.0,81.041,152.032,213.387,324.07,363.201,345.586
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,27.0,146.3,248.3,1160.3,615.6,334.2,242.4,27.0,54.0,94.0,122.0,170.0,108.0,114.0,27.0,82.9,130.9,213.2,205.6,166.7,155.2,27.0,66.348,110.465,176.968,212.943,144.806,135.195,27.0,55.086,95.868,123.333,173.467,110.437,115.615
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,59.0,275.4,490.4,725.9,2103.4,1539.7,1389.0,59.0,124.0,214.0,278.0,340.0,432.0,508.0,59.0,177.2,285.1,384.2,486.7,576.7,689.8,59.0,148.129,254.488,339.344,440.811,537.701,625.362,59.0,125.334,217.514,281.263,344.253,442.356,517.213
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_chloride_1_smi1_1_s_1,23.0,128.4,221.1,602.7,558.7,231.9,138.0,23.0,50.0,86.0,100.0,102.0,68.0,56.0,23.0,72.0,117.3,150.0,134.0,93.2,82.5,23.0,59.136,101.519,129.736,132.165,90.614,69.528,23.0,51.306,87.958,102.196,104.811,70.313,57.143
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-co_1_dft-no2_1_smi1_1_s_1,30.0,172.2,285.0,1142.5,786.6,418.2,245.0,30.0,64.0,112.0,156.0,230.0,122.0,106.0,30.0,96.9,153.6,268.7,304.2,177.6,150.2,30.0,77.946,132.406,212.047,287.808,156.966,129.346,30.0,65.205,114.411,158.062,237.127,126.46,107.66
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-co_1_dft-sh_1_smi1_1_s_1,25.0,149.0,386.9,667.4,536.2,289.0,160.0,25.0,54.0,94.0,122.0,124.0,108.0,68.0,25.0,75.2,132.3,179.1,176.8,147.8,88.7,25.0,64.698,115.658,158.167,160.29,134.224,81.765,25.0,54.959,96.221,124.346,126.215,110.752,69.709
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,40.0,208.9,420.6,1109.7,1436.5,742.7,822.0,40.0,80.0,146.0,178.0,262.0,250.0,280.0,40.0,131.9,194.2,289.3,355.6,355.8,499.8,40.0,99.075,177.981,241.298,331.729,323.592,372.682,40.0,81.068,148.157,180.226,265.225,255.334,286.086
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-hicn_1_chloride_1_smi1_1_s_1,26.0,124.6,243.1,632.4,631.7,363.7,218.3,26.0,54.0,84.0,108.0,112.0,102.0,90.0,26.0,69.8,111.5,148.9,150.2,132.4,121.0,26.0,63.163,103.677,140.583,151.235,131.882,111.601,26.0,54.763,85.415,109.198,113.786,103.855,91.212
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,30.0,162.1,281.7,1262.4,535.3,436.9,394.2,30.0,60.0,106.0,138.0,196.0,158.0,168.0,30.0,93.4,145.2,230.0,245.5,253.2,213.8,30.0,73.593,123.626,197.014,230.566,206.37,197.266,30.0,61.237,108.466,139.941,199.6,161.589,173.367
ir_tbp_1_dft-ime_1_dft-phos_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,32.0,166.3,349.4,585.4,1097.2,560.6,375.7,32.0,66.0,108.0,134.0,162.0,170.0,160.0,32.0,91.2,139.2,185.4,229.6,232.9,220.0,32.0,79.34,131.86,172.645,217.421,218.787,196.502,32.0,67.103,109.987,135.64,164.816,173.844,162.494
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,38.0,200.3,459.8,1145.8,1411.9,727.2,511.6,38.0,76.0,134.0,186.0,244.0,308.0,254.0,38.0,117.5,195.4,271.7,383.0,431.7,338.4,38.0,94.204,169.47,247.985,328.358,375.039,299.362,38.0,77.279,135.743,187.723,248.55,313.583,256.385
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,52.0,229.8,449.5,846.9,1282.3,1377.7,1323.5,52.0,110.0,176.0,250.0,298.0,376.0,462.0,52.0,139.0,233.7,330.2,392.2,496.7,630.7,52.0,128.161,214.895,308.472,372.474,469.464,579.134,52.0,110.938,177.584,251.905,300.384,379.481,467.63
ir_tbp_1_dft-iz_1_dft-py_1_dft-iacn_1_chloride_1_smi1_1_s_1,28.0,153.9,330.3,597.3,796.0,383.8,261.9,28.0,60.0,102.0,122.0,124.0,122.0,106.0,28.0,85.0,140.6,172.7,178.2,167.2,154.7,28.0,71.291,123.448,155.156,164.063,158.878,133.749,28.0,60.981,103.717,123.702,125.952,125.08,107.381
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,36.0,209.1,468.0,1717.4,1184.4,634.2,384.0,36.0,74.0,138.0,186.0,334.0,186.0,234.0,36.0,126.9,186.2,354.3,442.1,337.0,315.0,36.0,93.57,176.32,268.045,422.641,257.399,262.062,36.0,75.224,139.858,188.53,344.05,190.614,234.786
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,53.0,253.9,693.8,1386.6,1334.7,1571.0,1582.5,53.0,110.0,186.0,266.0,362.0,404.0,498.0,53.0,152.5,252.2,393.8,476.5,556.2,731.5,53.0,131.676,234.489,347.302,449.099,517.441,640.209,53.0,110.823,187.269,268.019,363.985,408.753,503.111
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,32.0,165.8,276.4,626.7,1032.0,425.7,458.5,32.0,66.0,112.0,132.0,162.0,176.0,176.0,32.0,95.6,144.0,186.3,224.6,241.8,262.8,32.0,78.776,130.091,167.788,209.437,215.857,222.781,32.0,67.225,114.643,134.072,164.437,180.163,180.245
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,31.0,177.9,530.2,1672.8,736.2,607.8,162.0,31.0,60.0,112.0,156.0,260.0,180.0,162.0,31.0,102.5,159.0,293.5,345.5,301.5,162.0,31.0,76.192,141.986,235.27,313.568,245.955,162.0,31.0,60.83,113.613,157.413,262.479,186.735,162.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,38.0,199.2,325.5,621.7,1463.2,585.4,591.4,38.0,78.0,134.0,160.0,194.0,222.0,224.0,38.0,116.4,174.7,225.1,279.8,294.9,325.4,38.0,94.655,157.859,199.983,258.948,273.509,287.544,38.0,78.896,136.465,161.773,195.78,225.61,227.746
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_dft-no2_1_smi1_1_s_1,32.0,179.9,259.4,482.8,1078.0,586.7,333.7,32.0,70.0,118.0,146.0,178.0,188.0,126.0,32.0,99.3,152.3,203.2,266.3,263.3,172.8,32.0,83.247,135.604,175.936,227.705,234.049,157.098,32.0,71.314,120.371,147.837,181.862,196.061,129.686
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,34.0,185.0,617.8,1706.9,1231.9,669.0,384.0,34.0,66.0,124.0,158.0,258.0,174.0,234.0,34.0,116.5,173.0,299.0,319.5,318.0,315.0,34.0,84.206,164.473,241.106,344.106,245.482,262.062,34.0,66.819,124.923,159.516,261.06,177.476,234.786
ir_tbp_1_dft-asme3_1_dft-py_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,33.0,185.8,600.0,1191.7,958.9,664.1,442.1,33.0,66.0,114.0,146.0,202.0,166.0,170.0,33.0,101.7,153.9,235.1,261.2,236.3,266.7,33.0,82.723,149.09,207.049,263.717,220.837,215.77,33.0,66.747,115.202,147.35,204.159,168.325,171.403
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,41.0,218.1,503.1,1695.6,1474.7,996.8,672.1,41.0,80.0,150.0,212.0,320.0,356.0,342.0,41.0,136.0,222.8,347.8,481.5,556.2,474.8,41.0,101.437,193.377,298.367,422.581,460.791,398.835,41.0,80.819,150.868,213.412,322.034,361.749,345.27
ir_tbp_1_dft-phos_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,28.0,143.1,347.3,701.5,704.4,488.4,282.9,28.0,58.0,90.0,122.0,128.0,122.0,108.0,28.0,73.5,120.9,165.1,170.8,160.5,144.3,28.0,69.487,116.294,163.256,176.642,160.295,136.465,28.0,58.52,90.757,122.842,128.843,123.131,109.059
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,32.0,161.5,257.1,540.6,1044.1,408.1,429.6,32.0,66.0,106.0,128.0,162.0,178.0,172.0,32.0,90.2,132.0,174.7,226.7,237.7,243.3,32.0,77.978,123.009,159.562,210.733,214.875,215.215,32.0,67.084,108.126,129.652,164.316,181.843,175.533
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,43.0,226.2,513.7,1643.6,1707.6,994.5,768.8,43.0,84.0,160.0,212.0,312.0,336.0,360.0,43.0,148.0,236.0,353.0,461.2,525.0,560.2,43.0,107.416,204.799,298.363,413.146,433.741,434.359,43.0,85.174,161.934,214.446,319.519,343.59,362.849
ir_tbp_1_dft-iz_1_dft-iz_1_dft-co_1_bromide_1_smi1_1_s_1,22.0,121.0,209.3,521.0,600.6,291.3,118.6,22.0,48.0,78.0,92.0,92.0,64.0,48.0,22.0,64.2,104.7,133.9,120.8,84.0,69.3,22.0,56.206,93.048,118.159,121.113,87.177,60.263,22.0,49.205,79.369,93.68,94.058,65.975,48.746
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-co_1_dft-sh_1_smi1_1_s_1,29.0,161.3,584.7,1187.1,797.7,490.1,273.8,29.0,58.0,100.0,138.0,190.0,136.0,108.0,29.0,87.0,139.7,229.0,248.9,188.5,151.7,29.0,72.274,135.079,200.281,253.097,175.141,133.256,29.0,58.589,100.638,139.279,191.443,139.103,109.09
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-co_1_dft-cch_1_smi1_1_s_1,57.0,267.3,479.0,777.7,1903.4,1452.0,1440.9,57.0,120.0,204.0,278.0,346.0,436.0,522.0,57.0,165.2,272.4,382.7,480.8,594.2,707.8,57.0,142.15,243.266,339.231,441.032,543.456,648.454,57.0,120.979,206.592,280.686,348.418,439.567,530.225
ir_tbp_1_dft-iz_1_dft-iz_1_dft-co_1_dft-icn_1_smi1_1_s_1,24.0,123.9,214.9,518.6,458.5,231.0,216.5,24.0,50.0,78.0,98.0,100.0,98.0,80.0,24.0,62.8,103.6,135.8,129.3,131.3,108.7,24.0,58.076,92.913,123.735,120.083,118.759,100.202,24.0,51.14,79.563,99.665,101.69,100.764,82.67
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_bromide_1_smi1_1_s_1,27.0,152.2,268.5,1193.9,928.4,291.7,219.6,27.0,56.0,104.0,132.0,190.0,82.0,102.0,27.0,92.6,146.1,240.3,231.6,142.5,140.2,27.0,69.006,121.096,188.947,246.997,111.546,119.081,27.0,57.256,106.348,134.084,195.302,83.699,104.156
ir_tbp_1_dft-py_1_dft-sime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,35.0,199.4,297.5,604.7,1292.9,696.4,403.8,35.0,76.0,132.0,166.0,208.0,228.0,154.0,35.0,111.8,173.2,237.3,317.3,310.8,226.7,35.0,91.523,153.281,203.267,268.202,284.124,195.62,35.0,77.403,134.55,168.076,212.395,237.043,157.079
ir_tbp_1_dft-iz_1_dft-py_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,29.0,183.2,490.8,650.8,780.9,429.4,246.1,29.0,64.0,112.0,142.0,146.0,146.0,112.0,29.0,89.9,158.7,205.0,212.7,214.6,154.8,29.0,77.404,139.205,181.882,191.309,189.554,135.903,29.0,64.921,113.707,143.874,147.751,148.576,113.157
