id,Z-0_FS_AA,Z-1_FS_AA,Z-2_FS_AA,Z-3_FS_AA,Z-4_FS_AA,Z-5_FS_AA,Z-6_FS_AA,I-0_FS_AA,I-1_FS_AA,I-2_FS_AA,I-3_FS_AA,I-4_FS_AA,I-5_FS_AA,I-6_FS_AA,T-0_FS_AA,T-1_FS_AA,T-2_FS_AA,T-3_FS_AA,T-4_FS_AA,T-5_FS_AA,T-6_FS_AA,S-0_FS_AA,S-1_FS_AA,S-2_FS_AA,S-3_FS_AA,S-4_FS_AA,S-5_FS_AA,S-6_FS_AA,chi-0_FS_AA,chi-1_FS_AA,chi-2_FS_AA,chi-3_FS_AA,chi-4_FS_AA,chi-5_FS_AA,chi-6_FS_AA
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-hicn_1_bromide_1_smi1_1_s_1,612.0,1760.0,2838.0,4264.0,5514.0,5406.0,4362.0,98.0,208.0,336.0,468.0,548.0,680.0,808.0,208.0,544.0,852.0,1110.0,1298.0,1562.0,1742.0,57.6,143.86,229.14,308.92,370.9,443.5,476.1,238.24,518.4,833.04,1140.06,1341.18,1691.58,1988.82
ir_tbp_1_dft-phos_1_dft-py_1_dft-co_1_dft-sh_1_smi1_1_s_1,400.0,1234.0,1902.0,2398.0,2126.0,1380.0,748.0,54.0,112.0,176.0,240.0,244.0,224.0,184.0,112.0,288.0,440.0,532.0,504.0,436.0,344.0,32.68,81.02,125.26,157.22,154.42,132.24,98.44,131.4,277.78,433.68,583.76,595.78,552.98,449.46
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,420.0,1412.0,2720.0,4420.0,2524.0,1128.0,396.0,62.0,120.0,224.0,304.0,504.0,312.0,396.0,120.0,344.0,528.0,808.0,816.0,708.0,396.0,32.8,83.98,147.74,211.9,256.1,161.52,122.76,144.84,287.24,514.92,729.04,1184.16,758.64,871.2
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-co_1_dft-sh_1_smi1_1_s_1,372.0,1310.0,1976.0,2310.0,1598.0,842.0,398.0,48.0,104.0,172.0,228.0,228.0,196.0,120.0,104.0,288.0,456.0,532.0,480.0,360.0,200.0,29.18,75.86,121.46,148.72,139.76,105.6,57.46,121.16,268.08,445.66,576.98,576.46,494.48,294.68
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,376.0,1258.0,2378.0,4086.0,1866.0,1368.0,324.0,62.0,120.0,224.0,312.0,520.0,360.0,324.0,120.0,344.0,536.0,832.0,880.0,684.0,324.0,32.68,83.18,145.18,213.14,254.5,183.96,100.44,146.12,287.6,513.28,746.28,1218.96,904.68,712.8
ir_tbp_1_dft-sime_1_dft-sime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,432.0,1420.0,2180.0,2908.0,5192.0,2176.0,1892.0,86.0,176.0,324.0,376.0,484.0,568.0,548.0,176.0,500.0,740.0,916.0,1124.0,1148.0,1084.0,43.64,112.92,184.02,226.14,291.3,294.38,267.8,208.48,446.48,813.62,938.86,1190.86,1420.18,1360.16
ir_tbp_1_dft-ime_1_dft-phos_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,436.0,1372.0,2094.0,2750.0,3700.0,2122.0,1346.0,70.0,144.0,240.0,280.0,336.0,376.0,380.0,144.0,384.0,552.0,660.0,766.0,786.0,750.0,39.38,99.28,154.04,185.44,220.48,225.2,193.12,168.18,358.3,591.18,683.5,817.74,913.36,921.6
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,460.0,1546.0,2800.0,3816.0,4112.0,2694.0,1616.0,78.0,156.0,288.0,352.0,512.0,476.0,504.0,156.0,444.0,660.0,892.0,1024.0,1000.0,1100.0,40.42,104.64,175.64,228.32,286.52,266.48,246.32,184.36,383.9,693.5,854.4,1217.2,1154.0,1200.08
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-co_1_dft-sh_1_smi1_1_s_1,480.0,1598.0,2930.0,5090.0,5994.0,3684.0,2232.0,98.0,192.0,368.0,528.0,736.0,1008.0,900.0,192.0,560.0,896.0,1264.0,1744.0,1908.0,1548.0,48.72,126.14,221.18,324.66,442.58,495.0,382.32,227.9,461.24,853.78,1229.1,1746.48,2372.16,2100.24
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,416.0,1360.0,2348.0,4662.0,3930.0,2238.0,1326.0,80.0,156.0,296.0,412.0,612.0,636.0,648.0,156.0,452.0,708.0,1024.0,1248.0,1284.0,1008.0,39.94,101.38,173.66,262.78,337.58,314.7,255.96,188.26,381.72,706.56,979.64,1470.46,1531.14,1480.62
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-hicn_1_chloride_1_smi1_1_s_1,376.0,1308.0,1890.0,2606.0,1700.0,872.0,508.0,50.0,108.0,188.0,232.0,240.0,200.0,160.0,108.0,308.0,476.0,548.0,504.0,396.0,268.0,29.74,77.14,126.02,152.46,146.8,109.62,74.58,126.72,279.48,492.76,589.56,617.04,504.68,391.42
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,560.0,1784.0,3170.0,4984.0,5054.0,5044.0,4434.0,106.0,220.0,372.0,532.0,724.0,808.0,996.0,220.0,592.0,940.0,1328.0,1586.0,1864.0,2148.0,58.08,149.28,246.7,347.54,430.64,489.88,551.58,252.72,539.76,892.9,1281.26,1746.62,1979.26,2405.7
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,364.0,1178.0,1906.0,3174.0,2046.0,1318.0,952.0,62.0,124.0,216.0,268.0,376.0,308.0,308.0,124.0,340.0,504.0,664.0,696.0,636.0,584.0,32.98,82.0,129.12,175.28,197.76,172.0,146.04,151.1,314.94,542.54,660.02,916.1,781.9,736.96
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-iacn_1_bromide_1_smi1_1_s_1,460.0,1406.0,2326.0,3840.0,4374.0,2614.0,1564.0,76.0,152.0,284.0,340.0,488.0,420.0,452.0,152.0,436.0,644.0,856.0,944.0,888.0,1048.0,39.86,101.26,170.22,222.24,277.16,245.7,230.2,180.74,375.18,687.22,831.26,1168.0,1037.44,1085.68
ir_tbp_1_dft-iz_1_dft-py_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,396.0,1352.0,1992.0,2604.0,1918.0,1220.0,894.0,54.0,116.0,188.0,252.0,276.0,256.0,204.0,116.0,316.0,496.0,606.0,602.0,504.0,348.0,32.82,83.2,129.6,163.56,170.4,149.52,109.76,134.96,298.1,485.06,633.14,701.1,641.12,493.44
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-hicn_1_chloride_1_smi1_1_s_1,372.0,1186.0,1926.0,3220.0,1778.0,950.0,532.0,54.0,108.0,188.0,244.0,340.0,216.0,228.0,108.0,296.0,452.0,604.0,568.0,460.0,348.0,30.16,75.5,124.58,165.28,179.4,120.88,93.72,130.64,268.98,456.78,597.54,828.12,536.26,532.96
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,796.0,2732.0,4130.0,6096.0,9286.0,10176.0,9036.0,156.0,340.0,564.0,804.0,1004.0,1428.0,1752.0,340.0,932.0,1468.0,2008.0,2644.0,3540.0,4044.0,88.52,233.32,376.84,520.6,678.64,923.52,1050.72,378.08,845.96,1390.26,1968.64,2492.86,3604.92,4354.08
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,476.0,1496.0,2484.0,4078.0,4954.0,2920.0,2570.0,88.0,176.0,316.0,416.0,580.0,740.0,700.0,176.0,492.0,752.0,1016.0,1356.0,1460.0,1312.0,46.6,116.72,191.12,262.24,351.96,388.6,352.24,210.16,436.18,763.34,1000.82,1415.64,1801.24,1681.54
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,480.0,1632.0,2964.0,5180.0,6272.0,3764.0,2772.0,106.0,208.0,396.0,544.0,760.0,1072.0,1056.0,208.0,604.0,940.0,1304.0,1832.0,2128.0,1992.0,51.36,133.8,231.7,330.02,449.54,524.74,467.76,247.12,503.56,926.18,1276.74,1829.18,2545.94,2458.44
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_bromide_1_smi1_1_s_1,464.0,1532.0,2008.0,2812.0,4748.0,2780.0,1032.0,72.0,152.0,276.0,316.0,416.0,472.0,280.0,152.0,440.0,644.0,796.0,1000.0,840.0,600.0,39.44,102.82,165.38,200.04,263.2,257.52,142.48,176.82,387.64,702.62,799.68,1029.8,1182.08,698.88
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,440.0,1470.0,2534.0,3536.0,3462.0,2178.0,1448.0,72.0,144.0,260.0,304.0,448.0,372.0,420.0,144.0,404.0,584.0,772.0,856.0,808.0,936.0,37.6,96.8,158.6,199.28,242.24,211.32,213.64,173.96,358.14,635.54,758.08,1107.06,949.66,1007.72
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,444.0,1388.0,2522.0,3444.0,2138.0,1542.0,1068.0,58.0,116.0,196.0,264.0,380.0,292.0,256.0,116.0,312.0,472.0,666.0,688.0,564.0,406.0,34.08,83.1,134.14,180.54,204.72,170.52,131.58,142.14,289.64,478.06,653.8,929.68,734.34,611.32
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-co_1_fluoride_1_smi1_1_s_1,428.0,1602.0,2494.0,3434.0,3366.0,1908.0,960.0,68.0,140.0,264.0,332.0,496.0,352.0,300.0,140.0,416.0,628.0,876.0,940.0,704.0,696.0,35.42,95.88,161.26,209.46,255.3,186.92,148.44,165.26,349.54,652.64,831.64,1228.92,892.64,706.2
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-co_1_dft-cn_1_smi1_1_s_1,432.0,1424.0,2602.0,3430.0,2958.0,1974.0,1148.0,66.0,132.0,236.0,300.0,448.0,368.0,340.0,132.0,368.0,556.0,768.0,852.0,728.0,664.0,35.92,90.78,150.94,199.94,243.28,207.42,167.8,159.68,327.58,570.2,738.12,1085.58,931.4,823.28
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,392.0,1240.0,2236.0,4200.0,1896.0,1644.0,936.0,64.0,124.0,228.0,316.0,532.0,388.0,396.0,124.0,352.0,544.0,848.0,920.0,784.0,396.0,34.06,83.82,139.98,214.3,258.9,209.46,149.4,152.98,305.64,546.88,768.26,1276.08,960.64,884.88
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,468.0,1568.0,2972.0,4870.0,4450.0,2706.0,1326.0,80.0,156.0,296.0,412.0,612.0,636.0,648.0,156.0,452.0,708.0,1024.0,1248.0,1284.0,1008.0,40.9,105.22,185.18,266.62,347.18,323.34,255.96,186.54,374.84,685.92,972.76,1453.26,1515.66,1480.62
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,468.0,1512.0,2732.0,3872.0,3608.0,2516.0,1868.0,74.0,148.0,268.0,344.0,512.0,464.0,488.0,148.0,416.0,632.0,884.0,1012.0,972.0,972.0,39.98,100.6,167.28,224.6,280.8,264.24,250.56,177.24,367.5,649.66,842.38,1235.82,1149.84,1159.84
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-hicn_1_bromide_1_smi1_1_s_1,444.0,1294.0,1918.0,2802.0,3714.0,2104.0,1052.0,64.0,132.0,228.0,276.0,332.0,348.0,288.0,132.0,360.0,536.0,658.0,732.0,660.0,584.0,36.22,89.62,142.18,177.98,209.66,197.82,148.88,157.72,336.86,580.5,692.22,818.14,872.44,705.56
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_dft-icn_1_smi1_1_s_1,436.0,1360.0,2064.0,2796.0,4412.0,2016.0,1832.0,76.0,156.0,276.0,328.0,432.0,484.0,456.0,156.0,432.0,644.0,808.0,988.0,972.0,856.0,41.24,103.36,164.32,206.36,266.72,264.16,237.08,188.96,399.68,700.08,827.28,1079.72,1224.96,1168.76
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,628.0,2012.0,3720.0,5328.0,6060.0,6140.0,5316.0,112.0,232.0,396.0,544.0,736.0,844.0,1080.0,232.0,628.0,976.0,1352.0,1634.0,1984.0,2412.0,61.8,158.88,262.6,361.28,457.64,533.44,614.52,264.88,565.44,946.04,1298.32,1747.46,2044.58,2597.94
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_bromide_1_smi1_1_s_1,456.0,1328.0,1940.0,2784.0,3870.0,2372.0,1318.0,68.0,140.0,236.0,268.0,316.0,340.0,324.0,140.0,376.0,536.0,628.0,710.0,688.0,688.0,38.34,94.7,146.46,175.7,208.58,204.44,175.22,166.24,354.6,596.56,669.72,784.34,858.6,798.46
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-hicn_1_bromide_1_smi1_1_s_1,392.0,1158.0,1842.0,3388.0,2202.0,990.0,532.0,54.0,108.0,188.0,244.0,340.0,216.0,228.0,108.0,296.0,452.0,604.0,568.0,460.0,348.0,29.8,72.98,117.02,165.28,180.84,120.16,93.72,131.94,275.38,475.98,600.24,831.02,538.86,532.96
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,376.0,1330.0,1844.0,2522.0,1820.0,1072.0,616.0,52.0,112.0,188.0,232.0,256.0,228.0,180.0,112.0,312.0,476.0,552.0,556.0,456.0,312.0,30.3,78.9,123.54,148.58,153.18,128.64,86.06,135.14,297.72,503.18,600.12,683.82,605.32,448.42
ir_tbp_1_dft-pph3_1_dft-py_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,568.0,1738.0,2852.0,4044.0,5056.0,4942.0,4202.0,102.0,216.0,348.0,496.0,584.0,728.0,880.0,216.0,564.0,892.0,1176.0,1384.0,1684.0,1878.0,58.74,147.96,234.88,319.32,382.36,462.12,511.2,246.92,536.3,856.14,1202.6,1427.32,1806.02,2167.4
ir_tbp_1_dft-pph3_1_dft-py_1_dft-co_1_dft-no2_1_smi1_1_s_1,588.0,2100.0,2918.0,4152.0,5386.0,5346.0,4242.0,102.0,224.0,368.0,528.0,628.0,784.0,860.0,224.0,620.0,972.0,1300.0,1568.0,1854.0,1864.0,59.2,156.66,248.94,339.14,409.58,490.92,497.54,251.98,564.9,926.06,1315.6,1581.1,2008.54,2163.3
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,424.0,1302.0,1988.0,2906.0,3310.0,1778.0,1620.0,68.0,140.0,248.0,300.0,364.0,400.0,384.0,140.0,388.0,588.0,716.0,812.0,816.0,764.0,37.86,94.04,150.18,187.78,221.66,223.08,206.28,168.24,359.36,634.08,750.38,909.22,1014.4,940.36
ir_tbp_1_dft-ime_1_dft-ime_1_dft-co_1_dft-oh_1_smi1_1_s_1,408.0,1298.0,1962.0,2506.0,3930.0,1704.0,1320.0,70.0,144.0,248.0,288.0,380.0,416.0,392.0,144.0,392.0,576.0,708.0,868.0,840.0,680.0,37.74,95.38,149.72,183.08,234.9,222.4,185.2,173.38,369.6,631.26,732.54,957.28,1054.8,978.24
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,408.0,1578.0,2444.0,3610.0,2394.0,1612.0,1136.0,66.0,140.0,256.0,340.0,508.0,408.0,304.0,140.0,424.0,664.0,942.0,1032.0,768.0,488.0,36.54,97.04,159.72,224.64,270.68,213.68,148.32,161.36,354.4,648.66,852.64,1244.6,993.84,718.86
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,428.0,1462.0,2682.0,3668.0,3390.0,2126.0,1252.0,72.0,144.0,264.0,340.0,500.0,440.0,432.0,144.0,408.0,624.0,868.0,976.0,892.0,872.0,36.94,96.0,162.62,216.56,262.76,230.24,200.72,172.18,358.14,640.12,835.52,1212.78,1083.54,1016.2
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_dft-cch_1_smi1_1_s_1,384.0,1210.0,1820.0,2420.0,2750.0,1366.0,1050.0,60.0,124.0,204.0,244.0,296.0,316.0,292.0,124.0,328.0,488.0,580.0,660.0,640.0,532.0,33.94,84.42,129.9,158.14,185.26,177.3,147.56,148.9,317.84,520.58,612.98,742.56,800.68,718.02
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,388.0,1240.0,1882.0,2766.0,2836.0,1492.0,1204.0,64.0,132.0,224.0,264.0,324.0,352.0,352.0,132.0,356.0,528.0,632.0,724.0,736.0,676.0,35.18,88.48,138.14,170.38,199.14,196.32,174.92,157.7,337.64,571.84,659.36,807.74,887.08,854.8
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,384.0,1554.0,1952.0,3444.0,2484.0,1252.0,872.0,64.0,136.0,240.0,304.0,464.0,292.0,288.0,136.0,404.0,592.0,836.0,888.0,636.0,564.0,34.16,92.84,143.92,199.76,239.24,160.16,135.84,159.76,353.22,624.56,776.12,1183.76,749.8,684.56
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,604.0,1804.0,2928.0,4186.0,5480.0,5222.0,4840.0,106.0,224.0,364.0,488.0,580.0,764.0,964.0,224.0,588.0,908.0,1160.0,1410.0,1808.0,2110.0,61.42,153.44,241.76,317.0,390.32,493.32,572.96,257.46,559.98,902.6,1186.88,1427.92,1913.54,2379.06
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,392.0,1324.0,2460.0,4288.0,2428.0,1736.0,876.0,70.0,136.0,252.0,328.0,544.0,424.0,480.0,136.0,388.0,580.0,872.0,968.0,904.0,696.0,36.1,92.4,158.04,223.96,275.64,228.96,181.44,163.62,326.48,580.52,781.88,1268.92,1043.84,1086.24
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_chloride_1_smi1_1_s_1,368.0,1466.0,1966.0,3282.0,1820.0,614.0,384.0,54.0,116.0,216.0,284.0,416.0,180.0,156.0,116.0,356.0,556.0,776.0,712.0,352.0,228.0,30.18,81.86,136.9,189.32,210.12,89.68,65.64,133.84,296.1,560.1,714.34,1032.46,430.92,366.72
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_dft-oh_1_smi1_1_s_1,348.0,1272.0,1940.0,2174.0,1416.0,762.0,344.0,48.0,104.0,184.0,232.0,224.0,192.0,116.0,104.0,300.0,484.0,532.0,468.0,354.0,186.0,27.46,73.26,121.44,140.78,126.8,98.12,51.84,122.98,272.42,485.88,595.0,581.4,493.02,281.84
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,404.0,1634.0,2226.0,3688.0,2676.0,1398.0,942.0,66.0,140.0,256.0,320.0,488.0,308.0,328.0,140.0,424.0,624.0,880.0,936.0,692.0,616.0,35.4,97.64,160.06,210.42,254.34,171.64,148.08,163.26,356.54,643.32,811.0,1239.38,783.48,781.26
ir_tbp_1_dft-ime_1_dft-sime_1_dft-iacn_1_chloride_1_smi1_1_s_1,444.0,1392.0,2010.0,2856.0,4910.0,2312.0,1704.0,80.0,164.0,296.0,328.0,424.0,484.0,432.0,164.0,460.0,664.0,800.0,980.0,940.0,928.0,42.5,107.54,172.02,207.38,269.1,271.14,227.04,194.72,415.64,745.58,822.2,1044.02,1209.56,1094.88
ir_tbp_1_dft-ime_1_dft-sime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,412.0,1324.0,1892.0,2724.0,4268.0,1792.0,1432.0,74.0,152.0,272.0,316.0,412.0,448.0,384.0,152.0,424.0,628.0,776.0,932.0,856.0,784.0,38.9,99.56,158.64,195.8,248.16,231.12,195.84,182.46,388.08,691.96,801.2,1030.28,1147.12,963.52
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,464.0,1542.0,2584.0,4188.0,5698.0,3090.0,2698.0,98.0,196.0,364.0,464.0,632.0,824.0,812.0,196.0,560.0,848.0,1124.0,1492.0,1656.0,1680.0,49.1,126.56,211.2,284.2,379.4,427.48,401.2,231.12,481.66,874.76,1108.74,1517.54,1975.92,1954.54
ir_tbp_1_dft-pph3_1_dft-py_1_dft-co_1_bromide_1_smi1_1_s_1,612.0,1926.0,2838.0,4122.0,5546.0,5586.0,4252.0,98.0,212.0,348.0,488.0,568.0,684.0,760.0,212.0,572.0,896.0,1172.0,1366.0,1584.0,1658.0,57.54,148.02,237.06,315.92,379.36,444.52,450.44,238.06,527.54,865.16,1190.2,1401.2,1713.64,1872.7
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,372.0,1238.0,2098.0,3226.0,2110.0,1250.0,892.0,62.0,124.0,216.0,268.0,376.0,308.0,308.0,124.0,340.0,504.0,664.0,696.0,636.0,584.0,32.76,83.8,136.54,174.92,194.6,163.7,142.04,149.5,310.02,525.8,658.86,922.44,758.78,728.56
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,420.0,1384.0,2532.0,3486.0,2230.0,1246.0,642.0,58.0,116.0,196.0,264.0,380.0,292.0,256.0,116.0,312.0,472.0,666.0,688.0,564.0,406.0,32.54,82.2,134.0,180.92,205.32,153.36,110.12,138.96,286.52,472.06,643.02,906.5,705.04,596.94
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,424.0,1304.0,2112.0,3596.0,2626.0,1844.0,1596.0,68.0,136.0,232.0,296.0,416.0,356.0,396.0,136.0,368.0,540.0,736.0,790.0,768.0,748.0,37.92,92.8,144.84,200.04,232.68,210.64,207.96,163.08,337.84,569.12,716.34,1000.12,884.58,940.64
ir_tbp_1_dft-pph3_1_dft-py_1_dft-co_1_chloride_1_smi1_1_s_1,576.0,1720.0,2738.0,3928.0,5066.0,4966.0,4022.0,98.0,208.0,340.0,480.0,548.0,664.0,780.0,208.0,548.0,868.0,1124.0,1284.0,1518.0,1668.0,57.18,143.52,230.2,309.78,363.54,430.26,459.9,238.46,516.66,840.62,1169.72,1346.7,1663.94,1935.9
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-co_1_dft-cch_1_smi1_1_s_1,448.0,1476.0,2502.0,3986.0,5152.0,2790.0,2206.0,90.0,180.0,336.0,448.0,608.0,764.0,684.0,180.0,516.0,804.0,1084.0,1408.0,1468.0,1304.0,45.68,117.34,198.34,273.38,359.04,387.88,327.1,213.62,442.78,807.52,1073.14,1466.06,1840.62,1654.96
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,448.0,1444.0,2434.0,4060.0,4244.0,2562.0,2156.0,84.0,168.0,308.0,396.0,512.0,676.0,660.0,168.0,476.0,724.0,932.0,1200.0,1356.0,1224.0,43.64,110.78,183.92,245.4,308.92,350.06,315.6,203.18,418.82,750.62,951.14,1260.7,1660.26,1604.96
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_chloride_1_smi1_1_s_1,360.0,1294.0,1712.0,3248.0,1852.0,702.0,480.0,54.0,112.0,208.0,264.0,380.0,164.0,204.0,112.0,332.0,504.0,688.0,616.0,388.0,312.0,29.24,76.54,124.52,172.94,191.08,90.7,82.14,133.94,287.5,538.88,657.0,952.04,407.0,481.62
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,360.0,1196.0,2076.0,4128.0,2108.0,1640.0,876.0,70.0,136.0,252.0,328.0,544.0,424.0,480.0,136.0,388.0,580.0,872.0,968.0,904.0,696.0,34.66,86.64,140.76,216.76,261.24,224.64,181.44,167.02,340.08,621.32,798.88,1302.92,1054.04,1086.24
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-iacn_1_iodide_1_smi1_1_s_1,488.0,1330.0,2030.0,2878.0,3268.0,2150.0,1012.0,58.0,120.0,192.0,228.0,236.0,240.0,228.0,120.0,312.0,444.0,510.0,510.0,492.0,488.0,35.5,86.04,132.4,157.8,166.48,156.56,127.88,141.24,299.72,477.52,557.74,574.96,596.22,558.52
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-co_1_dft-cn_1_smi1_1_s_1,556.0,1692.0,2796.0,3792.0,4770.0,4632.0,3938.0,96.0,204.0,332.0,468.0,544.0,680.0,808.0,204.0,536.0,856.0,1104.0,1290.0,1568.0,1702.0,55.9,140.7,225.46,301.38,358.88,433.12,469.0,234.8,509.86,822.16,1138.78,1339.52,1704.66,2010.14
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-co_1_iodide_1_smi1_1_s_1,456.0,1496.0,2536.0,4584.0,3528.0,756.0,324.0,60.0,120.0,228.0,312.0,540.0,216.0,324.0,120.0,360.0,552.0,876.0,828.0,540.0,324.0,32.58,85.76,151.78,218.04,276.48,112.32,100.44,140.26,287.92,526.9,752.88,1274.04,513.0,712.8
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,348.0,1112.0,1824.0,2972.0,1514.0,1060.0,494.0,54.0,108.0,188.0,252.0,352.0,248.0,184.0,108.0,296.0,460.0,624.0,612.0,452.0,292.0,29.56,72.78,116.26,164.46,178.16,134.74,79.84,133.6,276.06,475.3,624.42,861.94,638.74,438.74
ir_tbp_1_dft-asme3_1_dft-py_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,420.0,1414.0,2574.0,3472.0,2526.0,1714.0,1084.0,66.0,132.0,228.0,292.0,404.0,332.0,340.0,132.0,360.0,532.0,720.0,754.0,688.0,666.0,35.12,89.88,146.66,190.08,211.8,180.56,163.18,158.0,326.7,550.84,716.2,986.18,811.82,799.58
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,468.0,1620.0,3144.0,4910.0,4706.0,3074.0,1806.0,88.0,172.0,324.0,436.0,652.0,748.0,768.0,172.0,496.0,760.0,1088.0,1400.0,1516.0,1344.0,43.5,113.52,197.14,276.5,360.86,371.92,323.4,205.4,415.88,754.94,1032.92,1559.88,1781.36,1769.82
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-co_1_bromide_1_smi1_1_s_1,600.0,1894.0,2794.0,4020.0,5312.0,5252.0,4056.0,94.0,204.0,336.0,464.0,540.0,656.0,732.0,204.0,552.0,868.0,1116.0,1306.0,1522.0,1596.0,55.42,142.9,229.82,301.72,363.32,425.32,431.64,229.54,510.78,839.88,1132.78,1338.34,1647.5,1808.1
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-co_1_dft-no2_1_smi1_1_s_1,408.0,1590.0,1900.0,2692.0,3100.0,1550.0,880.0,62.0,136.0,240.0,284.0,352.0,356.0,236.0,136.0,404.0,592.0,720.0,844.0,696.0,464.0,34.98,95.06,148.72,181.64,216.22,189.6,119.76,159.34,357.72,634.68,744.76,921.86,938.3,588.64
