id,Z-0_MR_AA,Z-1_MR_AA,Z-2_MR_AA,Z-3_MR_AA,Z-4_MR_AA,Z-5_MR_AA,Z-6_MR_AA,I-0_MR_AA,I-1_MR_AA,I-2_MR_AA,I-3_MR_AA,I-4_MR_AA,I-5_MR_AA,I-6_MR_AA,T-0_MR_AA,T-1_MR_AA,T-2_MR_AA,T-3_MR_AA,T-4_MR_AA,T-5_MR_AA,T-6_MR_AA,S-0_MR_AA,S-1_MR_AA,S-2_MR_AA,S-3_MR_AA,S-4_MR_AA,S-5_MR_AA,S-6_MR_AA,chi-0_MR_AA,chi-1_MR_AA,chi-2_MR_AA,chi-3_MR_AA,chi-4_MR_AA,chi-5_MR_AA,chi-6_MR_AA
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,1.0,33.1,99.5,847.0,539.0,500.5,231.0,1.0,4.0,8.0,16.0,12.0,9.0,3.0,1.0,6.0,13.0,48.0,32.0,28.0,12.0,1.0,6.366,15.657,57.073,38.879,33.085,13.645,1.0,3.739,6.679,15.176,11.176,8.588,3.0
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1.0,47.7,71.5,391.4,770.0,0.0,0.0,1.0,4.0,6.0,11.0,10.0,0.0,0.0,1.0,6.7,9.0,27.7,40.0,0.0,0.0,1.0,7.835,11.752,32.124,45.484,0.0,0.0,1.0,3.173,4.759,9.593,10.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,1.0,39.0,97.6,1386.0,0.0,0.0,0.0,1.0,4.0,8.0,18.0,0.0,0.0,0.0,1.0,6.0,14.0,72.0,0.0,0.0,0.0,1.0,7.034,15.711,81.871,0.0,0.0,0.0,1.0,3.458,6.54,18.0,0.0,0.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1.0,49.5,71.5,320.8,1167.8,77.0,0.0,1.0,4.0,6.0,10.0,16.0,1.0,0.0,1.0,6.7,9.3,19.7,61.3,4.0,0.0,1.0,7.78,11.752,27.166,70.157,4.548,0.0,1.0,3.312,4.759,9.039,15.863,1.0,0.0
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_dft-no2_1_smi1_1_s_1,1.0,66.9,57.3,231.0,782.8,77.0,0.0,1.0,6.0,5.0,8.0,11.0,1.0,0.0,1.0,15.0,14.0,23.0,62.0,6.0,0.0,1.0,12.108,9.971,20.686,47.415,4.548,0.0,1.0,4.452,3.812,7.176,10.863,1.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,1.0,24.8,88.0,1398.8,231.0,0.0,0.0,1.0,4.0,7.0,19.0,3.0,0.0,0.0,1.0,8.0,8.0,73.0,12.0,0.0,0.0,1.0,5.816,13.575,83.802,13.645,0.0,0.0,1.0,3.573,5.9,18.863,3.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,1.0,31.0,152.2,885.5,397.8,77.0,0.0,1.0,4.0,7.0,14.0,6.0,1.0,0.0,1.0,6.3,11.7,47.7,21.3,4.0,0.0,1.0,6.445,16.192,55.827,24.673,4.548,0.0,1.0,3.448,6.037,13.588,5.863,1.0,0.0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,1.0,35.9,99.5,1270.5,693.0,0.0,0.0,1.0,4.0,8.0,19.0,9.0,0.0,0.0,1.0,6.0,12.0,67.0,36.0,0.0,0.0,1.0,6.499,15.657,78.569,40.935,0.0,0.0,1.0,3.735,6.679,18.588,9.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1.0,27.9,139.3,436.3,333.7,154.0,0.0,1.0,4.0,6.0,9.0,6.0,2.0,0.0,1.0,6.7,11.3,25.3,18.7,8.0,0.0,1.0,5.91,14.26,30.468,22.057,9.097,0.0,1.0,3.725,5.175,8.451,5.725,2.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1.0,47.7,71.5,317.6,781.0,0.0,0.0,1.0,4.0,6.0,10.0,11.0,0.0,0.0,1.0,6.7,9.3,23.3,42.0,0.0,0.0,1.0,7.835,11.752,27.371,47.47,0.0,0.0,1.0,3.173,4.759,8.816,10.724,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,1.0,31.7,88.0,1206.3,924.0,0.0,0.0,1.0,4.0,7.0,19.0,12.0,0.0,0.0,1.0,8.0,8.0,64.0,48.0,0.0,0.0,1.0,7.041,13.575,75.952,54.581,0.0,0.0,1.0,3.425,5.9,18.451,12.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-co_1_bromide_1_smi1_1_s_1,1.0,46.7,51.3,355.7,308.0,0.0,0.0,1.0,5.0,4.0,8.0,4.0,0.0,0.0,1.0,13.3,6.7,26.7,20.0,0.0,0.0,1.0,9.215,7.726,26.028,18.194,0.0,0.0,1.0,3.693,3.451,7.173,4.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-co_1_dft-sh_1_smi1_1_s_1,1.0,25.1,150.8,872.7,166.8,77.0,0.0,1.0,4.0,7.0,13.0,3.0,1.0,0.0,1.0,6.3,13.7,46.7,9.3,4.0,0.0,1.0,5.777,16.342,53.895,11.028,4.548,0.0,1.0,3.729,5.953,12.725,2.863,1.0,0.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-co_1_dft-cch_1_smi1_1_s_1,1.0,43.6,83.0,205.3,1309.0,500.5,231.0,1.0,4.0,7.0,11.0,22.0,9.0,3.0,1.0,6.3,12.7,16.0,72.0,28.0,12.0,1.0,7.112,13.834,23.863,84.363,33.085,13.645,1.0,3.593,5.538,9.627,21.176,8.588,3.0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-co_1_dft-icn_1_smi1_1_s_1,1.0,45.8,73.8,365.3,308.0,0.0,0.0,1.0,4.0,6.0,9.0,4.0,0.0,0.0,1.0,6.7,11.3,25.3,16.0,0.0,0.0,1.0,7.889,11.794,28.165,18.194,0.0,0.0,1.0,3.034,4.953,7.812,4.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_bromide_1_smi1_1_s_1,1.0,46.7,64.2,946.5,154.0,0.0,0.0,1.0,5.0,5.0,14.0,2.0,0.0,0.0,1.0,12.9,6.7,63.8,10.0,0.0,0.0,1.0,9.215,9.658,58.649,9.097,0.0,0.0,1.0,3.693,4.314,13.502,2.0,0.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1.0,66.9,58.7,308.0,936.8,77.0,0.0,1.0,6.0,5.0,9.0,13.0,1.0,0.0,1.0,15.0,11.0,28.0,74.0,6.0,0.0,1.0,12.108,9.821,25.234,56.512,4.548,0.0,1.0,4.452,3.897,8.176,12.863,1.0,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,1.0,65.3,293.3,357.5,462.0,0.0,0.0,1.0,6.0,8.0,8.0,6.0,0.0,0.0,1.0,13.0,29.0,31.5,36.0,0.0,0.0,1.0,11.109,23.357,25.974,27.29,0.0,0.0,1.0,4.888,7.175,7.312,6.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1.0,59.2,75.2,331.8,693.0,500.5,231.0,1.0,6.0,6.0,11.0,14.0,9.0,3.0,1.0,14.5,13.0,34.0,60.0,42.0,18.0,1.0,11.494,11.643,29.152,47.976,33.085,13.645,1.0,4.594,5.037,9.763,13.176,8.588,3.0
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1.0,27.9,165.0,231.0,1078.0,1001.0,462.0,1.0,4.0,8.0,13.0,24.0,18.0,6.0,1.0,6.0,14.0,20.0,64.0,56.0,24.0,1.0,5.91,18.123,27.726,77.759,66.17,27.29,1.0,3.725,6.9,11.353,22.353,17.176,6.0
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-co_1_dft-icn_1_smi1_1_s_1,1.0,40.0,86.6,266.3,704.0,500.5,231.0,1.0,4.0,7.0,11.0,15.0,9.0,3.0,1.0,6.3,12.7,22.7,42.0,28.0,12.0,1.0,7.221,13.725,26.685,49.962,33.085,13.645,1.0,3.315,5.816,9.541,13.9,8.588,3.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1.0,39.0,83.0,749.1,616.0,0.0,0.0,1.0,4.0,7.0,14.0,8.0,0.0,0.0,1.0,6.3,11.7,44.7,32.0,0.0,0.0,1.0,7.034,13.834,50.004,36.387,0.0,0.0,1.0,3.458,5.538,13.304,8.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-hicn_1_bromide_1_smi1_1_s_1,1.0,38.9,58.7,308.0,781.0,0.0,0.0,1.0,4.0,5.0,9.0,11.0,0.0,0.0,1.0,8.7,7.3,19.3,42.0,0.0,0.0,1.0,7.024,9.821,25.234,47.47,0.0,0.0,1.0,3.192,3.897,8.176,10.724,0.0,0.0
ir_tbp_1_dft-phos_1_dft-phos_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1.0,35.9,73.3,436.3,333.7,154.0,0.0,1.0,4.0,6.0,9.0,6.0,2.0,0.0,1.0,6.7,11.3,25.3,18.7,8.0,0.0,1.0,6.499,11.698,30.468,22.057,9.097,0.0,1.0,3.735,4.898,8.451,5.725,2.0,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1.0,40.0,88.0,954.5,166.8,77.0,0.0,1.0,4.0,7.0,15.0,3.0,1.0,0.0,1.0,6.3,9.7,54.7,9.3,4.0,0.0,1.0,7.221,13.575,59.787,11.028,4.548,0.0,1.0,3.315,5.9,14.578,2.863,1.0,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1.0,38.6,152.2,947.8,154.0,0.0,0.0,1.0,4.0,7.0,14.0,2.0,0.0,0.0,1.0,6.3,11.7,50.7,8.0,0.0,0.0,1.0,7.372,16.192,58.498,9.097,0.0,0.0,1.0,3.231,6.037,13.586,2.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-co_1_chloride_1_smi1_1_s_1,1.0,45.0,60.5,744.3,616.0,0.0,0.0,1.0,5.0,5.0,13.0,8.0,0.0,0.0,1.0,12.9,7.1,50.8,40.0,0.0,0.0,1.0,8.699,9.766,48.662,36.387,0.0,0.0,1.0,4.066,4.036,12.451,8.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1.0,57.3,150.3,677.0,770.0,0.0,0.0,1.0,5.0,7.0,13.0,10.0,0.0,0.0,1.0,9.6,14.6,47.5,50.0,0.0,0.0,1.0,9.971,16.246,46.249,45.484,0.0,0.0,1.0,3.812,5.898,12.091,10.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1.0,38.6,152.2,693.0,1089.0,0.0,0.0,1.0,4.0,7.0,14.0,15.0,0.0,0.0,1.0,6.3,11.7,38.7,58.0,0.0,0.0,1.0,7.372,16.192,47.976,65.663,0.0,0.0,1.0,3.231,6.037,13.176,14.724,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-co_1_dft-oh_1_smi1_1_s_1,1.0,40.4,147.1,551.8,1463.0,0.0,0.0,1.0,4.0,7.0,13.0,19.0,0.0,0.0,1.0,6.3,13.7,31.0,76.0,0.0,0.0,1.0,7.317,16.451,40.811,86.419,0.0,0.0,1.0,3.37,5.675,12.039,19.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-co_1_dft-icn_1_smi1_1_s_1,1.0,40.0,86.6,264.5,693.0,500.5,231.0,1.0,4.0,7.0,11.0,14.0,9.0,3.0,1.0,6.3,12.7,22.7,40.0,28.0,12.0,1.0,7.221,13.725,26.74,47.976,33.085,13.645,1.0,3.315,5.816,9.402,13.176,8.588,3.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-co_1_dft-cn_1_smi1_1_s_1,1.0,60.5,149.0,355.7,231.0,0.0,0.0,1.0,5.0,7.0,8.0,3.0,0.0,0.0,1.0,9.6,21.7,27.5,15.0,0.0,0.0,1.0,9.766,16.397,26.028,13.645,0.0,0.0,1.0,4.036,5.814,7.173,3.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1.0,65.3,293.3,419.8,154.0,0.0,0.0,1.0,6.0,8.0,8.0,2.0,0.0,0.0,1.0,13.0,29.0,37.0,12.0,0.0,0.0,1.0,11.109,23.357,28.645,9.097,0.0,0.0,1.0,4.888,7.175,7.31,2.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1.0,49.5,67.8,189.3,1386.0,0.0,0.0,1.0,4.0,6.0,10.0,18.0,0.0,0.0,1.0,6.7,9.3,16.7,72.0,0.0,0.0,1.0,7.78,11.861,22.137,81.871,0.0,0.0,1.0,3.312,4.481,8.541,18.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1,1.0,49.5,68.3,231.0,935.0,0.0,0.0,1.0,4.0,6.0,8.0,13.0,0.0,0.0,1.0,6.7,13.3,14.7,50.0,0.0,0.0,1.0,7.78,11.957,20.686,56.567,0.0,0.0,1.0,3.312,4.536,7.176,12.724,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-co_1_dft-sh_1_smi1_1_s_1,1.0,27.9,163.6,154.0,1078.0,1001.0,462.0,1.0,4.0,8.0,12.0,24.0,18.0,6.0,1.0,6.0,16.0,16.0,64.0,56.0,24.0,1.0,5.91,18.274,23.178,77.759,66.17,27.29,1.0,3.725,6.816,10.353,22.353,17.176,6.0
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-iacn_1_bromide_1_smi1_1_s_1,1.0,31.2,75.2,343.3,924.0,500.5,231.0,1.0,4.0,6.0,12.0,17.0,9.0,3.0,1.0,8.3,8.3,24.0,52.0,28.0,12.0,1.0,6.41,11.643,31.234,61.621,33.085,13.645,1.0,3.334,5.037,10.541,16.176,8.588,3.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-co_1_chloride_1_smi1_1_s_1,1.0,43.1,64.2,254.8,693.0,500.5,231.0,1.0,5.0,5.0,10.0,14.0,9.0,3.0,1.0,12.9,8.3,23.3,50.0,35.0,15.0,1.0,8.754,9.658,24.603,47.976,33.085,13.645,1.0,3.927,4.314,8.763,13.176,8.588,3.0
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-hicn_1_chloride_1_smi1_1_s_1,1.0,33.5,75.2,755.3,847.0,0.0,0.0,1.0,4.0,6.0,14.0,11.0,0.0,0.0,1.0,8.3,7.7,41.7,44.0,0.0,0.0,1.0,6.618,11.643,50.647,50.032,0.0,0.0,1.0,3.287,5.037,13.175,11.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-co_1_fluoride_1_smi1_1_s_1,1.0,41.3,77.0,1386.0,0.0,0.0,0.0,1.0,5.0,6.0,18.0,0.0,0.0,0.0,1.0,12.5,7.5,90.0,0.0,0.0,0.0,1.0,9.177,11.589,81.871,0.0,0.0,0.0,1.0,4.064,5.176,18.0,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-iacn_1_chloride_1_smi1_1_s_1,1.0,33.5,75.2,885.5,397.8,77.0,0.0,1.0,4.0,6.0,14.0,6.0,1.0,0.0,1.0,8.3,7.7,47.7,21.3,4.0,0.0,1.0,6.618,11.643,55.827,24.673,4.548,0.0,1.0,3.287,5.037,13.588,5.863,1.0,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1.0,34.1,100.8,1403.6,231.0,0.0,0.0,1.0,4.0,8.0,20.0,3.0,0.0,0.0,1.0,6.0,10.0,77.0,12.0,0.0,0.0,1.0,6.553,15.506,85.145,13.645,0.0,0.0,1.0,3.596,6.763,19.715,3.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1.0,41.8,99.0,782.8,770.0,500.5,231.0,1.0,4.0,8.0,16.0,15.0,9.0,3.0,1.0,6.0,13.0,45.0,44.0,28.0,12.0,1.0,7.167,15.561,54.456,52.525,33.085,13.645,1.0,3.454,6.624,15.039,14.176,8.588,3.0
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1.0,34.1,100.8,235.8,1078.0,1001.0,462.0,1.0,4.0,8.0,14.0,24.0,18.0,6.0,1.0,6.0,12.0,24.0,64.0,56.0,24.0,1.0,6.553,15.506,29.069,77.759,66.17,27.29,1.0,3.596,6.763,12.206,22.353,17.176,6.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,1.0,39.4,71.5,821.3,770.0,0.0,0.0,1.0,4.0,6.0,14.0,10.0,0.0,0.0,1.0,8.3,7.7,44.0,40.0,0.0,0.0,1.0,7.654,11.752,53.21,45.484,0.0,0.0,1.0,3.283,4.759,13.451,10.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,1.0,32.8,148.5,757.2,847.0,0.0,0.0,1.0,4.0,7.0,14.0,11.0,0.0,0.0,1.0,6.3,11.7,41.7,44.0,0.0,0.0,1.0,6.391,16.301,50.593,50.032,0.0,0.0,1.0,3.587,5.759,13.314,11.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1.0,31.3,100.8,1211.1,924.0,0.0,0.0,1.0,4.0,8.0,20.0,12.0,0.0,0.0,1.0,6.0,10.0,68.0,48.0,0.0,0.0,1.0,6.42,15.506,77.295,54.581,0.0,0.0,1.0,3.6,6.763,19.304,12.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-co_1_dft-no2_1_smi1_1_s_1,1.0,59.2,73.8,256.7,704.0,500.5,231.0,1.0,6.0,6.0,10.0,15.0,9.0,3.0,1.0,14.5,16.0,28.0,63.0,42.0,18.0,1.0,11.494,11.794,24.549,49.962,33.085,13.645,1.0,4.594,4.953,8.902,13.9,8.588,3.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1.0,50.6,88.0,1270.5,693.0,0.0,0.0,1.0,6.0,7.0,19.0,9.0,0.0,0.0,1.0,14.0,12.0,100.5,54.0,0.0,0.0,1.0,10.693,13.575,78.569,40.935,0.0,0.0,1.0,4.879,5.9,18.588,9.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_dft-oh_1_smi1_1_s_1,1.0,27.1,163.6,1386.0,0.0,0.0,0.0,1.0,4.0,8.0,18.0,0.0,0.0,0.0,1.0,6.0,14.0,72.0,0.0,0.0,0.0,1.0,6.438,18.274,81.871,0.0,0.0,0.0,1.0,3.521,6.816,18.0,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_chloride_1_smi1_1_s_1,1.0,52.7,44.0,102.7,1386.0,0.0,0.0,1.0,5.0,4.0,8.0,18.0,0.0,0.0,1.0,13.3,6.7,10.8,90.0,0.0,0.0,1.0,9.313,7.944,15.452,81.871,0.0,0.0,1.0,3.924,2.895,6.902,18.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1.0,40.0,88.0,765.0,847.0,0.0,0.0,1.0,4.0,7.0,15.0,11.0,0.0,0.0,1.0,6.3,9.7,45.7,44.0,0.0,0.0,1.0,7.221,13.575,52.784,50.032,0.0,0.0,1.0,3.315,5.9,13.814,11.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1.0,33.1,99.0,1398.8,231.0,0.0,0.0,1.0,4.0,8.0,19.0,3.0,0.0,0.0,1.0,6.0,12.0,73.0,12.0,0.0,0.0,1.0,6.366,15.561,83.802,13.645,0.0,0.0,1.0,3.739,6.624,18.863,3.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,1.0,45.8,86.6,956.1,154.0,0.0,0.0,1.0,4.0,7.0,15.0,2.0,0.0,0.0,1.0,6.3,11.3,55.0,8.0,0.0,0.0,1.0,7.889,13.725,60.785,9.097,0.0,0.0,1.0,3.034,5.816,14.142,2.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-co_1_chloride_1_smi1_1_s_1,1.0,43.1,64.2,872.7,166.8,77.0,0.0,1.0,5.0,5.0,13.0,3.0,1.0,0.0,1.0,12.9,7.1,58.3,11.7,5.0,0.0,1.0,8.754,9.658,53.895,11.028,4.548,0.0,1.0,3.927,4.314,12.725,2.863,1.0,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1.0,57.3,150.3,741.1,539.0,0.0,0.0,1.0,5.0,7.0,13.0,7.0,0.0,0.0,1.0,9.6,14.6,51.2,35.0,0.0,0.0,1.0,9.971,16.246,48.866,31.839,0.0,0.0,1.0,3.812,5.898,12.228,7.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1.0,40.8,82.5,821.3,616.0,0.0,0.0,1.0,4.0,7.0,14.0,8.0,0.0,0.0,1.0,6.3,11.7,44.7,32.0,0.0,0.0,1.0,6.979,13.738,53.21,36.387,0.0,0.0,1.0,3.597,5.483,13.451,8.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-co_1_dft-sh_1_smi1_1_s_1,1.0,27.9,150.8,680.2,859.8,77.0,0.0,1.0,4.0,7.0,13.0,12.0,1.0,0.0,1.0,6.3,13.7,37.7,45.3,4.0,0.0,1.0,5.91,16.342,46.045,51.964,4.548,0.0,1.0,3.725,5.953,12.314,11.863,1.0,0.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_fluoride_1_smi1_1_s_1,1.0,65.8,141.2,870.8,77.0,0.0,0.0,1.0,6.0,6.0,13.0,1.0,0.0,0.0,1.0,17.0,14.5,71.0,6.0,0.0,0.0,1.0,12.445,14.206,53.95,4.548,0.0,0.0,1.0,4.365,5.314,12.586,1.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,1.0,40.0,99.5,1203.1,693.0,0.0,0.0,1.0,4.0,8.0,19.0,9.0,0.0,0.0,1.0,6.0,12.0,67.0,36.0,0.0,0.0,1.0,7.221,15.657,76.157,40.935,0.0,0.0,1.0,3.315,6.679,18.228,9.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1.0,40.0,88.0,771.6,1078.0,0.0,0.0,1.0,4.0,7.0,16.0,14.0,0.0,0.0,1.0,6.3,9.3,47.0,56.0,0.0,0.0,1.0,7.221,13.575,54.072,63.677,0.0,0.0,1.0,3.315,5.9,14.806,14.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-hicn_1_chloride_1_smi1_1_s_1,1.0,65.0,216.3,419.8,154.0,0.0,0.0,1.0,6.0,7.0,8.0,2.0,0.0,0.0,1.0,16.0,23.0,37.0,12.0,0.0,0.0,1.0,11.149,18.809,28.645,9.097,0.0,0.0,1.0,4.732,6.175,7.31,2.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-phos_1_dft-hicn_1_iodide_1_smi1_1_s_1,1.0,24.6,62.3,436.3,333.7,154.0,0.0,1.0,4.0,5.0,9.0,6.0,2.0,0.0,1.0,8.7,7.3,25.3,18.7,8.0,0.0,1.0,5.581,9.712,30.468,22.057,9.097,0.0,1.0,3.699,4.175,8.451,5.725,2.0,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1.0,41.8,100.8,1283.3,924.0,0.0,0.0,1.0,4.0,8.0,20.0,12.0,0.0,0.0,1.0,6.0,10.0,68.0,48.0,0.0,0.0,1.0,7.167,15.506,80.5,54.581,0.0,0.0,1.0,3.454,6.763,19.451,12.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-iacn_1_bromide_1_smi1_1_s_1,1.0,31.2,75.2,885.5,396.0,0.0,0.0,1.0,4.0,6.0,14.0,6.0,0.0,0.0,1.0,8.3,7.7,47.7,22.0,0.0,0.0,1.0,6.41,11.643,55.827,24.728,0.0,0.0,1.0,3.334,5.037,13.588,5.724,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1.0,31.0,165.0,1463.0,0.0,0.0,0.0,1.0,4.0,8.0,19.0,0.0,0.0,0.0,1.0,6.0,12.0,76.0,0.0,0.0,0.0,1.0,6.445,18.123,86.419,0.0,0.0,0.0,1.0,3.448,6.9,19.0,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1.0,47.7,71.5,386.6,770.0,0.0,0.0,1.0,4.0,6.0,11.0,10.0,0.0,0.0,1.0,6.7,9.0,27.7,40.0,0.0,0.0,1.0,7.835,11.752,31.33,45.484,0.0,0.0,1.0,3.173,4.759,9.806,10.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-phos_1_dft-hicn_1_bromide_1_smi1_1_s_1,1.0,25.3,62.3,436.3,333.7,154.0,0.0,1.0,4.0,5.0,9.0,6.0,2.0,0.0,1.0,8.7,7.3,25.3,18.7,8.0,0.0,1.0,5.742,9.712,30.468,22.057,9.097,0.0,1.0,3.615,4.175,8.451,5.725,2.0,0.0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-co_1_fluoride_1_smi1_1_s_1,1.0,49.0,60.5,744.3,616.0,0.0,0.0,1.0,5.0,5.0,13.0,8.0,0.0,0.0,1.0,12.9,7.1,50.8,40.0,0.0,0.0,1.0,9.791,9.766,48.662,36.387,0.0,0.0,1.0,3.922,4.036,12.451,8.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_fluoride_1_smi1_1_s_1,1.0,37.5,75.2,267.7,924.0,500.5,231.0,1.0,4.0,6.0,11.0,17.0,9.0,3.0,1.0,8.3,8.7,19.7,52.0,28.0,12.0,1.0,7.709,11.643,26.535,61.621,33.085,13.645,1.0,3.144,5.037,9.626,16.176,8.588,3.0
