id,Z-0_MS_AA,Z-1_MS_AA,Z-2_MS_AA,Z-3_MS_AA,Z-4_MS_AA,Z-5_MS_AA,Z-6_MS_AA,I-0_MS_AA,I-1_MS_AA,I-2_MS_AA,I-3_MS_AA,I-4_MS_AA,I-5_MS_AA,I-6_MS_AA,T-0_MS_AA,T-1_MS_AA,T-2_MS_AA,T-3_MS_AA,T-4_MS_AA,T-5_MS_AA,T-6_MS_AA,S-0_MS_AA,S-1_MS_AA,S-2_MS_AA,S-3_MS_AA,S-4_MS_AA,S-5_MS_AA,S-6_MS_AA,chi-0_MS_AA,chi-1_MS_AA,chi-2_MS_AA,chi-3_MS_AA,chi-4_MS_AA,chi-5_MS_AA,chi-6_MS_AA
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,154.0,361.0,582.0,1193.0,390.0,0.0,0.0,2.0,8.0,14.0,30.0,10.0,0.0,0.0,8.0,27.0,50.0,82.0,25.0,0.0,0.0,2.82,8.98,14.96,27.39,8.6,0.0,0.0,4.4,19.61,33.74,68.78,22.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-iacn_1_chloride_1_smi1_1_s_1,154.0,379.0,499.0,1107.0,473.0,78.0,0.0,2.0,8.0,12.0,28.0,12.0,2.0,0.0,8.0,26.0,44.0,77.0,32.0,5.0,0.0,2.82,9.65,12.82,25.34,10.74,1.72,0.0,4.4,18.88,28.99,62.65,26.75,4.4,0.0
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-co_1_bromide_1_smi1_1_s_1,154.0,379.0,583.0,996.0,1932.0,1434.0,468.0,2.0,8.0,14.0,24.0,48.0,36.0,12.0,8.0,27.0,47.0,84.0,144.0,102.0,30.0,2.82,9.71,14.91,25.68,46.32,33.48,10.32,4.4,18.69,34.14,57.0,109.8,81.3,26.4
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,154.0,368.0,665.0,1580.0,936.0,0.0,0.0,2.0,8.0,16.0,40.0,24.0,0.0,0.0,8.0,28.0,60.0,112.0,60.0,0.0,0.0,2.82,9.36,17.1,36.08,20.64,0.0,0.0,4.4,18.27,38.49,89.4,52.8,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-co_1_dft-sh_1_smi1_1_s_1,154.0,352.0,495.0,644.0,479.0,78.0,0.0,2.0,8.0,12.0,16.0,12.0,2.0,0.0,8.0,26.0,38.0,48.0,33.0,5.0,0.0,2.82,9.2,12.35,15.44,11.14,1.72,0.0,4.4,19.16,29.04,36.6,27.59,4.4,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,154.0,342.0,665.0,1575.0,702.0,0.0,0.0,2.0,8.0,16.0,40.0,18.0,0.0,0.0,8.0,28.0,60.0,109.0,45.0,0.0,0.0,2.82,8.88,17.1,35.66,15.48,0.0,0.0,4.4,19.13,38.49,89.05,39.6,0.0,0.0
ir_tbp_1_dft-ime_1_dft-ime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,154.0,333.0,503.0,832.0,1482.0,0.0,0.0,2.0,8.0,12.0,20.0,38.0,0.0,0.0,8.0,26.0,40.0,73.0,95.0,0.0,0.0,2.82,8.54,12.74,21.33,32.68,0.0,0.0,4.4,19.49,30.95,48.39,83.6,0.0,0.0
ir_tbp_1_dft-py_1_dft-py_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,154.0,593.0,728.0,644.0,468.0,0.0,0.0,2.0,14.0,18.0,16.0,12.0,0.0,0.0,14.0,71.0,81.0,73.0,48.0,0.0,0.0,2.82,15.26,17.56,15.44,10.32,0.0,0.0,4.4,34.26,41.84,36.6,26.4,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,154.0,539.0,582.0,1487.0,234.0,0.0,0.0,2.0,12.0,14.0,38.0,6.0,0.0,0.0,12.0,53.0,68.0,136.0,21.0,0.0,0.0,2.82,13.48,14.96,33.1,5.16,0.0,0.0,4.4,30.04,33.74,83.95,13.2,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,154.0,342.0,584.0,1039.0,941.0,78.0,0.0,2.0,8.0,14.0,26.0,24.0,2.0,0.0,8.0,27.0,48.0,78.0,62.0,5.0,0.0,2.82,8.88,14.89,24.46,21.06,1.72,0.0,4.4,19.13,34.63,58.95,53.15,4.4,0.0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-co_1_fluoride_1_smi1_1_s_1,154.0,505.0,411.0,562.0,234.0,0.0,0.0,2.0,12.0,10.0,14.0,6.0,0.0,0.0,12.0,51.0,43.0,55.0,21.0,0.0,0.0,2.82,12.57,10.26,13.28,5.16,0.0,0.0,4.4,31.8,23.89,32.34,13.2,0.0,0.0
ir_tbp_1_dft-phos_1_dft-phos_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,154.0,351.0,499.0,807.0,478.0,156.0,0.0,2.0,8.0,12.0,20.0,12.0,4.0,0.0,8.0,26.0,40.0,58.0,34.0,10.0,0.0,2.82,9.22,12.82,19.23,11.16,3.44,0.0,4.4,18.77,28.99,46.64,27.1,8.8,0.0
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-co_1_dft-sh_1_smi1_1_s_1,154.0,427.0,662.0,1258.0,390.0,0.0,0.0,2.0,10.0,16.0,32.0,10.0,0.0,0.0,10.0,40.0,65.0,102.0,30.0,0.0,0.0,2.82,10.98,16.61,28.36,8.6,0.0,0.0,4.4,24.76,39.03,71.1,22.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,154.0,360.0,665.0,1560.0,0.0,0.0,0.0,2.0,8.0,16.0,40.0,0.0,0.0,0.0,8.0,28.0,60.0,100.0,0.0,0.0,0.0,2.82,9.0,17.1,34.4,0.0,0.0,0.0,4.4,19.12,38.49,88.0,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,154.0,334.0,501.0,823.0,1014.0,0.0,0.0,2.0,8.0,12.0,20.0,26.0,0.0,0.0,8.0,26.0,40.0,67.0,65.0,0.0,0.0,2.82,8.52,12.78,20.47,22.36,0.0,0.0,4.4,19.98,29.97,48.18,57.2,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,154.0,510.0,733.0,1025.0,234.0,0.0,0.0,2.0,12.0,18.0,26.0,6.0,0.0,0.0,12.0,55.0,77.0,95.0,21.0,0.0,0.0,2.82,13.12,17.98,23.18,5.16,0.0,0.0,4.4,29.51,42.19,58.39,13.2,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-co_1_dft-icn_1_smi1_1_s_1,154.0,361.0,583.0,1110.0,156.0,0.0,0.0,2.0,8.0,14.0,28.0,4.0,0.0,0.0,8.0,27.0,49.0,74.0,10.0,0.0,0.0,2.82,8.98,14.91,25.25,3.44,0.0,0.0,4.4,19.61,34.14,64.03,8.8,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_dft-cn_1_smi1_1_s_1,154.0,333.0,503.0,655.0,780.0,0.0,0.0,2.0,8.0,12.0,16.0,20.0,0.0,0.0,8.0,26.0,38.0,54.0,50.0,0.0,0.0,2.82,8.54,12.71,16.26,17.2,0.0,0.0,4.4,19.49,30.86,37.79,44.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,154.0,343.0,582.0,1290.0,858.0,0.0,0.0,2.0,8.0,14.0,32.0,22.0,0.0,0.0,8.0,27.0,51.0,93.0,55.0,0.0,0.0,2.82,8.86,14.96,30.29,18.92,0.0,0.0,4.4,19.62,33.74,73.42,48.4,0.0,0.0
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,154.0,333.0,502.0,737.0,1097.0,78.0,0.0,2.0,8.0,12.0,18.0,28.0,2.0,0.0,8.0,26.0,39.0,62.0,72.0,5.0,0.0,2.82,8.54,12.76,18.42,24.5,1.72,0.0,4.4,19.49,30.46,42.05,61.95,4.4,0.0
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-hicn_1_chloride_1_smi1_1_s_1,154.0,352.0,501.0,1127.0,1482.0,0.0,0.0,2.0,8.0,12.0,28.0,38.0,0.0,0.0,8.0,26.0,44.0,91.0,95.0,0.0,0.0,2.82,9.19,12.78,27.02,32.68,0.0,0.0,4.4,19.25,29.97,64.05,83.6,0.0,0.0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,154.0,334.0,500.0,729.0,546.0,0.0,0.0,2.0,8.0,12.0,18.0,14.0,0.0,0.0,8.0,26.0,39.0,56.0,35.0,0.0,0.0,2.82,8.52,12.8,17.54,12.04,0.0,0.0,4.4,19.98,29.48,42.33,30.8,0.0,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-iacn_1_bromide_1_smi1_1_s_1,154.0,529.0,572.0,645.0,468.0,0.0,0.0,2.0,12.0,14.0,16.0,12.0,0.0,0.0,12.0,53.0,58.0,65.0,42.0,0.0,0.0,2.82,13.27,14.12,15.42,10.32,0.0,0.0,4.4,29.89,33.04,37.09,26.4,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,154.0,342.0,582.0,977.0,1122.0,717.0,234.0,2.0,8.0,14.0,24.0,28.0,18.0,6.0,8.0,27.0,47.0,76.0,82.0,51.0,15.0,2.82,8.88,14.96,23.98,26.6,16.74,5.16,4.4,19.13,33.74,56.09,63.7,40.65,13.2
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,154.0,345.0,582.0,1487.0,234.0,0.0,0.0,2.0,8.0,14.0,38.0,6.0,0.0,0.0,8.0,27.0,54.0,98.0,15.0,0.0,0.0,2.82,8.72,14.96,33.1,5.16,0.0,0.0,4.4,20.56,33.74,83.95,13.2,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,154.0,512.0,501.0,908.0,1590.0,717.0,234.0,2.0,12.0,12.0,22.0,40.0,18.0,6.0,12.0,52.0,53.0,99.0,152.0,69.0,21.0,2.82,13.02,12.78,23.12,36.92,16.74,5.16,4.4,30.41,29.97,51.9,90.1,40.65,13.2
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,154.0,342.0,584.0,1205.0,780.0,0.0,0.0,2.0,8.0,14.0,30.0,20.0,0.0,0.0,8.0,27.0,50.0,87.0,50.0,0.0,0.0,2.82,8.88,14.92,28.22,17.2,0.0,0.0,4.4,19.13,34.72,67.78,44.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,154.0,344.0,501.0,908.0,1746.0,717.0,234.0,2.0,8.0,12.0,22.0,44.0,18.0,6.0,8.0,26.0,41.0,79.0,122.0,51.0,15.0,2.82,8.74,12.78,23.12,40.36,16.74,5.16,4.4,20.07,29.97,51.9,98.9,40.65,13.2
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,154.0,360.0,584.0,1024.0,240.0,0.0,0.0,2.0,8.0,14.0,26.0,6.0,0.0,0.0,8.0,27.0,48.0,69.0,16.0,0.0,0.0,2.82,9.0,14.89,23.2,5.56,0.0,0.0,4.4,19.12,34.63,57.9,14.04,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,154.0,353.0,582.0,1517.0,1638.0,0.0,0.0,2.0,8.0,14.0,38.0,42.0,0.0,0.0,8.0,27.0,54.0,116.0,105.0,0.0,0.0,2.82,9.08,14.96,35.62,36.12,0.0,0.0,4.4,19.71,33.74,86.05,92.4,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_dft-oh_1_smi1_1_s_1,154.0,334.0,499.0,664.0,1404.0,0.0,0.0,2.0,8.0,12.0,16.0,36.0,0.0,0.0,8.0,26.0,38.0,62.0,90.0,0.0,0.0,2.82,8.49,12.27,17.12,30.96,0.0,0.0,4.4,19.89,31.0,38.0,79.2,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,154.0,335.0,496.0,732.0,1020.0,0.0,0.0,2.0,8.0,12.0,18.0,26.0,0.0,0.0,8.0,26.0,39.0,61.0,66.0,0.0,0.0,2.82,8.47,12.36,18.0,22.76,0.0,0.0,4.4,20.38,29.62,41.7,58.04,0.0,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,154.0,344.0,494.0,808.0,546.0,0.0,0.0,2.0,8.0,12.0,20.0,14.0,0.0,0.0,8.0,26.0,40.0,61.0,35.0,0.0,0.0,2.82,8.84,12.4,19.21,12.04,0.0,0.0,4.4,20.01,28.64,47.13,30.8,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-co_1_dft-cn_1_smi1_1_s_1,154.0,350.0,584.0,820.0,1205.0,795.0,234.0,2.0,8.0,14.0,20.0,30.0,20.0,6.0,8.0,27.0,45.0,66.0,89.0,56.0,15.0,2.82,9.24,14.89,20.56,28.74,18.46,5.16,4.4,18.28,34.63,46.8,68.45,45.05,13.2
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,154.0,351.0,579.0,908.0,1746.0,717.0,234.0,2.0,8.0,14.0,22.0,44.0,18.0,6.0,8.0,27.0,46.0,79.0,122.0,51.0,15.0,2.82,9.22,14.5,23.12,40.36,16.74,5.16,4.4,18.67,34.37,51.9,98.9,40.65,13.2
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,154.0,345.0,499.0,898.0,1206.0,717.0,234.0,2.0,8.0,12.0,22.0,30.0,18.0,6.0,8.0,26.0,41.0,71.0,88.0,51.0,15.0,2.82,8.72,12.82,22.28,28.72,16.74,5.16,4.4,20.56,28.99,51.2,68.94,40.65,13.2
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-iacn_1_bromide_1_smi1_1_s_1,154.0,363.0,416.0,808.0,546.0,0.0,0.0,2.0,8.0,10.0,20.0,14.0,0.0,0.0,8.0,25.0,35.0,61.0,35.0,0.0,0.0,2.82,8.99,10.68,19.21,12.04,0.0,0.0,4.4,20.39,24.24,47.13,30.8,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,154.0,352.0,494.0,802.0,395.0,78.0,0.0,2.0,8.0,12.0,20.0,10.0,2.0,0.0,8.0,26.0,40.0,58.0,27.0,5.0,0.0,2.82,9.2,12.4,18.81,9.02,1.72,0.0,4.4,19.16,28.64,46.29,22.35,4.4,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,154.0,361.0,582.0,1195.0,239.0,78.0,0.0,2.0,8.0,14.0,30.0,6.0,2.0,0.0,8.0,27.0,50.0,79.0,17.0,5.0,0.0,2.82,8.98,14.96,27.38,5.58,1.72,0.0,4.4,19.61,33.74,67.08,13.55,4.4,0.0
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,154.0,343.0,582.0,1076.0,1356.0,717.0,234.0,2.0,8.0,14.0,26.0,34.0,18.0,6.0,8.0,27.0,48.0,84.0,97.0,51.0,15.0,2.82,8.86,14.96,26.81,31.76,16.74,5.16,4.4,19.62,33.74,61.62,76.9,40.65,13.2
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_dft-icn_1_smi1_1_s_1,154.0,334.0,502.0,739.0,863.0,78.0,0.0,2.0,8.0,12.0,18.0,22.0,2.0,0.0,8.0,26.0,39.0,59.0,57.0,5.0,0.0,2.82,8.52,12.73,18.35,19.34,1.72,0.0,4.4,19.98,30.37,42.94,48.75,4.4,0.0
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-iacn_1_fluoride_1_smi1_1_s_1,154.0,503.0,574.0,645.0,468.0,0.0,0.0,2.0,12.0,14.0,16.0,12.0,0.0,0.0,12.0,53.0,58.0,65.0,42.0,0.0,0.0,2.82,12.64,14.05,15.42,10.32,0.0,0.0,4.4,30.91,33.93,37.09,26.4,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,154.0,342.0,583.0,1102.0,239.0,78.0,0.0,2.0,8.0,14.0,28.0,6.0,2.0,0.0,8.0,27.0,49.0,74.0,17.0,5.0,0.0,2.82,8.88,14.94,24.92,5.58,1.72,0.0,4.4,19.13,34.23,62.3,13.55,4.4,0.0
ir_tbp_1_dft-ime_1_dft-py_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,154.0,333.0,501.0,810.0,863.0,78.0,0.0,2.0,8.0,12.0,20.0,22.0,2.0,0.0,8.0,26.0,40.0,64.0,57.0,5.0,0.0,2.82,8.54,12.78,19.72,19.34,1.72,0.0,4.4,19.49,29.97,46.1,48.75,4.4,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-hicn_1_fluoride_1_smi1_1_s_1,154.0,371.0,499.0,1102.0,239.0,78.0,0.0,2.0,8.0,12.0,28.0,6.0,2.0,0.0,8.0,26.0,44.0,74.0,17.0,5.0,0.0,2.82,9.2,12.82,24.92,5.58,1.72,0.0,4.4,19.7,28.99,62.3,13.55,4.4,0.0
ir_tbp_1_dft-nme3_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,154.0,417.0,662.0,1024.0,156.0,0.0,0.0,2.0,10.0,16.0,26.0,4.0,0.0,0.0,10.0,40.0,61.0,82.0,12.0,0.0,0.0,2.82,10.66,16.61,23.2,3.44,0.0,0.0,4.4,24.73,39.03,57.9,8.8,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-co_1_dft-no2_1_smi1_1_s_1,154.0,588.0,495.0,645.0,317.0,78.0,0.0,2.0,14.0,12.0,16.0,8.0,2.0,0.0,14.0,68.0,56.0,71.0,34.0,8.0,0.0,2.82,14.78,12.35,15.42,7.3,1.72,0.0,4.4,36.5,29.04,37.09,17.95,4.4,0.0
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,154.0,531.0,499.0,1103.0,156.0,0.0,0.0,2.0,12.0,12.0,28.0,4.0,0.0,0.0,12.0,52.0,56.0,102.0,14.0,0.0,0.0,2.82,13.12,12.82,24.9,3.44,0.0,0.0,4.4,30.89,28.99,62.79,8.8,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,154.0,351.0,666.0,1285.0,966.0,717.0,234.0,2.0,8.0,16.0,32.0,24.0,18.0,6.0,8.0,28.0,56.0,92.0,72.0,51.0,15.0,2.82,9.22,17.05,30.39,23.16,16.74,5.16,4.4,18.77,38.89,73.74,54.9,40.65,13.2
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,154.0,335.0,665.0,1572.0,234.0,0.0,0.0,2.0,8.0,16.0,40.0,6.0,0.0,0.0,8.0,28.0,60.0,103.0,15.0,0.0,0.0,2.82,8.5,17.1,35.17,5.16,0.0,0.0,4.4,20.47,38.49,89.59,13.2,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,154.0,351.0,665.0,1391.0,1902.0,717.0,234.0,2.0,8.0,16.0,34.0,48.0,18.0,6.0,8.0,28.0,57.0,109.0,132.0,51.0,15.0,2.82,9.22,17.1,34.18,43.8,16.74,5.16,4.4,18.77,38.49,78.68,107.7,40.65,13.2
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,154.0,343.0,582.0,1216.0,1092.0,0.0,0.0,2.0,8.0,14.0,30.0,28.0,0.0,0.0,8.0,27.0,50.0,91.0,70.0,0.0,0.0,2.82,8.86,14.96,29.04,24.08,0.0,0.0,4.4,19.62,33.74,68.97,61.6,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,154.0,341.0,585.0,1112.0,780.0,0.0,0.0,2.0,8.0,14.0,28.0,20.0,0.0,0.0,8.0,27.0,49.0,82.0,50.0,0.0,0.0,2.82,8.9,14.9,25.76,17.2,0.0,0.0,4.4,18.64,35.21,63.0,44.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,154.0,417.0,577.0,801.0,312.0,0.0,0.0,2.0,10.0,14.0,20.0,8.0,0.0,0.0,10.0,39.0,52.0,68.0,24.0,0.0,0.0,2.82,10.66,14.54,18.86,6.88,0.0,0.0,4.4,24.73,33.39,45.89,17.6,0.0,0.0
ir_tbp_1_dft-phos_1_dft-py_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,154.0,352.0,494.0,727.0,712.0,156.0,0.0,2.0,8.0,12.0,18.0,18.0,4.0,0.0,8.0,26.0,39.0,56.0,49.0,10.0,0.0,2.82,9.2,12.4,17.58,16.32,3.44,0.0,4.4,19.16,28.64,41.35,40.3,8.8,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-co_1_dft-icn_1_smi1_1_s_1,154.0,334.0,502.0,739.0,1019.0,78.0,0.0,2.0,8.0,12.0,18.0,26.0,2.0,0.0,8.0,26.0,39.0,61.0,67.0,5.0,0.0,2.82,8.52,12.73,18.35,22.78,1.72,0.0,4.4,19.98,30.37,42.94,57.55,4.4,0.0
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,154.0,342.0,582.0,981.0,1440.0,717.0,234.0,2.0,8.0,14.0,24.0,36.0,18.0,6.0,8.0,27.0,47.0,79.0,103.0,51.0,15.0,2.82,8.88,14.96,24.42,33.88,16.74,5.16,4.4,19.13,33.74,55.95,82.14,40.65,13.2
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-co_1_dft-cn_1_smi1_1_s_1,154.0,342.0,501.0,644.0,479.0,78.0,0.0,2.0,8.0,12.0,16.0,12.0,2.0,0.0,8.0,26.0,38.0,48.0,33.0,5.0,0.0,2.82,8.88,12.75,15.44,11.14,1.72,0.0,4.4,19.13,29.88,36.6,27.59,4.4,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-co_1_dft-cn_1_smi1_1_s_1,154.0,333.0,503.0,654.0,864.0,0.0,0.0,2.0,8.0,12.0,16.0,22.0,0.0,0.0,8.0,26.0,38.0,54.0,56.0,0.0,0.0,2.82,8.54,12.71,16.28,19.32,0.0,0.0,4.4,19.49,30.86,37.3,49.24,0.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-co_1_dft-oh_1_smi1_1_s_1,154.0,335.0,497.0,654.0,1019.0,78.0,0.0,2.0,8.0,12.0,16.0,26.0,2.0,0.0,8.0,26.0,38.0,56.0,67.0,5.0,0.0,2.82,8.47,12.31,16.28,22.78,1.72,0.0,4.4,20.38,30.02,37.3,57.55,4.4,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-co_1_dft-no2_1_smi1_1_s_1,154.0,513.0,500.0,1025.0,156.0,0.0,0.0,2.0,12.0,12.0,26.0,4.0,0.0,0.0,12.0,52.0,55.0,95.0,14.0,0.0,0.0,2.82,13.0,12.77,23.18,3.44,0.0,0.0,4.4,30.9,29.39,58.39,8.8,0.0,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,154.0,419.0,573.0,724.0,468.0,0.0,0.0,2.0,10.0,14.0,18.0,12.0,0.0,0.0,10.0,39.0,52.0,63.0,36.0,0.0,0.0,2.82,10.59,14.1,17.09,10.32,0.0,0.0,4.4,25.62,33.53,41.89,26.4,0.0,0.0
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-co_1_dft-sh_1_smi1_1_s_1,154.0,343.0,497.0,734.0,780.0,0.0,0.0,2.0,8.0,12.0,18.0,20.0,0.0,0.0,8.0,26.0,39.0,59.0,50.0,0.0,0.0,2.82,8.86,12.31,17.93,17.2,0.0,0.0,4.4,19.52,30.02,42.59,44.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-co_1_dft-no2_1_smi1_1_s_1,154.0,521.0,583.0,1215.0,1668.0,717.0,234.0,2.0,12.0,14.0,30.0,42.0,18.0,6.0,12.0,53.0,64.0,126.0,159.0,69.0,21.0,2.82,13.36,14.91,29.58,38.64,16.74,5.16,4.4,30.05,34.14,69.15,94.5,40.65,13.2
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,154.0,333.0,501.0,815.0,1254.0,0.0,0.0,2.0,8.0,12.0,20.0,32.0,0.0,0.0,8.0,26.0,40.0,69.0,81.0,0.0,0.0,2.82,8.54,12.78,20.14,27.92,0.0,0.0,4.4,19.49,29.97,46.45,71.24,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,154.0,332.0,503.0,825.0,1638.0,0.0,0.0,2.0,8.0,12.0,20.0,42.0,0.0,0.0,8.0,26.0,40.0,75.0,105.0,0.0,0.0,2.82,8.56,12.74,20.98,36.12,0.0,0.0,4.4,19.0,30.95,47.15,92.4,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,154.0,531.0,582.0,1482.0,0.0,0.0,0.0,2.0,12.0,14.0,38.0,0.0,0.0,0.0,12.0,53.0,68.0,133.0,0.0,0.0,0.0,2.82,13.12,14.96,32.68,0.0,0.0,0.0,4.4,30.89,33.74,83.6,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-co_1_fluoride_1_smi1_1_s_1,154.0,448.0,498.0,1404.0,0.0,0.0,0.0,2.0,10.0,12.0,36.0,0.0,0.0,0.0,10.0,38.0,54.0,108.0,0.0,0.0,0.0,2.82,10.91,12.84,30.96,0.0,0.0,0.0,4.4,26.19,28.5,79.2,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,154.0,417.0,578.0,802.0,312.0,0.0,0.0,2.0,10.0,14.0,20.0,8.0,0.0,0.0,10.0,39.0,52.0,68.0,24.0,0.0,0.0,2.82,10.66,14.52,18.81,6.88,0.0,0.0,4.4,24.73,33.88,46.29,17.6,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,154.0,333.0,585.0,1112.0,780.0,0.0,0.0,2.0,8.0,14.0,28.0,20.0,0.0,0.0,8.0,27.0,49.0,82.0,50.0,0.0,0.0,2.82,8.54,14.9,25.76,17.2,0.0,0.0,4.4,19.49,35.21,63.0,44.0,0.0,0.0
