id,Z-0_FA_AB,Z-1_FA_AB,Z-2_FA_AB,Z-3_FA_AB,Z-4_FA_AB,Z-5_FA_AB,Z-6_FA_AB,I-0_FA_AB,I-1_FA_AB,I-2_FA_AB,I-3_FA_AB,I-4_FA_AB,I-5_FA_AB,I-6_FA_AB,T-0_FA_AB,T-1_FA_AB,T-2_FA_AB,T-3_FA_AB,T-4_FA_AB,T-5_FA_AB,T-6_FA_AB,S-0_FA_AB,S-1_FA_AB,S-2_FA_AB,S-3_FA_AB,S-4_FA_AB,S-5_FA_AB,S-6_FA_AB,chi-0_FA_AB,chi-1_FA_AB,chi-2_FA_AB,chi-3_FA_AB,chi-4_FA_AB,chi-5_FA_AB,chi-6_FA_AB
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,2269.3,3898.8,6751.8,3606.7,2693.0,1380.4,335.9,232.6,432.6,592.2,942.7,770.4,764.6,335.9,665.2,1024.7,1534.8,1713.1,1535.0,1100.5,335.9,152.614,249.61,380.444,454.703,386.39,287.774,104.128,585.747,1068.553,1446.07,2258.969,1885.727,1729.065,738.972
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-iacn_1_iodide_1_smi1_1_s_1,2655.9,3870.1,5597.6,6210.4,4100.0,1861.5,1242.5,214.2,349.8,462.8,481.3,467.0,425.8,420.0,564.0,812.6,1068.9,1010.1,943.0,906.2,744.8,158.832,244.351,323.968,325.255,301.761,238.066,197.046,536.383,869.187,1140.378,1164.351,1158.113,1044.93,990.546
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-co_1_dft-cn_1_smi1_1_s_1,3255.8,5316.4,7344.2,9180.8,9425.6,7592.3,5531.2,368.4,612.4,933.4,1087.6,1303.1,1579.4,1505.6,980.9,1563.7,2268.4,2509.1,3039.4,3342.3,2857.3,259.88,414.672,612.097,699.49,837.73,920.729,784.965,924.767,1513.57,2290.873,2660.278,3261.162,3934.875,3665.664
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-co_1_iodide_1_smi1_1_s_1,3107.9,5341.8,8160.6,5846.7,1307.6,503.5,0.0,212.9,426.5,599.7,982.2,468.5,503.5,0.0,653.4,1067.0,1628.0,1562.6,972.0,503.5,0.0,160.267,296.042,413.214,492.579,215.719,156.076,0.0,513.616,998.53,1445.371,2310.013,1089.425,1107.637,0.0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,2138.2,3447.7,5118.2,2918.5,1885.6,899.8,141.4,190.2,330.2,470.6,638.0,471.3,326.3,141.4,520.4,818.6,1159.2,1133.5,839.3,523.7,141.4,131.769,208.958,304.68,325.91,247.426,143.184,43.828,489.714,836.133,1176.403,1561.573,1197.667,780.957,311.039
ir_tbp_1_dft-asme3_1_dft-py_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,2734.7,4688.5,6114.7,4587.3,3050.8,1874.3,890.6,230.0,409.0,560.3,731.1,604.5,602.1,510.1,639.0,969.2,1355.7,1367.6,1238.9,1163.7,680.3,162.197,265.221,357.69,382.313,325.362,285.81,189.775,571.057,992.57,1377.87,1776.28,1472.974,1414.379,1150.189
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,3107.6,5773.2,8304.3,7757.0,5044.2,2892.2,1182.1,292.6,567.4,792.1,1146.6,1300.0,1267.4,902.1,859.9,1359.5,1938.7,2446.6,2567.4,2169.5,1070.1,200.609,351.543,492.134,624.173,631.32,526.465,303.18,708.485,1327.223,1880.351,2738.359,3080.499,2913.743,2004.303
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-co_1_bromide_1_smi1_1_s_1,3783.1,5675.6,8003.3,10224.4,10865.8,8247.6,5137.1,369.0,637.5,938.6,1103.7,1312.4,1490.9,1400.6,1020.5,1633.9,2326.3,2614.3,3073.2,3233.7,2721.3,265.884,438.475,625.133,722.447,855.146,881.447,721.993,928.038,1596.604,2312.344,2712.639,3292.796,3693.133,3357.119
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-co_1_dft-no2_1_smi1_1_s_1,3226.4,4464.9,5168.5,6225.7,3291.7,1686.6,885.6,245.9,470.0,580.9,730.9,788.6,518.2,341.6,742.6,1198.2,1500.1,1764.1,1546.0,919.6,555.2,177.242,303.973,377.782,446.867,413.806,244.257,144.655,652.965,1262.753,1544.399,1908.471,2048.434,1269.325,811.595
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-co_1_dft-cch_1_smi1_1_s_1,3454.9,5610.9,7998.2,11367.7,10611.6,8841.1,7067.2,415.7,703.2,1025.8,1276.8,1577.0,1936.6,1891.0,1118.9,1746.9,2553.4,3009.8,3670.5,4091.0,3833.0,287.907,459.116,673.906,819.509,990.609,1104.578,1001.823,1037.04,1729.075,2514.083,3110.436,3882.414,4786.21,4590.966
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-hicn_1_fluoride_1_smi1_1_s_1,2277.5,3663.4,5632.4,3056.1,1763.1,1019.6,158.8,195.2,363.2,491.1,643.3,437.2,444.5,158.8,558.4,872.4,1191.8,1104.7,915.2,665.2,158.8,137.841,231.153,311.861,315.403,230.313,177.715,49.218,491.881,901.225,1232.926,1601.4,1088.021,1045.393,349.287
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-co_1_dft-cn_1_smi1_1_s_1,2322.0,4034.3,5566.8,3205.3,2110.5,984.3,143.0,199.6,364.6,512.7,678.3,518.9,377.8,143.0,564.2,895.4,1248.4,1221.6,940.4,576.7,143.0,142.75,239.547,331.737,350.501,270.211,158.097,44.336,501.457,890.94,1266.846,1651.245,1311.434,905.88,314.643
ir_tbp_1_dft-phos_1_dft-py_1_dft-hicn_1_bromide_1_smi1_1_s_1,2491.5,3569.5,5257.7,4906.3,3066.3,1573.7,821.2,202.8,327.9,467.3,484.8,407.6,369.9,281.5,530.7,795.3,1082.4,956.9,827.2,712.0,488.7,150.867,232.659,320.228,306.811,255.88,199.27,131.947,506.37,811.222,1147.886,1178.109,1012.903,897.087,659.647
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,2668.3,3889.2,5007.5,3926.9,2197.4,1215.7,540.0,204.0,359.5,507.3,533.0,435.8,340.2,198.0,575.9,925.5,1225.5,1097.3,862.7,616.9,312.3,150.989,250.228,340.164,319.436,248.091,172.82,88.438,522.522,931.011,1295.769,1333.216,1087.905,826.25,466.359
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,2407.8,3597.5,5097.2,6218.9,2998.3,2446.2,1280.1,244.9,416.9,554.0,693.6,766.9,697.4,556.1,661.8,988.1,1372.5,1550.4,1527.8,1332.8,869.4,167.906,259.84,357.908,417.914,412.616,353.682,231.135,624.114,1054.126,1395.474,1700.003,1894.016,1694.778,1282.464
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_bromide_1_smi1_1_s_1,3149.0,4726.6,5486.2,4581.2,2128.6,770.4,359.1,206.2,410.6,541.6,572.6,413.3,247.7,147.1,643.2,1088.5,1342.0,1198.6,783.6,455.2,224.2,155.989,286.053,356.073,337.005,223.078,117.364,61.13,533.767,1086.212,1382.963,1442.232,1035.132,592.028,345.691
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-hicn_1_chloride_1_smi1_1_s_1,2373.4,3533.6,5982.5,5714.0,2923.6,2016.5,656.6,236.7,444.7,589.6,840.7,705.8,668.7,656.6,681.5,1051.5,1494.2,1608.9,1405.8,1387.3,656.6,158.358,261.24,376.866,449.728,368.726,316.902,203.542,600.182,1114.201,1464.569,2034.49,1760.648,1579.98,1444.493
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,2175.2,3495.2,5574.5,3024.7,2072.5,1117.7,172.6,202.7,346.8,484.9,681.4,554.3,495.9,172.6,549.5,849.6,1216.9,1260.0,1092.1,736.7,172.6,138.592,217.083,316.837,348.689,291.526,201.426,53.507,516.208,871.436,1197.296,1649.905,1357.507,1152.817,379.724
ir_tbp_1_dft-asme3_1_dft-py_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,2704.0,4761.6,6353.1,4040.6,2840.8,1492.6,534.0,221.3,381.0,549.2,745.0,610.7,571.8,283.1,602.3,930.2,1358.4,1387.6,1217.2,911.3,385.3,159.001,256.924,362.484,394.563,331.966,247.65,108.515,544.583,912.955,1334.731,1778.354,1473.145,1320.939,641.672
ir_tbp_1_dft-asme3_1_dft-py_1_dft-iacn_1_chloride_1_smi1_1_s_1,2780.6,4582.0,6192.1,4880.8,3122.7,1846.9,884.4,224.8,403.0,541.2,694.6,518.7,562.0,503.9,627.8,944.2,1300.1,1245.5,1110.4,1114.4,674.1,161.663,265.158,356.215,380.695,303.147,273.228,187.853,555.044,976.454,1326.814,1675.6,1274.753,1324.285,1136.591
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,2368.4,4037.7,5905.4,3404.7,2398.3,1435.3,228.8,206.0,372.9,517.8,696.9,553.9,478.8,161.1,578.9,908.8,1272.1,1275.1,1074.6,704.3,161.1,147.087,244.325,337.523,364.294,299.529,208.306,53.327,522.627,923.093,1287.45,1719.699,1411.767,1184.869,366.416
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,3199.5,5741.9,9331.8,10820.6,7253.2,6103.3,4032.2,364.0,696.8,982.5,1391.1,1942.8,1958.2,1653.6,1060.8,1679.3,2373.5,3333.9,3901.0,3611.8,2493.1,245.858,422.0,606.297,831.366,989.178,917.208,678.459,883.946,1634.597,2307.42,3328.773,4606.863,4580.212,3760.623
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-co_1_dft-oh_1_smi1_1_s_1,2271.7,3785.7,5449.8,3031.5,1781.9,920.0,143.0,193.2,361.1,502.6,658.7,474.0,371.5,143.0,554.3,881.9,1218.7,1157.0,882.9,570.5,143.0,136.409,232.379,316.949,324.011,235.515,152.277,44.342,486.753,890.746,1251.515,1618.34,1179.192,883.89,314.687
ir_tbp_1_dft-pph3_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,3413.0,5520.8,8237.7,9938.6,10414.2,8639.7,6753.4,400.3,658.3,1000.8,1191.9,1444.2,1804.7,1832.3,1058.5,1659.1,2455.7,2761.8,3395.9,3903.2,3504.3,280.496,441.184,658.841,763.17,927.914,1058.793,961.086,1004.186,1627.538,2453.637,2914.608,3614.257,4486.557,4445.533
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,3599.0,6274.2,9596.6,10523.4,11186.8,9931.5,7432.6,421.6,731.4,1074.7,1425.2,1658.6,2147.7,2369.5,1153.0,1806.0,2696.5,3178.0,3920.1,4748.7,4268.0,293.982,480.709,710.966,868.808,1044.732,1231.702,1137.93,1041.07,1763.196,2595.734,3426.771,4086.766,5253.825,5619.65
ir_tbp_1_dft-iz_1_dft-phos_1_dft-co_1_chloride_1_smi1_1_s_1,2310.3,3234.6,4390.0,3741.5,2065.6,1096.2,543.6,181.0,294.9,411.1,405.5,334.3,265.9,183.1,475.9,723.9,933.3,796.8,649.8,504.8,313.4,136.239,211.779,279.723,255.289,204.894,142.975,84.941,459.268,742.2,1024.699,1006.533,859.596,667.155,435.754
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_chloride_1_smi1_1_s_1,2770.0,3399.1,4675.7,5949.4,3101.6,1446.4,1004.7,226.0,400.7,503.4,616.0,620.7,404.6,347.0,639.7,960.0,1262.7,1403.0,1159.7,812.4,633.6,162.591,259.839,332.398,384.995,341.466,207.539,162.17,580.915,1040.926,1287.146,1545.038,1572.43,975.868,812.009
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,2864.3,4801.6,7060.2,9644.0,5284.2,4380.4,2938.1,327.0,618.9,831.1,1122.5,1434.2,1338.0,1218.7,945.9,1467.2,2017.6,2618.7,2816.2,2622.1,2250.4,217.958,367.12,508.654,664.911,733.601,648.59,522.238,808.679,1490.408,2004.373,2712.089,3446.345,3244.52,2801.586
ir_tbp_1_dft-pme3_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,2568.2,4228.1,6354.4,4725.4,3460.4,2823.1,1316.0,242.8,418.4,571.5,769.3,684.5,724.0,561.9,661.3,989.9,1405.0,1485.6,1442.6,1343.9,744.4,172.456,272.968,376.828,425.46,399.254,373.671,225.607,603.564,1015.681,1400.774,1865.179,1679.197,1712.265,1275.392
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,2793.0,4538.1,6821.4,8994.0,4808.4,3717.1,2708.4,311.5,580.6,768.2,1042.5,1323.9,1222.5,1097.9,892.1,1366.7,1862.9,2428.2,2586.0,2385.8,1989.5,207.606,345.704,472.148,613.144,659.977,574.812,475.618,774.031,1407.345,1866.068,2547.408,3213.792,2919.505,2528.025
ir_tbp_1_dft-pme3_1_dft-py_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,2440.7,3950.1,5925.4,3833.8,2321.0,1265.5,478.8,211.2,369.6,534.1,715.2,541.2,476.4,258.7,580.8,903.7,1313.5,1288.5,1050.2,786.2,351.7,152.067,247.063,352.056,377.746,284.253,209.711,98.351,519.235,885.918,1296.126,1697.258,1295.18,1103.609,585.769
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,3385.3,5203.7,7808.5,11016.7,10202.1,8145.4,6626.2,403.1,689.7,993.3,1216.5,1474.3,1747.7,1789.2,1092.8,1700.9,2458.7,2846.7,3368.4,3782.6,3676.3,278.249,444.774,645.473,771.147,908.555,995.844,943.706,1010.236,1713.013,2462.663,2993.87,3709.524,4362.279,4340.45
ir_tbp_1_dft-phos_1_dft-phos_1_dft-co_1_dft-itcn_1_smi1_1_s_1,2595.7,4024.3,5399.8,4700.2,3183.7,2189.7,1291.9,217.3,341.4,501.5,536.5,496.7,441.1,308.4,558.7,842.9,1169.9,1097.1,997.8,824.3,522.0,165.72,253.449,351.144,345.185,314.683,258.59,163.192,538.229,826.957,1216.084,1307.593,1245.459,1088.627,734.439
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-co_1_dft-icn_1_smi1_1_s_1,2387.0,3906.6,6078.4,3862.5,2616.9,1624.5,598.7,215.9,367.9,534.7,726.0,574.5,493.5,263.0,583.8,902.7,1326.6,1332.3,1100.9,809.5,358.4,153.315,242.378,359.889,390.145,313.834,234.012,105.905,545.506,910.223,1309.607,1765.176,1453.917,1209.46,614.284
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,3823.8,6799.1,9510.7,10546.5,11530.2,9824.4,6793.2,411.7,726.4,1068.2,1388.6,1572.3,2008.7,2249.8,1138.1,1794.7,2655.5,3055.0,3694.9,4484.7,4062.8,287.621,477.505,695.814,828.47,974.478,1137.43,1055.574,1012.318,1746.702,2583.98,3334.373,3848.367,4870.285,5271.617
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,2453.1,3781.1,5096.8,6136.5,3259.5,2736.7,1775.4,239.7,426.1,558.3,676.2,732.5,654.5,501.2,665.7,1019.7,1355.9,1493.8,1457.5,1234.2,756.0,166.06,264.632,352.958,409.602,404.263,345.227,231.124,620.459,1093.129,1419.136,1693.269,1864.647,1620.64,1188.228
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,2379.8,3739.1,5147.7,4512.0,2798.7,2517.8,1429.4,222.1,385.6,483.8,522.7,563.5,574.3,446.1,607.7,905.6,1121.0,1133.9,1210.6,1117.3,656.2,155.754,244.089,310.259,322.758,332.176,309.128,196.912,579.324,1003.076,1230.817,1330.616,1453.053,1420.059,1059.483
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,3576.4,5803.8,8352.0,12137.3,11310.7,9709.1,8588.6,429.7,740.6,1083.0,1346.9,1664.1,2022.3,2010.8,1170.3,1840.9,2692.6,3167.0,3843.1,4299.2,4125.7,298.055,479.318,702.563,860.648,1045.695,1173.257,1114.815,1076.342,1828.243,2661.85,3289.118,4131.482,5028.707,4903.793
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,3044.5,5754.7,7500.1,4262.6,1838.7,613.7,0.0,209.2,404.1,569.9,872.5,573.5,613.7,0.0,613.3,974.0,1442.4,1446.0,1187.2,613.7,0.0,153.484,270.499,372.173,416.434,278.256,190.246,0.0,504.811,944.52,1388.731,2098.6,1373.837,1350.135,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,2538.9,3905.6,4666.7,2974.6,1603.4,804.8,195.8,192.0,356.0,494.4,512.5,427.4,291.8,110.3,560.3,942.2,1199.5,1043.2,816.6,464.8,142.0,138.427,237.193,309.342,278.376,216.678,127.2,40.645,502.694,938.254,1274.027,1301.354,1074.204,700.032,250.993
ir_tbp_1_dft-iz_1_dft-phos_1_dft-hicn_1_chloride_1_smi1_1_s_1,2330.3,3258.3,4616.1,3859.6,2125.1,1190.9,593.3,187.2,303.2,418.2,427.6,361.0,319.3,220.8,490.4,739.2,962.4,845.7,730.1,605.0,360.2,139.667,215.875,285.966,268.605,219.811,165.7,98.054,473.37,760.0,1035.112,1054.963,911.226,781.373,518.512
ir_tbp_1_dft-iz_1_dft-sime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,2457.4,3754.5,5004.0,6663.6,3180.8,2764.0,1767.7,257.4,448.6,564.9,687.3,800.9,779.5,686.4,706.1,1049.6,1367.7,1573.6,1651.1,1547.4,1220.8,174.387,274.03,356.665,421.306,434.368,397.726,299.041,656.181,1130.802,1413.287,1690.712,1984.375,1896.722,1604.249
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,3825.9,6914.8,9685.2,10106.0,11528.7,9912.2,6708.5,400.8,695.0,1054.6,1386.7,1548.9,1908.5,2006.0,1095.8,1749.6,2642.0,3029.7,3571.3,4147.1,3615.0,284.71,469.212,699.659,838.54,978.433,1108.604,978.116,991.36,1675.195,2553.86,3346.958,3842.555,4697.776,4791.219
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,2649.2,4443.7,6689.6,7056.3,3907.9,2818.7,1695.3,279.4,529.1,717.2,912.0,1137.7,1020.2,773.9,808.5,1264.4,1686.7,2074.0,2197.4,1859.4,1207.3,187.761,318.718,433.893,522.084,552.957,455.635,308.416,697.441,1289.966,1738.769,2235.982,2762.808,2410.638,1794.99
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-co_1_chloride_1_smi1_1_s_1,4175.9,6997.6,9509.2,10272.2,11043.4,9246.5,5530.2,388.8,702.7,1053.0,1398.1,1418.5,1722.9,1780.1,1105.4,1796.1,2694.7,3007.6,3359.6,3820.2,3229.5,280.973,482.135,701.566,837.872,904.277,1004.287,841.902,957.614,1703.668,2565.77,3375.861,3488.124,4197.42,4163.136
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,2191.2,3337.5,5367.0,3613.0,2005.3,1511.1,555.1,209.3,372.6,489.6,661.6,535.8,523.2,404.9,581.9,880.1,1201.7,1221.5,1094.3,990.9,470.8,140.281,223.132,310.147,334.282,275.916,240.918,137.169,536.9,945.47,1220.278,1629.934,1332.504,1237.321,905.247
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,2636.2,4830.0,7539.7,4464.6,3233.2,1953.4,423.2,245.9,456.5,623.6,980.8,850.9,910.4,357.8,702.4,1080.1,1604.5,1831.7,1761.3,1268.2,357.8,173.47,294.165,414.9,505.658,442.167,355.707,114.188,599.455,1069.127,1494.727,2327.734,2070.65,2120.404,798.751
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,2769.9,4748.0,6049.2,4517.8,2713.6,1521.6,555.0,216.2,386.7,515.4,683.3,564.3,534.0,404.8,602.9,919.9,1249.3,1272.9,1139.3,1001.6,470.6,156.411,257.536,339.493,372.583,304.172,244.259,137.135,535.568,934.324,1251.938,1629.571,1366.806,1261.198,905.012
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,2501.7,3681.8,5197.1,6638.3,3367.2,3076.2,2208.6,255.3,420.4,524.1,652.5,759.7,756.5,680.2,675.8,962.4,1289.7,1502.0,1579.5,1520.4,1204.3,176.329,264.328,349.939,417.035,431.36,410.937,324.784,660.333,1080.198,1339.573,1644.209,1943.413,1894.302,1650.91
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-co_1_fluoride_1_smi1_1_s_1,2505.4,3524.1,6514.2,2846.7,1270.6,503.5,0.0,204.3,406.9,566.1,952.8,431.4,503.5,0.0,624.2,1010.7,1560.7,1496.1,934.9,503.5,0.0,138.16,235.11,361.145,412.264,204.235,156.09,0.0,522.337,1050.583,1422.804,2362.378,1007.884,1107.735,0.0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,2393.0,3691.8,5883.9,5308.6,2824.4,1903.7,540.1,232.4,416.6,555.9,817.6,718.3,670.4,540.1,649.0,990.3,1425.6,1598.3,1426.8,1272.5,540.1,157.666,252.052,364.463,443.387,370.588,308.388,167.419,587.702,1039.127,1373.767,1967.341,1763.982,1573.475,1188.137
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,3040.1,5040.7,6553.9,3288.1,1434.9,463.1,0.0,215.4,450.6,651.2,875.0,546.8,277.1,0.0,690.7,1254.6,1742.6,1596.6,870.6,308.1,0.0,157.482,302.514,431.566,436.199,238.236,98.302,0.0,547.41,1154.64,1648.812,2127.125,1288.967,635.675,0.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,2192.4,3490.5,6743.9,3056.0,1810.9,613.9,0.0,203.5,385.6,541.4,864.4,545.4,613.9,0.0,589.1,927.0,1405.7,1409.8,1159.3,613.9,0.0,135.623,225.58,356.076,406.043,269.572,190.294,0.0,513.569,960.132,1325.91,2080.389,1312.056,1350.476,0.0
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,4514.1,7654.0,11296.1,16333.7,18772.8,16886.5,15167.7,591.0,1001.1,1521.9,1846.7,2412.7,3338.7,3738.7,1592.0,2523.0,3764.0,4447.7,5979.2,7540.6,7989.5,410.253,663.246,1001.077,1213.657,1611.684,2020.028,2093.591,1460.673,2432.371,3676.561,4451.052,5912.272,8188.202,9078.126
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,2687.0,4542.8,6842.6,6620.6,4206.9,3227.3,1552.5,268.7,479.3,682.5,900.7,1121.3,970.4,540.2,748.0,1180.7,1635.0,2046.3,2135.7,1584.4,737.6,187.258,306.502,430.953,533.868,576.02,458.637,230.107,671.289,1162.328,1647.25,2203.252,2713.826,2293.089,1245.993
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,3864.9,6955.1,9948.1,10350.1,11703.7,10374.2,7088.3,403.8,695.7,1054.1,1406.2,1596.4,2002.8,2065.7,1099.6,1749.9,2657.0,3096.7,3713.2,4301.4,3722.3,287.595,471.495,703.934,856.608,1013.359,1163.209,1017.221,993.757,1670.862,2542.836,3370.35,3908.9,4849.341,4867.215
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,2403.0,4007.5,5895.7,3687.8,2497.6,1576.6,508.7,210.0,357.7,510.8,701.4,564.6,474.6,225.4,567.6,868.5,1273.2,1294.8,1073.3,754.1,257.6,151.586,241.324,343.007,375.451,312.634,224.123,87.259,531.364,881.903,1275.084,1724.701,1428.179,1172.379,538.931
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-co_1_fluoride_1_smi1_1_s_1,3625.3,5435.5,8715.8,9188.0,9458.5,7709.6,5175.8,382.6,689.6,1030.3,1376.2,1382.1,1685.3,1752.7,1085.2,1758.0,2647.2,2949.1,3281.4,3746.1,3200.8,266.317,442.861,667.391,792.293,843.161,946.87,823.861,957.534,1725.299,2544.931,3379.299,3470.6,4182.656,4117.786
ir_tbp_1_dft-py_1_dft-sime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,2409.3,3604.8,4915.0,6210.4,3140.4,2393.9,1263.7,245.0,422.0,574.8,694.7,740.1,658.7,498.5,667.0,1014.0,1397.7,1527.9,1462.2,1227.2,842.3,168.083,263.03,363.655,415.423,401.027,337.341,217.513,623.841,1061.124,1443.04,1707.186,1834.985,1621.562,1155.425
ir_tbp_1_dft-iz_1_dft-phos_1_dft-hicn_1_iodide_1_smi1_1_s_1,2533.5,3707.2,5325.7,5019.9,2938.9,1302.7,593.3,187.9,304.2,419.9,430.7,362.7,319.6,220.7,492.1,741.9,967.2,851.5,732.4,605.3,360.2,142.256,221.263,294.397,281.946,228.795,166.932,98.043,472.805,756.623,1029.967,1046.42,903.782,780.476,518.452
ir_tbp_1_dft-ime_1_dft-sime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,3508.7,4788.2,5801.6,9719.0,5228.0,3136.8,2755.3,314.6,604.3,717.7,975.4,1341.4,939.4,785.2,945.6,1468.5,1884.0,2603.0,2655.3,1793.3,1879.3,217.42,368.951,459.153,617.469,689.845,451.992,408.902,817.183,1573.089,1871.884,2487.141,3403.993,2316.669,1865.389
ir_tbp_1_dft-pph3_1_dft-py_1_dft-iacn_1_bromide_1_smi1_1_s_1,3542.5,5504.6,8460.4,11310.9,11870.9,9350.9,6819.9,401.9,679.8,993.2,1140.1,1376.2,1695.3,1821.1,1081.8,1673.0,2396.3,2642.7,3215.5,3759.4,3673.5,282.02,449.854,655.846,750.408,911.543,1017.055,960.39,999.807,1673.009,2425.521,2762.301,3415.401,4180.262,4364.582
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_dft-icn_1_smi1_1_s_1,2344.6,3492.9,4615.6,5396.2,2765.3,2174.7,1156.3,220.8,365.5,474.1,575.3,616.1,551.6,374.3,586.3,876.3,1153.2,1276.5,1234.2,998.0,586.1,154.867,236.806,312.577,359.822,346.999,287.713,169.482,577.049,946.928,1217.306,1467.274,1594.222,1392.344,919.531
ir_tbp_1_dft-ime_1_dft-ime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,2578.8,3826.2,5236.3,8207.7,3748.2,3520.1,2682.7,283.3,486.9,583.8,781.4,942.7,946.4,848.7,770.2,1106.5,1469.6,1846.7,1957.9,1875.8,1794.9,190.63,293.406,382.488,495.042,516.34,487.46,417.152,719.206,1223.723,1471.899,1930.933,2317.013,2351.512,1995.538
ir_tbp_1_dft-iz_1_dft-iz_1_dft-hicn_1_chloride_1_smi1_1_s_1,2140.5,2874.7,4087.2,3236.9,1593.3,945.2,371.7,169.9,274.6,362.7,366.1,311.0,268.3,162.8,444.5,673.0,829.9,726.3,627.3,499.0,238.7,123.812,188.447,242.265,227.221,184.732,134.544,66.032,444.635,720.175,923.44,930.563,800.731,659.967,380.705
