id,Z-0_FR_AB,Z-1_FR_AB,Z-2_FR_AB,Z-3_FR_AB,Z-4_FR_AB,Z-5_FR_AB,Z-6_FR_AB,I-0_FR_AB,I-1_FR_AB,I-2_FR_AB,I-3_FR_AB,I-4_FR_AB,I-5_FR_AB,I-6_FR_AB,T-0_FR_AB,T-1_FR_AB,T-2_FR_AB,T-3_FR_AB,T-4_FR_AB,T-5_FR_AB,T-6_FR_AB,S-0_FR_AB,S-1_FR_AB,S-2_FR_AB,S-3_FR_AB,S-4_FR_AB,S-5_FR_AB,S-6_FR_AB,chi-0_FR_AB,chi-1_FR_AB,chi-2_FR_AB,chi-3_FR_AB,chi-4_FR_AB,chi-5_FR_AB,chi-6_FR_AB
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,2234.6,3694.0,5901.8,6944.1,7348.0,6412.1,5092.2,280.0,458.3,703.7,810.3,973.4,1211.7,1252.1,738.4,1175.0,1701.9,1872.5,2286.7,2646.0,2410.2,190.092,306.363,456.952,522.185,634.167,730.045,673.164,699.4,1145.046,1725.906,1984.943,2452.577,3033.687,3051.841
ir_tbp_1_dft-py_1_dft-sime_1_dft-co_1_dft-sh_1_smi1_1_s_1,1664.1,2622.2,3555.9,5243.9,2667.0,1647.8,978.7,185.2,318.5,435.1,510.0,528.6,459.0,328.3,503.7,767.1,1045.2,1112.7,1026.2,828.9,623.0,123.492,197.448,271.372,309.533,295.406,228.085,155.116,466.433,800.73,1085.411,1243.079,1306.104,1132.66,772.468
ir_tbp_1_dft-ime_1_dft-ime_1_dft-co_1_dft-no2_1_smi1_1_s_1,2129.9,3102.9,3940.0,6574.6,3385.4,1940.4,1395.8,209.9,383.7,463.4,614.6,781.9,539.8,376.8,607.8,936.2,1211.5,1601.4,1574.5,959.9,886.3,142.055,237.047,302.395,397.008,421.876,262.277,202.409,543.403,1001.324,1216.484,1586.731,2034.568,1366.684,900.353
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1918.2,3527.6,5074.7,5141.1,3438.6,2382.6,1010.7,202.1,357.3,431.5,652.5,594.5,646.3,709.4,559.4,801.9,1124.5,1296.7,1264.6,1413.3,872.8,134.019,219.3,291.734,366.853,347.457,338.188,245.211,499.406,861.478,1060.712,1567.271,1486.206,1575.73,1581.673
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,2081.5,3238.9,5368.6,5477.1,2862.1,1849.9,607.4,212.7,409.5,532.4,847.9,722.1,603.4,607.4,636.4,1018.1,1495.4,1788.5,1481.7,1269.0,607.4,139.41,240.519,344.299,453.167,372.084,288.467,188.307,544.317,1054.19,1357.668,2130.658,1852.47,1427.999,1336.371
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-iacn_1_chloride_1_smi1_1_s_1,1527.9,2216.5,3787.5,3534.0,1732.6,1330.2,838.1,157.2,279.5,329.6,328.1,305.3,340.1,340.7,436.6,635.1,751.7,663.2,673.8,748.1,529.2,105.177,168.807,212.405,207.647,188.37,178.835,139.233,404.855,728.443,833.44,834.028,804.436,849.865,810.249
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-co_1_dft-no2_1_smi1_1_s_1,2078.3,3326.5,3984.8,3202.2,1598.7,732.7,259.1,156.7,310.5,427.5,460.2,357.0,207.8,97.9,489.0,870.8,1100.7,1023.4,696.6,355.4,145.9,113.241,211.546,276.986,271.478,194.027,101.101,41.655,413.286,845.825,1136.434,1219.607,942.116,518.424,234.418
ir_tbp_1_dft-pph3_1_dft-py_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,2330.8,3812.7,5973.6,7889.6,7893.7,6870.0,5823.3,307.8,490.0,737.2,858.4,1059.1,1372.6,1511.5,797.8,1227.2,1784.1,2015.8,2528.7,3064.2,3026.7,206.296,324.558,479.317,557.662,688.773,821.611,813.115,765.093,1212.219,1801.136,2095.816,2655.04,3423.324,3687.617
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,2260.8,3897.4,7187.5,6917.9,7704.3,7081.1,5229.3,298.0,492.2,754.2,1025.8,1117.1,1458.9,1544.9,790.3,1246.5,1919.9,2216.7,2653.5,3158.3,2834.7,197.47,317.411,500.085,609.102,707.991,845.002,767.068,737.464,1209.341,1827.887,2471.375,2774.251,3566.171,3656.499
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,1781.8,2985.3,3970.8,3896.6,2029.7,1293.7,770.7,171.9,303.5,407.8,436.0,439.1,393.6,307.0,483.0,762.5,984.7,976.9,917.7,761.1,495.8,117.69,197.351,262.544,267.947,246.517,192.648,130.031,434.846,773.658,1019.251,1075.042,1096.721,946.094,720.848
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1844.0,3329.0,6181.5,4000.7,2349.0,1267.8,290.4,204.9,389.5,552.5,849.4,729.4,672.4,290.4,602.0,994.2,1543.8,1715.6,1444.1,991.9,290.4,131.236,228.916,358.995,428.002,349.117,256.954,90.029,518.475,980.283,1380.612,2095.858,1767.611,1527.113,638.918
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,1626.7,3079.1,5951.9,2645.1,2033.2,575.1,0.0,169.3,306.9,415.6,727.1,514.3,575.1,0.0,476.2,722.5,1142.7,1241.4,1089.4,575.1,0.0,113.797,196.001,290.668,358.192,273.886,178.282,0.0,403.563,700.498,990.214,1689.324,1279.158,1265.226,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2492.4,5141.6,7044.8,5414.4,2589.5,1204.9,313.3,200.0,387.1,495.5,939.8,581.7,682.6,313.3,601.4,944.8,1504.2,1741.4,1299.1,996.0,313.3,138.522,256.535,350.315,483.014,307.059,255.479,97.137,490.357,927.115,1229.505,2317.949,1419.682,1538.311,689.362
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1550.4,2328.9,3652.5,3407.4,1834.2,1704.7,1012.9,160.9,266.9,328.7,343.0,365.7,398.2,349.9,427.8,621.8,760.3,738.8,802.0,818.0,539.2,108.408,166.908,213.063,215.189,221.337,219.091,152.106,417.912,695.178,833.715,877.726,964.788,1015.336,855.689
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1895.5,3784.8,6437.2,4013.9,2685.9,1374.9,330.8,191.8,345.3,434.9,757.9,597.2,794.6,330.8,537.1,780.1,1192.8,1355.1,1391.8,1125.3,330.8,127.792,217.314,305.885,390.072,335.507,295.06,102.541,458.375,792.497,1033.32,1753.119,1455.009,1788.67,727.709
ir_tbp_1_dft-ime_1_dft-iz_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1639.1,2506.8,3473.9,4974.1,2175.4,1786.2,1332.3,185.7,306.8,369.6,438.6,508.3,506.0,439.7,492.5,702.2,889.8,1011.8,1056.5,999.7,851.8,121.615,186.753,237.003,277.544,277.689,255.852,207.725,476.76,783.557,938.66,1103.506,1306.238,1237.393,1044.128
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-co_1_dft-sh_1_smi1_1_s_1,1823.4,3770.6,6112.3,3466.4,1638.8,470.3,0.0,164.6,301.7,410.9,714.5,489.2,470.3,0.0,466.3,712.6,1125.4,1203.7,959.5,470.3,0.0,113.194,198.971,291.134,363.117,235.778,145.788,0.0,391.972,686.872,977.636,1657.957,1195.88,1034.626,0.0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1646.8,2958.6,6143.6,3203.6,2467.3,1376.1,330.7,192.8,348.4,439.8,760.7,602.7,795.9,330.7,541.3,788.3,1200.5,1363.4,1398.5,1126.6,330.7,123.802,203.238,302.546,376.709,333.19,295.458,102.528,469.808,828.742,1054.912,1787.691,1474.572,1791.533,727.619
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1881.9,3490.2,5376.0,2568.4,1637.0,523.8,0.0,172.0,325.4,486.4,723.3,540.8,331.7,0.0,512.5,907.9,1370.3,1432.0,916.8,363.7,0.0,116.576,211.02,325.125,370.373,254.258,115.622,0.0,432.358,819.265,1211.959,1756.195,1288.635,756.534,0.0
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-co_1_dft-sh_1_smi1_1_s_1,1547.3,2446.4,3519.4,3143.5,1772.9,976.7,514.1,143.8,236.4,335.3,335.1,300.5,252.5,174.4,380.2,584.8,764.5,674.8,590.4,471.4,296.1,101.86,162.237,221.279,209.959,178.318,130.152,79.245,359.845,593.553,823.458,815.255,757.593,627.841,418.162
ir_tbp_1_dft-ime_1_dft-phos_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1685.2,2582.7,3680.2,4817.7,2666.9,2061.3,1507.4,175.4,285.8,383.9,454.4,479.1,443.1,342.7,461.2,682.8,925.8,1007.8,958.5,833.3,597.4,121.65,188.379,256.999,293.901,287.763,250.955,183.686,440.178,712.757,953.757,1122.86,1201.031,1112.107,815.547
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-iacn_1_chloride_1_smi1_1_s_1,1997.2,3273.7,5662.7,8432.4,4613.2,3245.3,2660.4,260.8,488.1,621.0,827.4,1043.6,932.3,1070.1,748.9,1122.6,1500.8,1920.6,1995.5,2058.5,2024.3,166.647,280.587,382.612,508.741,554.858,470.056,465.317,641.243,1177.62,1495.38,2000.565,2534.044,2266.447,2465.578
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_fluoride_1_smi1_1_s_1,1935.0,3173.5,6310.9,5398.1,2707.2,1575.2,470.1,215.7,416.6,574.2,898.7,839.2,791.7,470.1,639.5,1012.8,1504.1,1840.8,1683.1,1261.8,470.1,139.042,240.918,360.54,471.568,397.372,311.242,145.734,530.616,1013.433,1392.705,2239.252,2039.442,1796.582,1034.242
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1441.9,2195.1,3397.8,2576.3,1412.9,998.2,352.7,139.4,228.4,308.9,312.9,294.5,268.6,155.9,367.8,563.5,710.4,637.4,601.2,486.2,224.3,95.302,149.105,199.158,188.324,174.672,135.95,61.918,361.903,595.409,780.682,788.044,766.718,673.961,366.72
ir_tbp_1_dft-iz_1_dft-phos_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1540.4,2370.7,3335.4,3056.4,1878.7,1382.2,820.3,141.7,218.5,318.5,323.6,298.9,266.2,184.2,360.2,550.2,730.7,661.9,601.4,497.9,304.0,101.854,156.277,213.937,207.221,190.007,158.719,98.343,358.189,550.843,788.241,803.722,769.902,672.278,443.319
ir_tbp_1_dft-phos_1_dft-sime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1791.0,2758.3,4110.8,6046.9,3074.3,2473.6,1802.0,212.0,360.8,456.8,553.1,624.8,622.3,636.7,572.7,831.0,1109.2,1252.1,1283.3,1316.9,1216.1,140.485,221.132,294.45,347.27,361.512,339.816,294.346,525.338,888.002,1116.992,1328.437,1514.084,1533.373,1485.92
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-co_1_iodide_1_smi1_1_s_1,1594.9,2702.3,5098.5,4340.9,2036.1,1031.0,395.9,151.3,261.9,366.5,498.0,298.9,288.3,201.3,413.2,628.4,911.5,821.3,604.8,526.0,279.7,103.842,169.195,257.042,281.972,176.456,139.223,78.063,372.829,640.247,882.523,1174.685,760.056,686.697,458.707
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,2129.8,4151.3,6990.0,6806.1,4782.5,3268.1,1399.3,241.3,444.6,585.3,895.4,1043.5,1168.7,894.5,685.9,1029.8,1480.7,1938.9,2212.2,2063.2,1051.1,157.61,269.298,380.245,513.007,557.659,523.045,311.407,583.96,1036.059,1382.884,2134.497,2520.283,2769.8,2029.334
ir_tbp_1_dft-phos_1_dft-sime_1_dft-hicn_1_chloride_1_smi1_1_s_1,1694.2,2543.0,3868.0,5367.5,2895.7,1645.8,1066.3,184.8,316.9,422.3,497.3,506.4,421.7,404.2,501.8,752.7,1019.0,1077.7,957.7,873.7,707.6,124.969,200.714,273.123,310.112,297.015,224.905,180.006,460.811,786.266,1040.62,1204.502,1247.506,1040.386,939.183
ir_tbp_1_dft-ime_1_dft-sime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1755.7,2693.9,3927.7,6595.7,2732.8,2562.4,1675.9,213.8,376.2,471.4,616.1,703.0,640.9,533.4,590.0,874.2,1180.3,1418.7,1383.1,1229.4,1155.6,138.897,221.547,298.011,381.018,377.916,336.325,261.328,541.944,945.624,1183.599,1512.085,1731.244,1640.472,1253.525
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,1971.8,3761.4,5132.0,3547.6,2044.6,1250.1,433.0,173.0,315.3,413.2,595.3,437.7,412.4,309.1,495.9,766.7,1099.4,1130.6,886.9,779.1,352.2,118.948,206.653,279.198,310.115,233.077,194.619,105.333,429.467,775.041,1043.303,1481.672,1083.812,980.318,692.393
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1964.7,3196.3,4954.2,3221.8,1602.1,841.5,144.4,165.9,304.4,410.6,650.7,389.0,340.4,144.4,484.5,790.7,1163.8,1223.4,792.6,543.0,144.4,116.073,204.516,279.768,337.171,208.566,143.695,44.758,422.247,770.778,1044.472,1653.379,970.18,799.812,317.639
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1783.4,3004.9,5353.2,5530.8,3116.0,2257.4,1138.4,212.5,364.9,520.1,680.1,876.6,788.8,520.2,577.3,884.9,1245.0,1578.2,1684.7,1352.1,757.6,139.251,226.236,328.576,408.752,447.647,362.75,209.934,522.41,875.343,1243.7,1641.209,2104.272,1858.795,1200.768
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_chloride_1_smi1_1_s_1,2172.7,3513.5,5658.0,6869.5,7074.3,5783.8,4134.2,270.8,430.3,667.9,759.8,897.2,1110.6,1140.8,701.1,1111.4,1609.1,1745.6,2104.6,2429.9,2213.2,183.609,294.014,438.292,496.139,589.829,661.182,592.102,675.12,1070.006,1632.36,1854.173,2242.412,2757.09,2747.949
ir_tbp_1_dft-ime_1_dft-iz_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,1668.8,2529.7,3562.9,5151.2,2497.4,1781.0,1332.3,184.6,305.9,367.4,435.7,503.4,500.7,439.7,490.5,699.0,884.6,1003.6,1044.4,994.4,851.8,122.95,188.74,240.514,285.021,291.608,254.199,207.741,469.379,774.918,921.869,1074.557,1257.377,1225.599,1044.226
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-co_1_dft-cn_1_smi1_1_s_1,1447.3,2199.7,2996.4,3020.4,1416.8,1074.4,501.0,136.8,208.0,306.5,310.8,296.8,231.4,151.9,344.8,514.4,707.1,650.9,562.9,423.5,262.8,96.153,144.222,203.333,197.376,175.167,132.778,74.284,353.396,541.968,789.445,779.256,771.166,602.886,367.27
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,1459.8,2231.1,3382.7,2647.2,1507.8,1152.6,469.9,138.6,228.1,308.9,312.1,293.1,263.6,153.3,366.6,563.2,709.7,635.4,595.6,476.0,221.7,95.652,149.45,199.114,189.478,176.471,141.559,67.11,363.574,601.787,789.746,805.836,785.758,690.367,382.282
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-co_1_dft-oh_1_smi1_1_s_1,2316.2,3900.7,5752.7,8464.6,7681.1,6331.2,5086.6,306.2,500.3,747.3,912.1,1113.1,1360.0,1324.1,806.5,1260.7,1840.7,2148.7,2576.7,2867.6,2753.9,203.479,326.989,482.682,582.457,691.504,765.32,710.292,764.227,1240.531,1838.704,2239.44,2782.873,3386.928,3233.316
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1968.4,3572.8,6782.5,6314.4,4290.1,3694.5,1675.2,241.1,445.0,586.2,895.4,1043.4,1165.9,891.9,686.2,1031.2,1481.5,1938.8,2209.4,2057.8,1048.5,157.169,266.411,380.008,512.075,559.84,542.941,324.18,581.519,1035.488,1382.962,2128.545,2505.228,2716.705,1993.671
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,2034.1,4203.0,6270.8,4334.0,2342.6,1190.8,313.3,181.5,335.0,414.7,709.4,462.7,668.6,313.3,516.5,749.7,1124.1,1172.1,1131.2,981.9,313.3,122.243,212.156,287.188,349.959,260.877,251.125,97.129,436.56,778.095,1010.204,1711.168,1142.706,1507.431,689.303
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-co_1_bromide_1_smi1_1_s_1,2288.2,3801.9,5962.8,7685.6,8403.4,6758.2,4462.4,275.2,439.9,694.9,780.7,898.4,1086.6,1109.0,715.1,1134.8,1663.4,1777.1,2079.3,2360.8,2193.2,190.064,307.405,461.967,516.879,612.204,673.379,596.339,674.436,1072.688,1678.76,1880.548,2215.278,2681.36,2678.16
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1638.8,2757.8,4840.5,3499.3,2187.7,1678.9,793.3,178.7,299.0,384.1,556.5,471.9,538.5,459.2,477.6,683.0,985.5,1050.0,1029.8,1041.4,559.7,119.489,189.233,263.028,302.293,276.324,260.311,167.12,440.164,720.473,941.36,1329.02,1161.74,1274.287,1047.046
ir_tbp_1_dft-iz_1_dft-iz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1439.5,2180.1,3311.3,2565.2,1395.4,1019.6,359.8,139.8,211.5,294.1,305.7,301.7,290.5,170.2,351.3,531.9,682.9,637.4,631.2,527.4,239.1,95.79,144.216,193.161,187.083,179.025,146.034,66.89,361.383,547.624,737.454,764.792,765.953,711.372,394.903
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1635.7,2762.6,5077.5,3310.4,2194.8,1663.6,563.6,179.7,317.6,392.6,560.5,469.8,585.1,416.8,497.3,723.3,1000.2,1045.2,1078.7,1065.4,477.1,118.781,194.053,263.58,299.116,275.154,263.533,139.477,443.698,770.87,958.533,1339.757,1167.979,1390.098,933.802
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1691.0,2779.2,4007.3,3059.7,1664.6,1101.1,371.2,159.9,274.4,396.3,439.4,406.4,343.7,184.0,441.9,722.1,975.5,954.2,815.3,601.0,252.1,109.61,182.636,255.441,258.091,223.462,164.445,70.735,406.001,703.404,991.819,1091.032,1012.052,828.869,424.272
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,1802.3,3674.2,6163.9,3164.9,2032.4,575.2,0.0,169.1,306.3,414.6,726.5,513.4,575.2,0.0,475.3,720.8,1141.0,1239.9,1088.5,575.2,0.0,114.786,199.606,291.604,361.318,273.612,178.305,0.0,402.974,698.644,987.669,1687.538,1277.123,1265.388,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_dft-oh_1_smi1_1_s_1,1760.2,3255.5,6234.3,5133.4,3014.0,1837.4,470.1,217.0,405.3,568.3,859.7,949.4,871.1,470.1,622.4,973.6,1428.0,1809.1,1820.5,1341.2,470.1,137.336,234.508,356.301,457.312,446.554,345.008,145.724,533.081,968.497,1358.409,2089.021,2302.286,2003.753,1034.172
ir_tbp_1_dft-nme3_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,1871.7,3452.4,5319.0,2921.6,1299.6,481.0,58.2,167.4,326.5,479.3,680.1,441.7,274.5,58.2,509.1,901.7,1316.8,1287.4,755.4,361.7,58.2,114.035,212.761,320.194,350.901,202.957,102.13,18.038,419.577,824.09,1195.974,1660.626,1048.262,619.475,128.012
ir_tbp_1_dft-iz_1_dft-py_1_dft-co_1_bromide_1_smi1_1_s_1,1864.7,3040.2,3777.1,3372.4,1640.3,567.5,291.7,143.0,258.8,365.1,360.5,273.0,169.9,111.7,416.4,706.3,888.8,775.5,535.3,324.7,180.3,103.609,184.76,241.273,222.862,158.561,84.958,48.854,367.341,679.94,930.392,909.251,693.876,406.175,261.867
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-co_1_dft-cch_1_smi1_1_s_1,1712.0,2938.9,4991.1,4752.9,2717.9,2041.5,606.9,197.6,359.1,469.4,702.1,615.8,606.1,606.9,556.8,842.1,1223.9,1367.5,1245.7,1271.1,606.9,129.577,216.706,305.346,377.081,338.786,300.925,188.151,486.395,865.391,1149.044,1675.003,1524.719,1457.577,1335.264
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-co_1_dft-cn_1_smi1_1_s_1,2491.4,4417.9,7416.2,9542.0,9042.1,7749.4,6173.8,339.8,584.2,895.3,1136.0,1499.1,1688.7,1725.9,923.9,1479.4,2173.1,2708.9,3265.2,3568.8,3489.2,224.782,375.161,568.844,715.937,886.151,953.305,893.993,828.25,1396.202,2132.236,2727.19,3637.468,4128.764,4137.337
ir_tbp_1_dft-iz_1_dft-py_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1652.7,2736.2,3488.2,2906.1,1474.0,924.2,320.8,148.8,247.5,371.5,389.7,343.1,258.2,140.7,403.8,670.4,896.6,828.8,668.0,453.9,209.3,104.05,172.16,239.889,233.597,193.24,130.984,57.866,380.276,633.888,935.364,974.556,866.865,634.784,325.822
ir_tbp_1_dft-iz_1_dft-iz_1_dft-iacn_1_bromide_1_smi1_1_s_1,1528.1,2293.6,3423.1,3764.7,2074.3,1133.6,741.6,146.4,235.5,289.3,280.4,277.0,279.3,274.4,381.9,551.1,652.9,587.1,586.7,607.6,464.7,100.485,154.757,193.094,189.357,178.417,153.737,120.717,378.042,609.471,728.993,705.719,723.168,692.735,651.021
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-co_1_dft-sh_1_smi1_1_s_1,1787.5,3084.5,5076.2,5686.7,3138.3,1829.6,961.9,202.8,357.0,512.1,653.0,820.6,647.0,379.0,559.8,869.2,1211.0,1495.1,1487.5,1063.9,610.5,135.076,223.539,322.824,397.628,412.839,289.694,163.812,498.466,857.215,1227.962,1578.58,1972.53,1539.449,885.239
ir_tbp_1_dft-py_1_dft-sime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,1629.4,2372.6,3630.5,5055.1,2309.2,1625.8,1066.5,185.7,318.7,425.2,500.1,509.4,424.9,404.2,504.4,757.4,1025.4,1083.9,964.7,876.9,707.7,121.873,192.332,262.378,294.863,267.833,224.601,180.029,471.748,811.846,1074.964,1245.394,1316.744,1049.901,939.243
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1647.6,2656.8,4993.0,4278.8,2627.0,2510.7,912.1,190.5,330.8,426.2,653.1,578.6,625.4,530.0,521.3,770.1,1119.8,1281.5,1228.6,1217.8,530.0,123.846,194.075,285.656,356.692,327.448,328.827,183.143,482.028,829.751,1059.017,1597.792,1469.821,1491.724,1175.609
ir_tbp_1_dft-py_1_dft-py_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1934.6,3393.2,4164.6,3567.6,2054.4,1362.2,592.3,167.7,297.5,473.8,522.9,449.7,319.8,165.8,480.3,857.3,1204.8,1142.9,863.3,549.0,234.0,119.077,209.963,305.938,312.482,256.069,172.206,78.346,423.865,760.024,1194.409,1300.386,1110.356,767.351,383.113
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1808.9,3352.6,4937.8,3581.9,2491.3,1811.7,656.6,173.0,294.5,371.0,536.0,443.4,510.3,396.6,467.5,678.6,948.5,994.2,977.4,969.3,457.3,117.383,190.167,253.356,290.423,266.535,253.952,139.769,432.459,716.466,913.865,1309.238,1123.369,1260.253,907.438
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-iacn_1_chloride_1_smi1_1_s_1,1856.4,3371.8,4989.5,4172.4,2624.6,1566.1,790.8,173.1,298.0,382.3,528.6,370.8,439.9,442.4,471.1,680.3,957.9,923.7,827.8,920.8,597.6,120.083,198.346,266.937,301.898,232.821,222.704,166.104,418.24,702.073,919.153,1250.247,916.491,1044.309,998.856
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-co_1_bromide_1_smi1_1_s_1,2956.3,5088.8,8302.5,11650.8,14479.4,12967.1,10043.0,407.2,655.8,1057.8,1241.8,1549.2,2050.0,2314.8,1063.0,1713.6,2580.2,2938.5,3753.5,4656.8,4925.5,275.041,448.756,694.758,824.076,1063.284,1292.086,1309.856,999.98,1603.502,2557.676,2993.711,3815.877,5059.696,5636.336
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,2112.3,4128.1,7000.0,6731.3,4651.5,2911.8,1162.7,242.5,445.1,585.8,896.9,1047.3,1179.9,901.6,687.6,1030.9,1482.6,1944.1,2227.1,2081.5,1058.3,157.469,269.119,380.466,513.125,555.19,508.528,301.433,581.505,1030.021,1372.409,2102.086,2491.851,2727.931,2001.861
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-co_1_dft-sh_1_smi1_1_s_1,1556.7,2449.5,3331.7,3308.3,1847.1,1032.7,565.2,143.7,219.8,328.3,333.2,306.6,251.7,175.2,363.5,548.0,754.3,685.6,593.5,468.3,308.7,103.301,158.44,222.338,213.01,185.712,135.401,85.301,358.854,548.399,810.022,809.104,764.069,628.748,419.119
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1791.3,3205.6,6656.5,5234.6,3418.1,2235.8,575.4,226.6,414.3,575.8,884.3,1006.5,1076.5,575.4,641.0,990.1,1460.1,1890.7,2082.9,1651.9,575.4,143.562,240.233,368.09,483.133,506.208,428.373,178.388,552.047,983.595,1357.194,2099.892,2416.868,2460.366,1265.982
ir_tbp_1_dft-ime_1_dft-ime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1818.9,2722.5,4037.0,6856.5,3028.8,3070.5,2748.5,223.1,379.4,439.2,581.2,707.0,722.4,709.4,602.4,844.8,1101.4,1387.9,1468.4,1495.2,1545.7,145.447,223.362,288.152,378.771,395.797,395.872,377.01,568.654,960.165,1113.251,1452.953,1789.403,1850.63,1748.225
ir_tbp_1_dft-py_1_dft-py_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,2186.8,4173.0,4580.3,3917.8,2111.7,1071.0,476.3,185.9,363.1,555.9,573.4,514.5,397.3,216.9,571.7,1071.7,1425.8,1284.3,1074.0,672.7,332.1,131.438,253.889,357.491,332.955,277.893,178.555,89.025,464.305,915.269,1384.862,1398.062,1251.477,925.959,495.303
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2316.7,4463.6,6793.8,4897.3,2434.3,1205.0,313.3,200.2,387.8,496.7,940.3,582.7,682.8,313.3,602.3,946.8,1506.3,1742.8,1300.3,996.1,313.3,137.532,252.399,349.226,479.838,306.346,255.538,97.132,490.943,929.139,1232.758,2319.382,1421.944,1538.742,689.324
