id,Z-0_MA_AB,Z-1_MA_AB,Z-2_MA_AB,Z-3_MA_AB,Z-4_MA_AB,Z-5_MA_AB,Z-6_MA_AB,I-0_MA_AB,I-1_MA_AB,I-2_MA_AB,I-3_MA_AB,I-4_MA_AB,I-5_MA_AB,I-6_MA_AB,T-0_MA_AB,T-1_MA_AB,T-2_MA_AB,T-3_MA_AB,T-4_MA_AB,T-5_MA_AB,T-6_MA_AB,S-0_MA_AB,S-1_MA_AB,S-2_MA_AB,S-3_MA_AB,S-4_MA_AB,S-5_MA_AB,S-6_MA_AB,chi-0_MA_AB,chi-1_MA_AB,chi-2_MA_AB,chi-3_MA_AB,chi-4_MA_AB,chi-5_MA_AB,chi-6_MA_AB
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-co_1_dft-sh_1_smi1_1_s_1,1305.4,2364.8,4505.8,4308.8,0.0,0.0,0.0,17.0,30.7,58.5,56.0,0.0,0.0,0.0,67.8,122.8,234.1,223.8,0.0,0.0,0.0,23.904,43.303,82.509,78.901,0.0,0.0,0.0,37.298,67.564,128.738,123.107,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,1292.6,2099.3,4639.9,2154.4,0.0,0.0,0.0,16.8,27.3,60.3,28.0,0.0,0.0,0.0,67.1,109.1,241.0,111.9,0.0,0.0,0.0,23.67,38.442,84.965,39.451,0.0,0.0,0.0,36.932,59.98,132.57,61.554,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-hicn_1_chloride_1_smi1_1_s_1,1640.8,2097.1,2553.4,1241.4,0.0,0.0,0.0,21.3,27.2,33.2,16.1,0.0,0.0,0.0,106.5,136.2,165.8,80.6,0.0,0.0,0.0,30.046,38.401,46.758,22.733,0.0,0.0,0.0,46.88,59.917,72.955,35.47,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1273.2,2407.9,3962.7,3467.1,3313.5,716.3,0.0,16.5,31.3,51.5,45.0,43.0,9.3,0.0,66.1,125.1,205.9,180.1,172.1,37.2,0.0,23.315,44.093,72.565,63.489,60.676,13.117,0.0,36.378,68.798,113.221,99.061,94.672,20.467,0.0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1245.2,2124.7,3489.8,1449.9,0.0,0.0,0.0,16.2,27.6,45.3,18.8,0.0,0.0,0.0,64.7,110.4,181.3,75.3,0.0,0.0,0.0,22.802,38.906,63.904,26.55,0.0,0.0,0.0,35.578,60.705,99.708,41.425,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-iacn_1_bromide_1_smi1_1_s_1,1293.4,1806.9,3481.4,3387.4,0.0,0.0,0.0,16.8,23.5,45.2,44.0,0.0,0.0,0.0,67.2,93.9,180.9,176.0,0.0,0.0,0.0,23.684,33.088,63.751,62.029,0.0,0.0,0.0,36.953,51.627,99.47,96.783,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1615.2,2416.5,2738.1,1470.5,0.0,0.0,0.0,21.0,31.4,35.6,19.1,0.0,0.0,0.0,104.9,156.9,177.8,95.5,0.0,0.0,0.0,29.576,44.251,50.14,26.927,0.0,0.0,0.0,46.147,69.044,78.232,42.013,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-hicn_1_chloride_1_smi1_1_s_1,1282.5,1808.1,3459.4,731.3,0.0,0.0,0.0,16.7,23.5,44.9,9.5,0.0,0.0,0.0,66.6,93.9,179.7,38.0,0.0,0.0,0.0,23.484,33.11,63.347,13.391,0.0,0.0,0.0,36.642,51.661,98.839,20.893,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2041.9,2832.0,3413.7,7344.8,6473.0,1432.7,0.0,26.5,36.8,44.3,95.4,84.1,18.6,0.0,159.1,220.7,266.0,572.3,504.4,111.6,0.0,37.39,51.859,62.511,134.496,118.531,26.235,0.0,58.339,80.914,97.535,209.852,184.942,40.934,0.0
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1255.1,2214.5,3895.2,4402.6,0.0,0.0,0.0,16.3,28.8,50.6,57.2,0.0,0.0,0.0,65.2,115.0,202.3,228.7,0.0,0.0,0.0,22.983,40.551,71.327,80.62,0.0,0.0,0.0,35.86,63.271,111.291,125.79,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1275.2,2415.4,4770.4,5028.0,0.0,0.0,0.0,16.6,31.4,62.0,65.3,0.0,0.0,0.0,66.2,125.5,247.8,261.2,0.0,0.0,0.0,23.351,44.231,87.355,92.072,0.0,0.0,0.0,36.435,69.012,136.298,143.658,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_bromide_1_smi1_1_s_1,1656.7,1357.9,2117.5,4917.1,0.0,0.0,0.0,21.5,17.6,27.5,63.9,0.0,0.0,0.0,107.6,88.2,137.5,319.3,0.0,0.0,0.0,30.337,24.866,38.775,90.041,0.0,0.0,0.0,47.334,38.798,60.5,140.489,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,1258.6,1837.2,3471.4,2967.7,0.0,0.0,0.0,16.3,23.9,45.1,38.5,0.0,0.0,0.0,65.4,95.4,180.3,154.2,0.0,0.0,0.0,23.046,33.643,63.567,54.343,0.0,0.0,0.0,35.959,52.492,99.182,84.79,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1261.9,2230.2,3662.9,992.7,0.0,0.0,0.0,16.4,29.0,47.6,12.9,0.0,0.0,0.0,65.6,115.9,190.3,51.6,0.0,0.0,0.0,23.107,40.838,67.074,18.178,0.0,0.0,0.0,36.053,63.719,104.654,28.363,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-co_1_fluoride_1_smi1_1_s_1,1642.3,1753.7,3217.4,2668.0,0.0,0.0,0.0,21.3,22.8,41.8,34.6,0.0,0.0,0.0,106.6,113.9,208.9,173.2,0.0,0.0,0.0,30.073,32.113,58.916,48.855,0.0,0.0,0.0,46.923,50.105,91.925,76.228,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-co_1_dft-cn_1_smi1_1_s_1,1263.6,2231.3,3207.1,2248.5,0.0,0.0,0.0,16.4,29.0,41.7,29.2,0.0,0.0,0.0,65.6,115.9,166.6,116.8,0.0,0.0,0.0,23.139,40.859,58.728,41.174,0.0,0.0,0.0,36.104,63.751,91.633,64.243,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1262.8,2491.1,4662.9,0.0,0.0,0.0,0.0,16.4,32.4,60.6,0.0,0.0,0.0,0.0,65.6,129.4,242.2,0.0,0.0,0.0,0.0,23.124,45.617,85.385,0.0,0.0,0.0,0.0,36.08,71.176,133.224,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,1310.9,2209.1,4638.8,2154.3,0.0,0.0,0.0,17.0,28.7,60.2,28.0,0.0,0.0,0.0,68.1,114.8,241.0,111.9,0.0,0.0,0.0,24.006,40.452,84.944,39.449,0.0,0.0,0.0,37.456,63.117,132.537,61.552,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1261.3,2235.0,3805.7,2667.8,0.0,0.0,0.0,16.4,29.0,49.4,34.6,0.0,0.0,0.0,65.5,116.1,197.7,138.6,0.0,0.0,0.0,23.097,40.927,69.688,48.852,0.0,0.0,0.0,36.038,63.858,108.734,76.223,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-hicn_1_bromide_1_smi1_1_s_1,1271.5,1437.0,2451.9,3660.8,0.0,0.0,0.0,16.5,18.7,31.8,47.5,0.0,0.0,0.0,66.1,74.7,127.4,190.2,0.0,0.0,0.0,23.284,26.314,44.898,67.036,0.0,0.0,0.0,36.33,41.058,70.054,104.596,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_dft-icn_1_smi1_1_s_1,1234.1,1759.6,2441.6,4916.4,0.0,0.0,0.0,16.0,22.9,31.7,63.8,0.0,0.0,0.0,64.1,91.4,126.8,255.4,0.0,0.0,0.0,22.598,32.221,44.71,90.028,0.0,0.0,0.0,35.259,50.274,69.76,140.47,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,1311.3,2465.8,3992.5,4108.9,3313.6,716.4,0.0,17.0,32.0,51.9,53.4,43.0,9.3,0.0,68.1,128.1,207.4,213.5,172.1,37.2,0.0,24.012,45.153,73.11,75.242,60.677,13.118,0.0,37.465,70.452,114.072,117.398,94.674,20.467,0.0
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_bromide_1_smi1_1_s_1,1272.9,1438.7,2472.1,3969.1,238.7,0.0,0.0,16.5,18.7,32.1,51.5,3.1,0.0,0.0,66.1,74.7,128.4,206.2,12.4,0.0,0.0,23.309,26.345,45.269,72.681,4.372,0.0,0.0,36.369,41.106,70.632,113.403,6.821,0.0,0.0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-hicn_1_bromide_1_smi1_1_s_1,1279.9,1726.9,3459.4,731.1,0.0,0.0,0.0,16.6,22.4,44.9,9.5,0.0,0.0,0.0,66.5,89.7,179.7,38.0,0.0,0.0,0.0,23.437,31.622,63.348,13.388,0.0,0.0,0.0,36.568,49.339,98.84,20.889,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1619.8,2174.1,2552.4,1476.3,0.0,0.0,0.0,21.0,28.2,33.1,19.2,0.0,0.0,0.0,105.2,141.2,165.7,95.9,0.0,0.0,0.0,29.661,39.811,46.739,27.034,0.0,0.0,0.0,46.28,62.117,72.927,42.18,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1260.0,2207.7,2962.8,4314.1,3475.2,716.3,0.0,16.4,28.7,38.5,56.0,45.1,9.3,0.0,65.5,114.7,153.9,224.1,180.5,37.2,0.0,23.073,40.427,54.255,78.998,63.637,13.117,0.0,36.0,63.078,84.653,123.26,99.291,20.467,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-co_1_dft-no2_1_smi1_1_s_1,2023.1,2457.8,2730.6,4391.1,3475.0,716.3,0.0,26.3,31.9,35.5,57.0,45.1,9.3,0.0,157.6,191.5,212.8,342.2,270.8,55.8,0.0,37.046,45.007,50.002,80.408,63.633,13.117,0.0,57.803,70.224,78.018,125.459,99.286,20.466,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1232.9,1919.4,2899.4,3413.2,0.0,0.0,0.0,16.0,24.9,37.7,44.3,0.0,0.0,0.0,64.0,99.7,150.6,177.3,0.0,0.0,0.0,22.576,35.148,53.092,62.501,0.0,0.0,0.0,35.225,54.841,82.839,97.52,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-ime_1_dft-co_1_dft-oh_1_smi1_1_s_1,1233.0,1591.2,2108.0,4497.6,0.0,0.0,0.0,16.0,20.7,27.4,58.4,0.0,0.0,0.0,64.1,82.7,109.5,233.6,0.0,0.0,0.0,22.578,29.137,38.601,82.359,0.0,0.0,0.0,35.228,45.462,60.228,128.503,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,2006.0,3280.4,3764.9,718.7,0.0,0.0,0.0,26.1,42.6,48.9,9.3,0.0,0.0,0.0,156.3,255.6,293.4,56.0,0.0,0.0,0.0,36.733,60.07,68.941,13.161,0.0,0.0,0.0,57.313,93.726,107.568,20.535,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1258.0,2065.7,3450.5,2667.9,0.0,0.0,0.0,16.3,26.8,44.8,34.6,0.0,0.0,0.0,65.4,107.3,179.2,138.6,0.0,0.0,0.0,23.036,37.826,63.184,48.854,0.0,0.0,0.0,35.943,59.019,98.585,76.227,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_dft-cch_1_smi1_1_s_1,1236.5,1916.8,2363.8,2979.9,0.0,0.0,0.0,16.1,24.9,30.7,38.7,0.0,0.0,0.0,64.2,99.6,122.8,154.8,0.0,0.0,0.0,22.642,35.1,43.285,54.566,0.0,0.0,0.0,35.328,54.766,67.537,85.139,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1236.0,1924.8,2771.2,2994.0,0.0,0.0,0.0,16.1,25.0,36.0,38.9,0.0,0.0,0.0,64.2,100.0,144.0,155.5,0.0,0.0,0.0,22.634,35.245,50.745,54.826,0.0,0.0,0.0,35.315,54.993,79.177,85.544,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2015.5,2379.7,3490.1,1449.9,0.0,0.0,0.0,26.2,30.9,45.3,18.8,0.0,0.0,0.0,157.0,185.4,272.0,113.0,0.0,0.0,0.0,36.907,43.576,63.91,26.551,0.0,0.0,0.0,57.585,67.991,99.718,41.426,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1254.9,2208.8,3267.2,4762.8,3236.5,716.3,0.0,16.3,28.7,42.4,61.9,42.0,9.3,0.0,65.2,114.7,169.7,247.4,168.1,37.2,0.0,22.979,40.447,59.828,87.216,59.266,13.117,0.0,35.854,63.11,93.349,136.081,92.471,20.467,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1277.7,2575.5,4569.8,718.9,0.0,0.0,0.0,16.6,33.4,59.3,9.3,0.0,0.0,0.0,66.4,133.8,237.4,37.3,0.0,0.0,0.0,23.397,47.161,83.682,13.164,0.0,0.0,0.0,36.506,73.585,130.567,20.54,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_chloride_1_smi1_1_s_1,2033.8,2300.0,3227.3,496.4,0.0,0.0,0.0,26.4,29.9,41.9,6.4,0.0,0.0,0.0,158.5,179.2,251.5,38.7,0.0,0.0,0.0,37.242,42.117,59.097,9.09,0.0,0.0,0.0,58.107,65.714,92.208,14.183,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_dft-oh_1_smi1_1_s_1,1613.8,2166.0,2315.4,983.6,0.0,0.0,0.0,21.0,28.1,30.1,12.8,0.0,0.0,0.0,104.8,140.6,150.4,63.9,0.0,0.0,0.0,29.551,39.663,42.4,18.011,0.0,0.0,0.0,46.107,61.885,66.155,28.103,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2027.1,2541.4,3663.0,1463.8,0.0,0.0,0.0,26.3,33.0,47.6,19.0,0.0,0.0,0.0,158.0,198.0,285.4,114.1,0.0,0.0,0.0,37.119,46.538,67.077,26.805,0.0,0.0,0.0,57.917,72.612,104.659,41.823,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-iacn_1_chloride_1_smi1_1_s_1,1261.6,1439.0,2381.1,5636.4,0.0,0.0,0.0,16.4,18.7,30.9,73.2,0.0,0.0,0.0,65.5,74.8,123.7,292.8,0.0,0.0,0.0,23.102,26.351,43.602,103.212,0.0,0.0,0.0,36.046,41.115,68.032,161.04,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,1230.1,1440.7,2350.5,4916.9,0.0,0.0,0.0,16.0,18.7,30.5,63.9,0.0,0.0,0.0,63.9,74.8,122.1,255.4,0.0,0.0,0.0,22.524,26.383,43.042,90.037,0.0,0.0,0.0,35.144,41.164,67.158,140.484,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1257.6,2214.7,3817.0,5542.0,0.0,0.0,0.0,16.3,28.8,49.6,72.0,0.0,0.0,0.0,65.3,115.0,198.3,287.9,0.0,0.0,0.0,23.029,40.554,69.895,101.484,0.0,0.0,0.0,35.931,63.276,109.056,158.344,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-co_1_bromide_1_smi1_1_s_1,1678.6,1804.7,2730.3,4391.1,3552.1,716.3,0.0,21.8,23.4,35.5,57.0,46.1,9.3,0.0,109.0,117.2,177.3,285.1,230.7,46.5,0.0,30.738,33.047,49.996,80.409,65.045,13.117,0.0,47.959,51.562,78.008,125.46,101.489,20.467,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1251.7,2037.6,3491.3,1450.3,0.0,0.0,0.0,16.3,26.5,45.3,18.8,0.0,0.0,0.0,65.0,105.8,181.4,75.3,0.0,0.0,0.0,22.921,37.312,63.931,26.558,0.0,0.0,0.0,35.764,58.217,99.751,41.438,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1288.9,2093.9,3540.9,992.8,0.0,0.0,0.0,16.7,27.2,46.0,12.9,0.0,0.0,0.0,67.0,108.8,183.9,51.6,0.0,0.0,0.0,23.602,38.343,64.84,18.18,0.0,0.0,0.0,36.825,59.826,101.169,28.366,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1260.4,2181.9,3927.3,1721.3,238.7,0.0,0.0,16.4,28.3,51.0,22.4,3.1,0.0,0.0,65.5,113.3,204.0,89.4,12.4,0.0,0.0,23.08,39.954,71.916,31.52,4.372,0.0,0.0,36.011,62.34,112.209,49.18,6.821,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-co_1_chloride_1_smi1_1_s_1,1281.7,1804.6,2730.4,4391.0,3475.1,716.3,0.0,16.6,23.4,35.5,57.0,45.1,9.3,0.0,66.6,93.7,141.8,228.1,180.5,37.2,0.0,23.47,33.046,49.998,80.407,63.635,13.117,0.0,36.619,51.561,78.01,125.457,99.288,20.467,0.0
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-co_1_dft-cch_1_smi1_1_s_1,1257.0,2210.9,3554.2,4822.6,0.0,0.0,0.0,16.3,28.7,46.2,62.6,0.0,0.0,0.0,65.3,114.8,184.6,250.5,0.0,0.0,0.0,23.018,40.484,65.084,88.311,0.0,0.0,0.0,35.915,63.167,101.55,137.79,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1254.2,2293.5,4087.3,3618.4,0.0,0.0,0.0,16.3,29.8,53.1,47.0,0.0,0.0,0.0,65.2,119.1,212.3,188.0,0.0,0.0,0.0,22.967,41.997,74.845,66.26,0.0,0.0,0.0,35.835,65.528,116.78,103.384,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_chloride_1_smi1_1_s_1,1651.0,1726.8,3401.0,744.9,0.0,0.0,0.0,21.4,22.4,44.2,9.7,0.0,0.0,0.0,107.2,112.1,220.8,48.4,0.0,0.0,0.0,30.233,31.62,62.279,13.641,0.0,0.0,0.0,47.173,49.337,97.172,21.283,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1254.7,2411.9,4570.4,718.9,0.0,0.0,0.0,16.3,31.3,59.4,9.3,0.0,0.0,0.0,65.2,125.3,237.4,37.3,0.0,0.0,0.0,22.976,44.165,83.692,13.165,0.0,0.0,0.0,35.849,68.91,130.583,20.541,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-iacn_1_iodide_1_smi1_1_s_1,1304.7,1493.4,2496.5,2713.8,238.7,0.0,0.0,16.9,19.4,32.4,35.2,3.1,0.0,0.0,67.8,77.6,129.7,141.0,12.4,0.0,0.0,23.891,27.347,45.715,49.694,4.372,0.0,0.0,37.277,42.669,71.328,77.537,6.821,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-co_1_dft-cn_1_smi1_1_s_1,1258.7,2204.5,2648.1,4121.0,3236.4,716.3,0.0,16.3,28.6,34.4,53.5,42.0,9.3,0.0,65.4,114.5,137.6,214.1,168.1,37.2,0.0,23.048,40.368,48.491,75.463,59.263,13.117,0.0,35.962,62.986,75.66,117.744,92.467,20.467,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-co_1_iodide_1_smi1_1_s_1,1714.5,2173.9,4307.5,0.0,0.0,0.0,0.0,22.3,28.2,55.9,0.0,0.0,0.0,0.0,111.3,141.2,279.7,0.0,0.0,0.0,0.0,31.395,39.807,78.877,0.0,0.0,0.0,0.0,48.986,62.11,123.071,0.0,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,1244.5,2122.0,3226.1,731.0,0.0,0.0,0.0,16.2,27.6,41.9,9.5,0.0,0.0,0.0,64.6,110.2,167.6,38.0,0.0,0.0,0.0,22.789,38.858,59.076,13.386,0.0,0.0,0.0,35.557,60.629,92.175,20.885,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1259.4,2064.1,3572.8,1720.3,238.8,0.0,0.0,16.4,26.8,46.4,22.3,3.1,0.0,0.0,65.4,107.2,185.6,89.4,12.4,0.0,0.0,23.062,37.797,65.424,31.502,4.372,0.0,0.0,35.984,58.975,102.08,49.152,6.822,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1280.3,2438.8,4670.7,2873.5,0.0,0.0,0.0,16.6,31.7,60.7,37.3,0.0,0.0,0.0,66.5,126.7,242.6,149.3,0.0,0.0,0.0,23.444,44.659,85.528,52.618,0.0,0.0,0.0,36.579,69.68,133.448,82.099,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-co_1_bromide_1_smi1_1_s_1,1678.5,1805.8,2648.1,4121.1,3236.4,716.3,0.0,21.8,23.5,34.4,53.5,42.0,9.3,0.0,109.0,117.3,172.0,267.6,210.2,46.5,0.0,30.736,33.067,48.491,75.464,59.264,13.117,0.0,47.957,51.594,75.66,117.746,92.468,20.467,0.0
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-co_1_dft-no2_1_smi1_1_s_1,2003.0,2171.1,2300.7,2993.7,0.0,0.0,0.0,26.0,28.2,29.9,38.9,0.0,0.0,0.0,156.1,169.2,179.3,233.3,0.0,0.0,0.0,36.678,39.756,42.13,54.82,0.0,0.0,0.0,57.228,62.03,65.735,85.534,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-co_1_dft-cch_1_smi1_1_s_1,1257.1,2210.3,2866.8,5638.7,3313.5,716.3,0.0,16.3,28.7,37.2,73.2,43.0,9.3,0.0,65.3,114.8,148.9,292.9,172.1,37.2,0.0,23.02,40.474,52.496,103.254,60.675,13.117,0.0,35.917,63.15,81.909,161.106,94.671,20.467,0.0
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-hicn_1_fluoride_1_smi1_1_s_1,1248.2,1888.6,3634.5,745.2,0.0,0.0,0.0,16.2,24.5,47.2,9.7,0.0,0.0,0.0,64.8,98.1,188.8,38.7,0.0,0.0,0.0,22.856,34.583,66.555,13.645,0.0,0.0,0.0,35.662,53.959,103.844,21.29,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-co_1_dft-cn_1_smi1_1_s_1,1256.4,2283.4,3401.0,745.0,0.0,0.0,0.0,16.3,29.7,44.2,9.7,0.0,0.0,0.0,65.3,118.6,176.7,38.7,0.0,0.0,0.0,23.007,41.814,62.279,13.643,0.0,0.0,0.0,35.897,65.241,97.173,21.286,0.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-py_1_dft-hicn_1_bromide_1_smi1_1_s_1,1289.3,1494.6,2542.5,2003.8,477.5,0.0,0.0,16.7,19.4,33.0,26.0,6.2,0.0,0.0,67.0,77.6,132.1,104.1,24.8,0.0,0.0,23.609,27.369,46.558,36.694,8.743,0.0,0.0,36.837,42.703,72.644,57.252,13.642,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,1641.9,2015.5,2460.9,1497.7,238.7,0.0,0.0,21.3,26.2,32.0,19.5,3.1,0.0,0.0,106.6,130.9,159.8,97.3,15.5,0.0,0.0,30.065,36.906,45.063,27.426,4.372,0.0,0.0,46.91,57.584,70.311,42.792,6.821,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1236.8,1840.5,2688.5,3661.7,0.0,0.0,0.0,16.1,23.9,34.9,47.6,0.0,0.0,0.0,64.2,95.6,139.7,190.2,0.0,0.0,0.0,22.648,33.703,49.23,67.051,0.0,0.0,0.0,35.337,52.586,76.813,104.619,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_bromide_1_smi1_1_s_1,2037.3,2092.5,2324.5,1484.8,0.0,0.0,0.0,26.5,27.2,30.2,19.3,0.0,0.0,0.0,158.8,163.0,181.1,115.7,0.0,0.0,0.0,37.307,38.317,42.566,27.189,0.0,0.0,0.0,58.21,59.785,66.416,42.422,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-hicn_1_chloride_1_smi1_1_s_1,1270.4,1724.7,3451.0,2668.2,0.0,0.0,0.0,16.5,22.4,44.8,34.7,0.0,0.0,0.0,66.0,89.6,179.3,138.6,0.0,0.0,0.0,23.264,31.582,63.194,48.859,0.0,0.0,0.0,36.298,49.277,98.601,76.234,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1244.6,2130.3,3696.8,731.1,0.0,0.0,0.0,16.2,27.7,48.0,9.5,0.0,0.0,0.0,64.7,110.7,192.0,38.0,0.0,0.0,0.0,22.792,39.01,67.694,13.387,0.0,0.0,0.0,35.561,60.866,105.622,20.888,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1264.6,2238.0,3777.7,1001.3,238.7,0.0,0.0,16.4,29.1,49.1,13.0,3.1,0.0,0.0,65.7,116.3,196.2,52.0,12.4,0.0,0.0,23.158,40.982,69.176,18.336,4.372,0.0,0.0,36.133,63.944,107.934,28.609,6.821,0.0,0.0
