id,Z-0_MD_AB,Z-1_MD_AB,Z-2_MD_AB,Z-3_MD_AB,Z-4_MD_AB,Z-5_MD_AB,Z-6_MD_AB,I-0_MD_AB,I-1_MD_AB,I-2_MD_AB,I-3_MD_AB,I-4_MD_AB,I-5_MD_AB,I-6_MD_AB,T-0_MD_AB,T-1_MD_AB,T-2_MD_AB,T-3_MD_AB,T-4_MD_AB,T-5_MD_AB,T-6_MD_AB,S-0_MD_AB,S-1_MD_AB,S-2_MD_AB,S-3_MD_AB,S-4_MD_AB,S-5_MD_AB,S-6_MD_AB,chi-0_MD_AB,chi-1_MD_AB,chi-2_MD_AB,chi-3_MD_AB,chi-4_MD_AB,chi-5_MD_AB,chi-6_MD_AB
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1134.0,1588.8,2276.9,1366.8,0.0,0.0,0.0,-6.0,-7.2,-3.1,-1.2,0.0,0.0,0.0,54.0,76.8,116.9,70.8,0.0,0.0,0.0,0.114,1.375,9.152,6.207,0.0,0.0,0.0,11.964,17.965,32.852,20.427,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,907.6,1588.3,2502.5,3640.0,2957.9,683.7,0.0,-4.4,-7.7,-5.5,-8.0,-6.1,-0.3,0.0,31.6,55.3,93.5,136.0,110.9,26.7,0.0,0.556,0.938,8.051,11.653,9.858,3.387,0.0,10.036,17.528,34.121,49.573,40.668,10.497,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-co_1_dft-no2_1_smi1_1_s_1,1359.7,1816.1,2274.5,3639.0,2957.9,683.7,0.0,-8.3,-7.9,-5.5,-9.0,-6.1,-0.3,0.0,81.7,112.1,144.5,231.0,188.9,44.7,0.0,-0.894,1.92,6.837,10.653,9.86,3.387,0.0,13.326,20.88,30.537,48.573,40.67,10.497,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,908.0,1361.1,2503.3,3189.7,0.0,0.0,0.0,-4.0,-6.9,-4.7,-2.3,0.0,0.0,0.0,32.0,47.1,94.3,123.7,0.0,0.0,0.0,0.908,0.452,8.876,14.893,0.0,0.0,0.0,10.388,14.672,34.946,48.073,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-ime_1_dft-co_1_dft-oh_1_smi1_1_s_1,908.0,1365.3,1820.6,4099.6,0.0,0.0,0.0,-4.0,-2.7,-3.4,-4.4,0.0,0.0,0.0,32.0,51.3,68.6,157.6,0.0,0.0,0.0,0.907,4.715,6.464,17.73,0.0,0.0,0.0,10.387,18.935,25.424,60.39,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1359.9,2498.4,3416.1,683.7,0.0,0.0,0.0,-8.1,-9.6,-3.9,-0.3,0.0,0.0,0.0,81.9,155.4,221.1,44.7,0.0,0.0,0.0,-0.671,3.927,14.556,3.356,0.0,0.0,0.0,13.549,29.997,50.106,10.466,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,907.7,1590.2,3189.2,2506.4,0.0,0.0,0.0,-4.3,-5.8,-2.8,-1.6,0.0,0.0,0.0,31.7,57.2,123.2,97.4,0.0,0.0,0.0,0.582,2.783,14.409,11.881,0.0,0.0,0.0,10.062,19.373,47.589,37.951,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_dft-cch_1_smi1_1_s_1,907.9,1361.1,2048.3,2733.3,0.0,0.0,0.0,-4.1,-6.9,-3.7,-2.7,0.0,0.0,0.0,31.9,47.1,77.3,105.3,0.0,0.0,0.0,0.862,0.486,7.371,12.061,0.0,0.0,0.0,10.342,14.706,28.701,40.501,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,907.9,1361.0,2505.0,2733.1,0.0,0.0,0.0,-4.1,-7.0,-3.0,-2.9,0.0,0.0,0.0,31.9,47.0,96.0,105.1,0.0,0.0,0.0,0.868,0.383,10.54,11.877,0.0,0.0,0.0,10.348,14.603,36.61,40.317,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1359.8,1817.1,3188.7,1367.2,0.0,0.0,0.0,-8.2,-6.9,-3.3,-0.8,0.0,0.0,0.0,81.8,113.1,206.7,89.2,0.0,0.0,0.0,-0.795,2.935,13.894,6.55,0.0,0.0,0.0,13.425,21.895,47.074,20.77,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,907.7,1588.3,2729.6,4096.1,2730.0,683.7,0.0,-4.3,-7.7,-6.4,-7.9,-6.0,-0.3,0.0,31.7,55.3,101.6,154.1,102.0,26.7,0.0,0.623,0.924,8.329,14.285,8.728,3.387,0.0,10.103,17.514,36.769,56.945,37.168,10.497,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,907.4,1814.6,4329.7,683.7,0.0,0.0,0.0,-4.6,-9.4,-2.3,-0.3,0.0,0.0,0.0,31.4,62.6,168.7,26.7,0.0,0.0,0.0,0.327,0.392,21.021,3.354,0.0,0.0,0.0,9.807,19.352,66.051,10.464,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_chloride_1_smi1_1_s_1,1359.6,1818.1,2961.1,455.6,0.0,0.0,0.0,-8.4,-5.9,-2.9,-0.4,0.0,0.0,0.0,81.6,114.1,192.1,29.6,0.0,0.0,0.0,-1.032,3.97,13.077,2.013,0.0,0.0,0.0,13.188,22.93,43.887,6.753,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_dft-oh_1_smi1_1_s_1,1134.0,1819.9,2048.9,911.2,0.0,0.0,0.0,-6.0,-4.1,-3.1,-0.8,0.0,0.0,0.0,54.0,91.9,104.9,47.2,0.0,0.0,0.0,0.192,5.71,7.999,4.146,0.0,0.0,0.0,12.042,24.67,29.329,13.626,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1359.7,1815.0,3417.4,1367.0,0.0,0.0,0.0,-8.3,-9.0,-2.6,-1.0,0.0,0.0,0.0,81.7,111.0,222.4,89.0,0.0,0.0,0.0,-0.946,0.834,15.878,6.369,0.0,0.0,0.0,13.274,19.794,51.428,20.589,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-iacn_1_chloride_1_smi1_1_s_1,907.6,1136.3,2048.1,5239.8,0.0,0.0,0.0,-4.4,-3.7,-3.9,-4.2,0.0,0.0,0.0,31.6,41.3,77.1,202.8,0.0,0.0,0.0,0.535,2.461,7.146,24.09,0.0,0.0,0.0,10.015,14.311,28.476,78.6,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,908.0,1136.3,2048.5,4556.1,0.0,0.0,0.0,-4.0,-3.7,-3.5,-3.9,0.0,0.0,0.0,32.0,41.3,77.5,176.1,0.0,0.0,0.0,0.945,2.439,7.543,20.744,0.0,0.0,0.0,10.425,14.289,28.873,68.144,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,907.7,1588.2,3415.4,5241.0,0.0,0.0,0.0,-4.3,-7.8,-4.6,-3.0,0.0,0.0,0.0,31.7,55.2,130.4,204.0,0.0,0.0,0.0,0.588,0.848,13.879,25.316,0.0,0.0,0.0,10.068,17.438,49.429,79.826,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-co_1_bromide_1_smi1_1_s_1,1133.2,1362.6,2274.5,3639.0,2956.9,683.7,0.0,-6.8,-5.4,-5.5,-9.0,-7.1,-0.3,0.0,53.2,66.6,114.5,183.0,148.9,35.7,0.0,-0.65,1.943,6.842,10.653,8.859,3.387,0.0,11.2,16.163,30.542,48.573,39.669,10.497,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,907.7,1590.5,3188.7,1367.2,0.0,0.0,0.0,-4.3,-5.5,-3.3,-0.8,0.0,0.0,0.0,31.7,57.5,122.7,53.2,0.0,0.0,0.0,0.664,3.148,13.879,6.544,0.0,0.0,0.0,10.144,19.738,47.059,20.764,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,907.3,1589.8,3188.0,911.1,0.0,0.0,0.0,-4.7,-6.2,-4.0,-0.9,0.0,0.0,0.0,31.3,56.8,122.0,35.1,0.0,0.0,0.0,0.181,2.416,13.234,4.026,0.0,0.0,0.0,9.661,19.006,46.414,13.506,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,907.6,1588.7,3414.0,1594.6,227.9,0.0,0.0,-4.4,-7.3,-6.0,-1.4,-0.1,0.0,0.0,31.6,55.7,129.0,61.6,8.9,0.0,0.0,0.552,1.274,12.446,7.255,1.13,0.0,0.0,10.032,17.864,47.996,23.845,3.5,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-co_1_chloride_1_smi1_1_s_1,907.4,1362.6,2274.5,3639.0,2957.9,683.7,0.0,-4.6,-5.4,-5.5,-9.0,-6.1,-0.3,0.0,31.4,48.6,84.5,135.0,110.9,26.7,0.0,0.275,1.943,6.841,10.654,9.859,3.387,0.0,9.755,16.163,30.541,48.574,40.669,10.497,0.0
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-co_1_dft-cch_1_smi1_1_s_1,907.7,1588.3,3187.8,4557.4,0.0,0.0,0.0,-4.3,-7.7,-4.2,-2.6,0.0,0.0,0.0,31.7,55.3,121.8,177.4,0.0,0.0,0.0,0.595,0.898,13.061,21.968,0.0,0.0,0.0,10.075,17.488,46.241,69.368,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,907.7,1587.2,3642.9,3418.0,0.0,0.0,0.0,-4.3,-8.8,-5.1,-2.0,0.0,0.0,0.0,31.7,54.2,138.9,133.0,0.0,0.0,0.0,0.631,-0.175,14.598,16.457,0.0,0.0,0.0,10.111,16.415,52.518,52.007,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_chloride_1_smi1_1_s_1,1133.6,1363.6,3189.8,683.3,0.0,0.0,0.0,-6.4,-4.4,-2.2,-0.7,0.0,0.0,0.0,53.6,67.6,165.8,35.3,0.0,0.0,0.0,-0.292,2.954,15.051,3.016,0.0,0.0,0.0,11.558,17.174,48.231,10.126,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,907.7,1816.7,4329.6,683.7,0.0,0.0,0.0,-4.3,-7.3,-2.4,-0.3,0.0,0.0,0.0,31.7,64.7,168.6,26.7,0.0,0.0,0.0,0.625,2.517,21.014,3.353,0.0,0.0,0.0,10.105,21.477,66.044,10.463,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-iacn_1_iodide_1_smi1_1_s_1,907.1,1135.6,2046.6,2505.8,227.9,0.0,0.0,-4.9,-4.4,-5.4,-2.2,-0.1,0.0,0.0,31.1,40.6,75.6,96.8,8.9,0.0,0.0,-0.024,1.755,5.648,11.286,1.13,0.0,0.0,9.456,13.605,26.978,37.356,3.5,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-co_1_dft-cn_1_smi1_1_s_1,907.7,1588.4,2275.6,3411.5,2730.0,683.7,0.0,-4.3,-7.6,-4.4,-8.5,-6.0,-0.3,0.0,31.7,55.4,85.6,126.5,102.0,26.7,0.0,0.574,0.98,7.909,9.93,8.729,3.387,0.0,10.054,17.57,31.609,45.48,37.169,10.497,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-co_1_iodide_1_smi1_1_s_1,1132.7,1588.8,4102.1,0.0,0.0,0.0,0.0,-7.3,-7.2,-1.9,0.0,0.0,0.0,0.0,52.7,76.8,214.1,0.0,0.0,0.0,0.0,-1.116,1.378,20.199,0.0,0.0,0.0,0.0,10.734,17.968,62.859,0.0,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,907.8,1589.4,2961.1,683.5,0.0,0.0,0.0,-4.2,-6.6,-2.9,-0.5,0.0,0.0,0.0,31.8,56.4,114.1,26.5,0.0,0.0,0.0,0.758,2.051,13.092,3.197,0.0,0.0,0.0,10.238,18.641,43.902,10.307,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,907.6,1590.2,3187.6,1594.7,227.9,0.0,0.0,-4.4,-5.8,-4.4,-1.3,-0.1,0.0,0.0,31.6,57.2,121.6,61.7,8.9,0.0,0.0,0.564,2.803,12.82,7.268,1.129,0.0,0.0,10.044,19.393,46.0,23.858,3.499,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,907.4,1816.3,4328.3,2734.7,0.0,0.0,0.0,-4.6,-7.7,-3.7,-1.3,0.0,0.0,0.0,31.4,64.3,167.3,106.7,0.0,0.0,0.0,0.293,2.167,19.712,13.442,0.0,0.0,0.0,9.773,21.127,64.742,41.882,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-co_1_bromide_1_smi1_1_s_1,1133.2,1362.5,2275.6,3411.5,2730.0,683.7,0.0,-6.8,-5.5,-4.4,-8.5,-6.0,-0.3,0.0,53.2,66.5,115.6,171.5,138.0,35.7,0.0,-0.649,1.928,7.909,9.929,8.729,3.387,0.0,11.201,16.148,31.609,45.479,37.169,10.497,0.0
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-co_1_dft-no2_1_smi1_1_s_1,1360.0,1588.8,2049.1,2733.1,0.0,0.0,0.0,-8.0,-7.2,-2.9,-2.9,0.0,0.0,0.0,82.0,97.8,132.1,177.1,0.0,0.0,0.0,-0.633,1.414,8.191,11.881,0.0,0.0,0.0,13.587,18.004,29.521,40.321,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-co_1_dft-cch_1_smi1_1_s_1,907.7,1588.3,2503.8,4777.8,2729.0,683.7,0.0,-4.3,-7.7,-4.2,-10.2,-7.0,-0.3,0.0,31.7,55.3,94.8,178.8,101.0,26.7,0.0,0.594,0.905,9.299,15.6,7.728,3.387,0.0,10.074,17.495,35.369,65.37,36.168,10.497,0.0
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-hicn_1_fluoride_1_smi1_1_s_1,907.8,1361.5,3417.8,683.3,0.0,0.0,0.0,-4.2,-6.5,-2.2,-0.7,0.0,0.0,0.0,31.8,47.5,132.8,26.3,0.0,0.0,0.0,0.71,0.853,16.248,3.013,0.0,0.0,0.0,10.19,15.073,51.798,10.123,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-co_1_dft-cn_1_smi1_1_s_1,907.7,1587.3,3189.8,683.3,0.0,0.0,0.0,-4.3,-8.7,-2.2,-0.7,0.0,0.0,0.0,31.7,54.3,123.8,26.3,0.0,0.0,0.0,0.603,-0.045,15.051,3.014,0.0,0.0,0.0,10.083,16.545,48.231,10.124,0.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-py_1_dft-hicn_1_bromide_1_smi1_1_s_1,907.3,1135.6,2046.0,1822.0,455.8,0.0,0.0,-4.7,-4.4,-6.0,-2.0,-0.2,0.0,0.0,31.3,40.6,75.0,70.0,17.8,0.0,0.0,0.176,1.739,5.05,7.816,2.259,0.0,0.0,9.656,13.589,26.38,26.776,6.999,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,1133.7,1590.8,2047.0,1366.5,227.9,0.0,0.0,-6.3,-5.2,-5.0,-1.5,-0.1,0.0,0.0,53.7,78.8,103.0,70.5,11.9,0.0,0.0,-0.173,3.435,6.11,5.929,1.13,0.0,0.0,11.677,20.025,27.44,20.149,3.5,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,907.9,1362.1,2275.1,3417.4,0.0,0.0,0.0,-4.1,-5.9,-4.9,-2.6,0.0,0.0,0.0,31.9,48.1,85.1,132.4,0.0,0.0,0.0,0.858,1.477,7.385,15.896,0.0,0.0,0.0,10.338,15.697,31.085,51.446,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_bromide_1_smi1_1_s_1,1359.5,1589.8,2048.8,1366.7,0.0,0.0,0.0,-8.5,-6.2,-3.2,-1.3,0.0,0.0,0.0,81.5,98.8,131.8,88.7,0.0,0.0,0.0,-1.079,2.435,7.881,6.097,0.0,0.0,0.0,13.141,19.025,29.211,20.317,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-hicn_1_chloride_1_smi1_1_s_1,907.5,1363.6,3189.2,2506.3,0.0,0.0,0.0,-4.5,-4.4,-2.8,-1.7,0.0,0.0,0.0,31.5,49.6,123.2,97.3,0.0,0.0,0.0,0.421,2.981,14.401,11.878,0.0,0.0,0.0,9.901,17.201,47.581,37.948,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,907.8,1589.3,3417.0,683.5,0.0,0.0,0.0,-4.2,-6.7,-3.0,-0.5,0.0,0.0,0.0,31.8,56.3,132.0,26.5,0.0,0.0,0.0,0.756,1.944,15.44,3.195,0.0,0.0,0.0,10.236,18.534,50.99,10.305,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,907.6,1587.9,3415.9,911.0,227.9,0.0,0.0,-4.4,-8.1,-4.1,-1.0,-0.1,0.0,0.0,31.6,54.9,130.9,35.0,8.9,0.0,0.0,0.496,0.545,14.389,3.916,1.13,0.0,0.0,9.976,17.135,49.939,13.396,3.5,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-iacn_1_chloride_1_smi1_1_s_1,907.3,1362.2,3187.6,1594.7,227.9,0.0,0.0,-4.7,-5.8,-4.4,-1.3,-0.1,0.0,0.0,31.3,48.2,121.6,61.7,8.9,0.0,0.0,0.172,1.567,12.837,7.27,1.129,0.0,0.0,9.652,15.787,46.017,23.86,3.499,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,907.7,1588.3,3416.6,683.3,0.0,0.0,0.0,-4.3,-7.7,-3.4,-0.7,0.0,0.0,0.0,31.7,55.3,131.6,26.3,0.0,0.0,0.0,0.639,0.923,15.082,3.014,0.0,0.0,0.0,10.119,17.513,50.632,10.124,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,907.4,1814.4,4553.4,4785.7,0.0,0.0,0.0,-4.6,-9.6,-6.6,-2.3,0.0,0.0,0.0,31.4,62.4,173.4,186.7,0.0,0.0,0.0,0.331,0.265,18.048,23.537,0.0,0.0,0.0,9.811,19.225,65.448,73.307,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-co_1_dft-oh_1_smi1_1_s_1,907.7,1590.6,3189.8,683.3,0.0,0.0,0.0,-4.3,-5.4,-2.2,-0.7,0.0,0.0,0.0,31.7,57.6,123.8,26.3,0.0,0.0,0.0,0.65,3.16,15.041,3.013,0.0,0.0,0.0,10.13,19.75,48.221,10.123,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,907.7,1588.3,2729.3,3639.0,2956.9,683.7,0.0,-4.3,-7.7,-6.7,-9.0,-7.1,-0.3,0.0,31.7,55.3,101.3,135.0,109.9,26.7,0.0,0.621,0.912,8.079,10.652,8.859,3.387,0.0,10.101,17.502,36.519,48.572,39.669,10.497,0.0
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,907.4,1814.5,3870.9,3411.6,2730.0,683.7,0.0,-4.6,-9.5,-5.1,-8.4,-6.0,-0.3,0.0,31.4,62.5,147.9,126.6,102.0,26.7,0.0,0.35,0.355,15.852,10.089,8.728,3.387,0.0,9.83,19.315,56.142,45.639,37.168,10.497,0.0
ir_tbp_1_dft-iz_1_dft-phos_1_dft-co_1_chloride_1_smi1_1_s_1,907.4,1135.6,1819.1,1594.5,227.9,0.0,0.0,-4.6,-4.4,-4.9,-1.5,-0.1,0.0,0.0,31.4,40.6,67.1,61.5,8.9,0.0,0.0,0.322,1.78,4.91,7.093,1.13,0.0,0.0,9.802,13.63,23.87,23.683,3.5,0.0,0.0
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_chloride_1_smi1_1_s_1,1133.6,1137.4,1819.3,2960.8,227.9,0.0,0.0,-6.4,-2.6,-4.7,-3.2,-0.1,0.0,0.0,53.6,57.4,91.3,152.8,11.9,0.0,0.0,-0.223,3.51,5.156,12.785,1.129,0.0,0.0,11.627,15.36,24.116,43.595,3.499,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,907.7,1588.3,3187.5,5241.0,0.0,0.0,0.0,-4.3,-7.7,-4.5,-3.0,0.0,0.0,0.0,31.7,55.3,121.5,204.0,0.0,0.0,0.0,0.579,0.917,12.735,25.318,0.0,0.0,0.0,10.059,17.507,45.915,79.828,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,907.7,1588.3,3414.0,1594.7,227.9,0.0,0.0,-4.3,-7.7,-6.0,-1.3,-0.1,0.0,0.0,31.7,55.3,129.0,61.7,8.9,0.0,0.0,0.608,0.947,12.449,7.271,1.13,0.0,0.0,10.088,17.537,47.999,23.861,3.5,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,907.7,1590.5,3187.6,4784.5,0.0,0.0,0.0,-4.3,-5.5,-4.4,-3.5,0.0,0.0,0.0,31.7,57.5,121.6,185.5,0.0,0.0,0.0,0.631,3.067,12.837,22.304,0.0,0.0,0.0,10.111,19.657,46.017,72.074,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,907.3,1590.2,3188.0,911.0,227.9,0.0,0.0,-4.7,-5.8,-4.0,-1.0,-0.1,0.0,0.0,31.3,57.2,122.0,35.0,8.9,0.0,0.0,0.25,2.767,13.227,3.915,1.129,0.0,0.0,9.73,19.357,46.407,13.395,3.499,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,907.7,1362.5,2503.8,4778.8,2729.0,683.7,0.0,-4.3,-5.5,-4.2,-9.2,-7.0,-0.3,0.0,31.7,48.5,94.8,179.8,101.0,26.7,0.0,0.655,1.86,9.35,16.597,7.725,3.387,0.0,10.135,16.08,35.42,66.367,36.165,10.497,0.0
ir_tbp_1_dft-phos_1_dft-phos_1_dft-co_1_dft-itcn_1_smi1_1_s_1,907.5,1360.7,2044.4,1822.0,455.8,0.0,0.0,-4.5,-7.3,-7.6,-2.0,-0.2,0.0,0.0,31.5,46.7,73.4,70.0,17.8,0.0,0.0,0.447,0.069,3.455,7.8,2.259,0.0,0.0,9.927,14.289,24.785,26.76,6.999,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-co_1_dft-icn_1_smi1_1_s_1,907.6,1588.7,3186.8,911.0,227.9,0.0,0.0,-4.4,-7.3,-5.2,-1.0,-0.1,0.0,0.0,31.6,55.7,120.8,35.0,8.9,0.0,0.0,0.569,1.297,12.047,3.901,1.13,0.0,0.0,10.049,17.887,45.227,13.381,3.5,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,907.4,1816.4,3644.1,3411.6,2729.0,683.7,0.0,-4.6,-7.6,-3.9,-8.4,-7.0,-0.3,0.0,31.4,64.4,140.1,126.6,101.0,26.7,0.0,0.272,2.213,15.827,10.078,7.724,3.386,0.0,9.752,21.173,53.747,45.628,36.164,10.496,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,908.0,1361.1,2275.4,3189.7,0.0,0.0,0.0,-4.0,-6.9,-4.6,-2.3,0.0,0.0,0.0,32.0,47.1,85.4,123.7,0.0,0.0,0.0,0.913,0.508,7.668,14.896,0.0,0.0,0.0,10.393,14.728,31.368,48.076,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,908.0,1360.0,2731.6,2050.3,0.0,0.0,0.0,-4.0,-8.0,-4.4,-1.7,0.0,0.0,0.0,32.0,46.0,103.6,79.3,0.0,0.0,0.0,0.947,-0.607,10.334,9.385,0.0,0.0,0.0,10.427,13.613,38.774,30.715,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,907.7,1588.4,2502.1,5234.3,2729.0,683.7,0.0,-4.3,-7.6,-5.9,-9.7,-7.0,-0.3,0.0,31.7,55.4,93.1,197.3,101.0,26.7,0.0,0.622,0.99,7.626,18.621,7.729,3.387,0.0,10.102,17.58,33.696,73.131,36.169,10.497,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,907.3,1588.0,4330.0,0.0,0.0,0.0,0.0,-4.7,-8.0,-2.0,0.0,0.0,0.0,0.0,31.3,55.0,169.0,0.0,0.0,0.0,0.0,0.242,0.628,21.42,0.0,0.0,0.0,0.0,9.722,17.218,66.45,0.0,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1134.0,1818.8,2276.9,911.2,0.0,0.0,0.0,-6.0,-5.2,-3.1,-0.8,0.0,0.0,0.0,54.0,90.8,116.9,47.2,0.0,0.0,0.0,0.197,4.657,9.201,4.146,0.0,0.0,0.0,12.047,23.617,32.901,13.626,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-phos_1_dft-hicn_1_chloride_1_smi1_1_s_1,907.4,1135.6,2047.0,1594.5,227.9,0.0,0.0,-4.6,-4.4,-5.0,-1.5,-0.1,0.0,0.0,31.4,40.6,76.0,61.5,8.9,0.0,0.0,0.319,1.727,6.115,7.091,1.13,0.0,0.0,9.799,13.577,27.445,23.681,3.5,0.0,0.0
ir_tbp_1_dft-iz_1_dft-sime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,907.9,1361.1,2275.8,3873.5,0.0,0.0,0.0,-4.1,-6.9,-4.2,-2.5,0.0,0.0,0.0,31.9,47.1,85.8,150.5,0.0,0.0,0.0,0.846,0.47,8.057,18.42,0.0,0.0,0.0,10.326,14.69,31.757,58.71,0.0,0.0,0.0
