id,Z-0_MR_AB,Z-1_MR_AB,Z-2_MR_AB,Z-3_MR_AB,Z-4_MR_AB,Z-5_MR_AB,Z-6_MR_AB,I-0_MR_AB,I-1_MR_AB,I-2_MR_AB,I-3_MR_AB,I-4_MR_AB,I-5_MR_AB,I-6_MR_AB,T-0_MR_AB,T-1_MR_AB,T-2_MR_AB,T-3_MR_AB,T-4_MR_AB,T-5_MR_AB,T-6_MR_AB,S-0_MR_AB,S-1_MR_AB,S-2_MR_AB,S-3_MR_AB,S-4_MR_AB,S-5_MR_AB,S-6_MR_AB,chi-0_MR_AB,chi-1_MR_AB,chi-2_MR_AB,chi-3_MR_AB,chi-4_MR_AB,chi-5_MR_AB,chi-6_MR_AB
ir_tbp_1_dft-ime_1_dft-sime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,769.0,1174.8,1890.2,4398.3,0.0,0.0,0.0,10.0,15.3,24.5,57.1,0.0,0.0,0.0,39.9,61.0,98.2,228.5,0.0,0.0,0.0,14.082,21.513,34.613,80.541,0.0,0.0,0.0,21.971,33.567,54.007,125.667,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,945.1,1561.4,3049.7,1104.8,0.0,0.0,0.0,12.3,20.3,39.6,14.3,0.0,0.0,0.0,61.4,101.4,198.0,71.7,0.0,0.0,0.0,17.306,28.592,55.845,20.231,0.0,0.0,0.0,27.002,44.612,87.134,31.565,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1123.3,1528.5,3071.3,663.5,0.0,0.0,0.0,14.6,19.9,39.9,8.6,0.0,0.0,0.0,87.5,119.1,239.3,51.7,0.0,0.0,0.0,20.569,27.99,56.24,12.151,0.0,0.0,0.0,32.093,43.672,87.75,18.958,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,764.4,1337.7,3196.4,2881.3,0.0,0.0,0.0,9.9,17.4,41.5,37.4,0.0,0.0,0.0,39.7,69.5,166.0,149.7,0.0,0.0,0.0,13.998,24.496,58.531,52.761,0.0,0.0,0.0,21.84,38.22,91.325,82.322,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_chloride_1_smi1_1_s_1,760.0,1173.2,2311.1,3068.0,2442.6,671.8,0.0,9.9,15.2,30.0,39.8,31.7,8.7,0.0,39.5,60.9,120.1,159.4,126.9,34.9,0.0,13.916,21.483,42.321,56.18,44.728,12.302,0.0,21.714,33.52,66.033,87.657,69.788,19.194,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,764.1,1178.5,1871.0,3294.7,0.0,0.0,0.0,9.9,15.3,24.3,42.8,0.0,0.0,0.0,39.7,61.2,97.2,171.2,0.0,0.0,0.0,13.992,21.58,34.261,60.331,0.0,0.0,0.0,21.832,33.672,53.457,94.134,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-co_1_dft-cn_1_smi1_1_s_1,769.3,1178.4,1578.5,1740.6,0.0,0.0,0.0,10.0,15.3,20.5,22.6,0.0,0.0,0.0,40.0,61.2,82.0,90.4,0.0,0.0,0.0,14.088,21.579,28.905,31.873,0.0,0.0,0.0,21.981,33.67,45.1,49.731,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,771.0,1148.9,2096.9,1317.4,0.0,0.0,0.0,10.0,14.9,27.2,17.1,0.0,0.0,0.0,40.1,59.7,108.9,68.4,0.0,0.0,0.0,14.119,21.038,38.398,24.124,0.0,0.0,0.0,22.03,32.825,59.912,37.641,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-co_1_dft-oh_1_smi1_1_s_1,765.7,1420.8,2084.1,4403.9,2442.5,671.8,0.0,9.9,18.5,27.1,57.2,31.7,8.7,0.0,39.8,73.8,108.3,228.8,126.9,34.9,0.0,14.022,26.017,38.164,80.643,44.726,12.301,0.0,21.878,40.594,59.547,125.827,69.785,19.194,0.0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,761.0,1506.5,4335.6,2680.8,0.0,0.0,0.0,9.9,19.6,56.3,34.8,0.0,0.0,0.0,39.5,78.3,225.2,139.3,0.0,0.0,0.0,13.935,27.586,79.392,49.091,0.0,0.0,0.0,21.742,43.042,123.873,76.596,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,759.8,1325.6,4231.9,669.7,0.0,0.0,0.0,9.9,17.2,55.0,8.7,0.0,0.0,0.0,39.5,68.9,219.8,34.8,0.0,0.0,0.0,13.913,24.273,77.494,12.262,0.0,0.0,0.0,21.708,37.873,120.913,19.133,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-co_1_bromide_1_smi1_1_s_1,754.4,1152.2,2040.4,3269.5,2705.2,671.8,0.0,9.8,15.0,26.5,42.5,35.1,8.7,0.0,39.2,59.9,106.0,169.8,140.5,34.9,0.0,13.814,21.098,37.363,59.87,49.536,12.302,0.0,21.554,32.919,58.297,93.415,77.29,19.195,0.0
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,764.4,1339.7,3234.3,1539.9,0.0,0.0,0.0,9.9,17.4,42.0,20.0,0.0,0.0,0.0,39.7,69.6,168.0,80.0,0.0,0.0,0.0,13.998,24.532,59.226,28.198,0.0,0.0,0.0,21.84,38.277,92.409,43.997,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,769.3,1171.6,2115.4,1327.4,0.0,0.0,0.0,10.0,15.2,27.5,17.2,0.0,0.0,0.0,40.0,60.9,109.9,69.0,0.0,0.0,0.0,14.087,21.453,38.737,24.306,0.0,0.0,0.0,21.979,33.473,60.441,37.924,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,764.7,1299.2,3531.2,1323.4,0.0,0.0,0.0,9.9,16.9,45.9,17.2,0.0,0.0,0.0,39.7,67.5,183.4,68.7,0.0,0.0,0.0,14.002,23.79,64.662,24.234,0.0,0.0,0.0,21.847,37.119,100.891,37.812,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,949.2,1526.4,2368.8,1310.6,0.0,0.0,0.0,12.3,19.8,30.8,17.0,0.0,0.0,0.0,61.6,99.1,153.8,85.1,0.0,0.0,0.0,17.382,27.952,43.377,23.998,0.0,0.0,0.0,27.121,43.612,67.681,37.444,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,759.7,1500.3,4248.7,0.0,0.0,0.0,0.0,9.9,19.5,55.2,0.0,0.0,0.0,0.0,39.5,77.9,220.7,0.0,0.0,0.0,0.0,13.911,27.473,77.801,0.0,0.0,0.0,0.0,21.704,42.866,121.392,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_dft-oh_1_smi1_1_s_1,764.1,1617.9,3963.5,2010.9,0.0,0.0,0.0,9.9,21.0,51.5,26.1,0.0,0.0,0.0,39.7,84.0,205.9,104.5,0.0,0.0,0.0,13.992,29.626,72.579,36.823,0.0,0.0,0.0,21.831,46.225,113.244,57.454,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,1122.7,1992.9,3106.4,224.0,0.0,0.0,0.0,14.6,25.9,40.3,2.9,0.0,0.0,0.0,87.5,155.3,242.1,17.5,0.0,0.0,0.0,20.559,36.493,56.884,4.101,0.0,0.0,0.0,32.077,56.94,88.756,6.4,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-co_1_bromide_1_smi1_1_s_1,1122.6,1404.8,1658.4,1320.5,0.0,0.0,0.0,14.6,18.2,21.5,17.1,0.0,0.0,0.0,87.5,109.5,129.2,102.9,0.0,0.0,0.0,20.558,25.725,30.367,24.181,0.0,0.0,0.0,32.076,40.138,47.382,37.73,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-co_1_dft-cch_1_smi1_1_s_1,765.1,1341.9,3064.3,2436.8,0.0,0.0,0.0,9.9,17.4,39.8,31.6,0.0,0.0,0.0,39.7,69.7,159.2,126.6,0.0,0.0,0.0,14.01,24.572,56.113,44.622,0.0,0.0,0.0,21.86,38.339,87.552,69.623,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-co_1_dft-cn_1_smi1_1_s_1,760.3,1509.5,3204.3,4454.1,2481.2,671.8,0.0,9.9,19.6,41.6,57.8,32.2,8.7,0.0,39.5,78.4,166.5,231.4,128.9,34.9,0.0,13.923,27.642,58.676,81.563,45.434,12.302,0.0,21.724,43.13,91.552,127.261,70.89,19.195,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,948.8,1569.8,1887.8,1320.6,0.0,0.0,0.0,12.3,20.4,24.5,17.2,0.0,0.0,0.0,61.6,101.9,122.6,85.8,0.0,0.0,0.0,17.374,28.746,34.57,24.182,0.0,0.0,0.0,27.108,44.851,53.938,37.73,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-iacn_1_bromide_1_smi1_1_s_1,762.9,1007.6,1869.1,1997.1,0.0,0.0,0.0,9.9,13.1,24.3,25.9,0.0,0.0,0.0,39.6,52.3,97.1,103.7,0.0,0.0,0.0,13.97,18.451,34.227,36.57,0.0,0.0,0.0,21.797,28.789,53.403,57.059,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-co_1_dft-sh_1_smi1_1_s_1,759.6,1386.2,2780.4,2881.3,0.0,0.0,0.0,9.9,18.0,36.1,37.4,0.0,0.0,0.0,39.5,72.0,144.4,149.7,0.0,0.0,0.0,13.909,25.383,50.913,52.762,0.0,0.0,0.0,21.703,39.605,79.439,82.323,0.0,0.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,770.9,1007.3,1845.9,3302.8,224.0,0.0,0.0,10.0,13.1,24.0,42.9,2.9,0.0,0.0,40.0,52.3,95.9,171.6,11.6,0.0,0.0,14.117,18.445,33.801,60.479,4.101,0.0,0.0,22.027,28.779,52.739,94.365,6.399,0.0,0.0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,768.2,1369.7,3236.2,1961.8,0.0,0.0,0.0,10.0,17.8,42.0,25.5,0.0,0.0,0.0,39.9,71.2,168.1,101.9,0.0,0.0,0.0,14.068,25.082,59.26,35.924,0.0,0.0,0.0,21.949,39.135,92.463,56.051,0.0,0.0,0.0
ir_tbp_1_dft-py_1_dft-py_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1130.0,1963.7,2048.0,1313.8,0.0,0.0,0.0,14.7,25.5,26.6,17.1,0.0,0.0,0.0,88.1,153.0,159.6,102.4,0.0,0.0,0.0,20.693,35.959,37.503,24.058,0.0,0.0,0.0,32.287,56.106,58.515,37.537,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,764.0,1333.1,3230.1,1333.3,0.0,0.0,0.0,9.9,17.3,41.9,17.3,0.0,0.0,0.0,39.7,69.3,167.8,69.3,0.0,0.0,0.0,13.99,24.411,59.149,24.415,0.0,0.0,0.0,21.828,38.088,92.29,38.094,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-iacn_1_chloride_1_smi1_1_s_1,755.0,1143.0,3009.2,1534.8,224.0,0.0,0.0,9.8,14.8,39.1,19.9,2.9,0.0,0.0,39.2,59.4,156.3,79.7,11.6,0.0,0.0,13.825,20.929,55.103,28.105,4.101,0.0,0.0,21.571,32.656,85.976,43.852,6.399,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-co_1_bromide_1_smi1_1_s_1,753.7,1342.4,2503.1,4770.4,4962.4,1343.6,0.0,9.8,17.4,32.5,62.0,64.4,17.4,0.0,39.2,69.7,130.0,247.8,257.8,69.8,0.0,13.802,24.581,45.835,87.354,90.869,24.604,0.0,21.535,38.354,71.516,136.297,141.782,38.39,0.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,759.2,1496.9,4398.5,2680.6,0.0,0.0,0.0,9.9,19.4,57.1,34.8,0.0,0.0,0.0,39.4,77.8,228.5,139.3,0.0,0.0,0.0,13.903,27.411,80.543,49.086,0.0,0.0,0.0,21.692,42.769,125.671,76.589,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-co_1_dft-sh_1_smi1_1_s_1,760.4,1197.0,1616.3,1735.4,224.0,0.0,0.0,9.9,15.5,21.0,22.5,2.9,0.0,0.0,39.5,62.2,84.0,90.1,11.6,0.0,0.0,13.925,21.92,29.597,31.777,4.101,0.0,0.0,21.727,34.201,46.18,49.582,6.399,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,762.5,1533.9,4418.3,2011.0,0.0,0.0,0.0,9.9,19.9,57.4,26.1,0.0,0.0,0.0,39.6,79.7,229.5,104.5,0.0,0.0,0.0,13.962,28.089,80.906,36.824,0.0,0.0,0.0,21.785,43.827,126.236,57.456,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-ime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,769.7,1172.0,2053.3,4592.6,0.0,0.0,0.0,10.0,15.2,26.7,59.6,0.0,0.0,0.0,40.0,60.9,106.7,238.6,0.0,0.0,0.0,14.095,21.462,37.599,84.099,0.0,0.0,0.0,21.992,33.487,58.665,131.218,0.0,0.0,0.0
ir_tbp_1_dft-py_1_dft-py_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,1303.3,2402.3,1901.6,1550.6,0.0,0.0,0.0,16.9,31.2,24.7,20.1,0.0,0.0,0.0,118.5,218.4,172.9,141.0,0.0,0.0,0.0,23.865,43.989,34.821,28.395,0.0,0.0,0.0,37.236,68.636,54.331,44.304,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1118.0,1688.1,4232.4,669.7,0.0,0.0,0.0,14.5,21.9,55.0,8.7,0.0,0.0,0.0,87.1,131.5,329.8,52.2,0.0,0.0,0.0,20.472,30.913,77.503,12.264,0.0,0.0,0.0,31.941,48.232,120.927,19.135,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,764.2,1343.7,2742.1,2877.2,224.0,0.0,0.0,9.9,17.5,35.6,37.4,2.9,0.0,0.0,39.7,69.8,142.4,149.5,11.6,0.0,0.0,13.993,24.605,50.212,52.686,4.101,0.0,0.0,21.833,38.39,78.345,82.205,6.399,0.0,0.0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-co_1_fluoride_1_smi1_1_s_1,1131.8,1457.4,1665.4,888.0,0.0,0.0,0.0,14.7,18.9,21.6,11.5,0.0,0.0,0.0,88.2,113.6,129.8,69.2,0.0,0.0,0.0,20.725,26.687,30.496,16.261,0.0,0.0,0.0,32.336,41.639,47.583,25.372,0.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-phos_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,762.4,1125.5,1986.7,1730.1,447.9,0.0,0.0,9.9,14.6,25.8,22.5,5.8,0.0,0.0,39.6,58.5,103.2,89.9,23.3,0.0,0.0,13.961,20.611,36.381,31.681,8.202,0.0,0.0,21.784,32.158,56.764,49.432,12.798,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-co_1_dft-sh_1_smi1_1_s_1,942.1,1843.9,3745.2,1116.4,0.0,0.0,0.0,12.2,23.9,48.6,14.5,0.0,0.0,0.0,61.2,119.7,243.2,72.5,0.0,0.0,0.0,17.252,33.765,68.581,20.443,0.0,0.0,0.0,26.918,52.682,107.006,31.897,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,761.5,1527.7,4477.6,0.0,0.0,0.0,0.0,9.9,19.8,58.2,0.0,0.0,0.0,0.0,39.6,79.4,232.6,0.0,0.0,0.0,0.0,13.945,27.975,81.993,0.0,0.0,0.0,0.0,21.758,43.649,127.933,0.0,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,769.9,1134.3,2050.6,3294.9,0.0,0.0,0.0,10.0,14.7,26.6,42.8,0.0,0.0,0.0,40.0,58.9,106.5,171.2,0.0,0.0,0.0,14.098,20.772,37.551,60.336,0.0,0.0,0.0,21.997,32.41,58.589,94.141,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,1121.6,2204.3,3089.8,669.8,0.0,0.0,0.0,14.6,28.6,40.1,8.7,0.0,0.0,0.0,87.4,171.8,240.8,52.2,0.0,0.0,0.0,20.539,40.364,56.579,12.265,0.0,0.0,0.0,32.047,62.979,88.279,19.136,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-co_1_dft-icn_1_smi1_1_s_1,764.3,1348.2,3022.4,663.6,0.0,0.0,0.0,9.9,17.5,39.3,8.6,0.0,0.0,0.0,39.7,70.0,157.0,34.5,0.0,0.0,0.0,13.995,24.689,55.344,12.151,0.0,0.0,0.0,21.836,38.521,86.353,18.959,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_dft-cn_1_smi1_1_s_1,769.2,1177.0,1663.3,2625.4,0.0,0.0,0.0,10.0,15.3,21.6,34.1,0.0,0.0,0.0,40.0,61.1,86.4,136.4,0.0,0.0,0.0,14.085,21.553,30.457,48.075,0.0,0.0,0.0,21.976,33.629,47.522,75.01,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,765.6,1299.2,3431.8,2664.7,0.0,0.0,0.0,9.9,16.9,44.6,34.6,0.0,0.0,0.0,39.8,67.5,178.3,138.4,0.0,0.0,0.0,14.02,23.79,62.842,48.796,0.0,0.0,0.0,21.875,37.119,98.051,76.135,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,768.5,1175.3,1830.7,3497.2,224.0,0.0,0.0,10.0,15.3,23.8,45.4,2.9,0.0,0.0,39.9,61.1,95.1,181.7,11.6,0.0,0.0,14.073,21.522,33.523,64.039,4.101,0.0,0.0,21.958,33.58,52.305,99.919,6.399,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-hicn_1_chloride_1_smi1_1_s_1,760.2,1172.8,3009.5,4447.9,0.0,0.0,0.0,9.9,15.2,39.1,57.8,0.0,0.0,0.0,39.5,60.9,156.3,231.1,0.0,0.0,0.0,13.92,21.476,55.11,81.448,0.0,0.0,0.0,21.719,33.509,85.987,127.082,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,769.1,1175.4,1869.3,1997.2,0.0,0.0,0.0,10.0,15.3,24.3,25.9,0.0,0.0,0.0,40.0,61.1,97.1,103.7,0.0,0.0,0.0,14.084,21.523,34.231,36.572,0.0,0.0,0.0,21.975,33.582,53.41,57.062,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-iacn_1_bromide_1_smi1_1_s_1,1122.4,1797.4,1904.6,1557.3,0.0,0.0,0.0,14.6,23.3,24.7,20.2,0.0,0.0,0.0,87.5,140.1,148.4,121.4,0.0,0.0,0.0,20.553,32.914,34.877,28.517,0.0,0.0,0.0,32.069,51.355,54.418,44.495,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,764.4,1338.1,2536.7,3067.8,2442.5,671.8,0.0,9.9,17.4,32.9,39.8,31.7,8.7,0.0,39.7,69.5,131.8,159.4,126.9,34.9,0.0,13.998,24.504,46.451,56.177,44.727,12.301,0.0,21.84,38.233,72.477,87.652,69.787,19.194,0.0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,764.8,1371.0,4230.2,669.7,0.0,0.0,0.0,9.9,17.8,54.9,8.7,0.0,0.0,0.0,39.7,71.2,219.8,34.8,0.0,0.0,0.0,14.005,25.106,77.462,12.262,0.0,0.0,0.0,21.852,39.173,120.863,19.133,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1124.3,1527.6,2313.5,4404.4,2481.1,671.8,0.0,14.6,19.8,30.0,57.2,32.2,8.7,0.0,87.6,119.0,180.3,343.2,193.3,52.3,0.0,20.588,27.972,42.364,80.651,45.433,12.302,0.0,32.124,43.645,66.099,125.839,70.888,19.194,0.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,765.6,1341.1,3231.4,2437.1,0.0,0.0,0.0,9.9,17.4,42.0,31.7,0.0,0.0,0.0,39.8,69.7,167.9,126.6,0.0,0.0,0.0,14.019,24.557,59.173,44.628,0.0,0.0,0.0,21.874,38.316,92.327,69.633,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,766.3,1173.5,2308.2,4879.5,2481.0,671.8,0.0,10.0,15.2,30.0,63.4,32.2,8.7,0.0,39.8,61.0,119.9,253.5,128.9,34.9,0.0,14.033,21.49,42.266,89.352,45.43,12.301,0.0,21.895,33.53,65.948,139.414,70.884,19.194,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,763.3,1337.4,2801.3,870.3,0.0,0.0,0.0,9.9,17.4,36.4,11.3,0.0,0.0,0.0,39.7,69.5,145.5,45.2,0.0,0.0,0.0,13.978,24.49,51.297,15.936,0.0,0.0,0.0,21.809,38.211,80.038,24.864,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,761.8,1338.1,4113.1,4691.5,0.0,0.0,0.0,9.9,17.4,53.4,60.9,0.0,0.0,0.0,39.6,69.5,213.7,243.7,0.0,0.0,0.0,13.951,24.503,75.318,85.91,0.0,0.0,0.0,21.767,38.231,117.517,134.043,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_dft-oh_1_smi1_1_s_1,770.3,1254.5,1660.3,4398.4,0.0,0.0,0.0,10.0,16.3,21.6,57.1,0.0,0.0,0.0,40.0,65.2,86.3,228.5,0.0,0.0,0.0,14.105,22.972,30.404,80.542,0.0,0.0,0.0,22.007,35.843,47.439,125.668,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,770.5,1240.1,1845.3,3307.0,0.0,0.0,0.0,10.0,16.1,24.0,42.9,0.0,0.0,0.0,40.0,64.4,95.9,171.8,0.0,0.0,0.0,14.11,22.708,33.791,60.557,0.0,0.0,0.0,22.016,35.431,52.724,94.486,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,764.3,1177.7,2124.6,1987.1,0.0,0.0,0.0,9.9,15.3,27.6,25.8,0.0,0.0,0.0,39.7,61.2,110.4,103.2,0.0,0.0,0.0,13.996,21.566,38.906,36.386,0.0,0.0,0.0,21.838,33.648,60.704,56.773,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-co_1_dft-cn_1_smi1_1_s_1,760.8,1320.4,2040.3,3269.5,2705.2,671.8,0.0,9.9,17.1,26.5,42.5,35.1,8.7,0.0,39.5,68.6,106.0,169.8,140.5,34.9,0.0,13.932,24.178,37.362,59.87,49.536,12.302,0.0,21.737,37.725,58.295,93.415,77.291,19.195,0.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,759.9,1383.7,2308.3,4841.1,2404.0,671.8,0.0,9.9,18.0,30.0,62.9,31.2,8.7,0.0,39.5,71.9,119.9,251.5,124.9,34.9,0.0,13.915,25.339,42.269,88.649,44.022,12.301,0.0,21.711,39.535,65.952,138.317,68.687,19.194,0.0
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,766.2,1173.8,2269.6,3312.8,2442.6,671.8,0.0,10.0,15.2,29.5,43.0,31.7,8.7,0.0,39.8,61.0,117.9,172.1,126.9,34.9,0.0,14.03,21.495,41.56,60.664,44.728,12.302,0.0,21.891,33.538,64.845,94.653,69.788,19.194,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-iacn_1_bromide_1_smi1_1_s_1,763.2,967.4,2124.9,1987.1,0.0,0.0,0.0,9.9,12.6,27.6,25.8,0.0,0.0,0.0,39.6,50.3,110.4,103.2,0.0,0.0,0.0,13.976,17.715,38.91,36.386,0.0,0.0,0.0,21.807,27.641,60.711,56.773,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,760.4,1153.6,2104.4,1518.6,224.0,0.0,0.0,9.9,15.0,27.3,19.7,2.9,0.0,0.0,39.5,59.9,109.3,78.9,11.6,0.0,0.0,13.924,21.125,38.535,27.807,4.101,0.0,0.0,21.725,32.96,60.125,43.387,6.399,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,764.0,1333.3,3193.8,865.9,224.0,0.0,0.0,9.9,17.3,41.5,11.2,2.9,0.0,0.0,39.7,69.3,165.9,45.0,11.6,0.0,0.0,13.99,24.415,58.484,15.855,4.101,0.0,0.0,21.829,38.094,91.252,24.739,6.399,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,765.4,1301.0,2709.3,3766.5,2481.1,671.8,0.0,9.9,16.9,35.2,48.9,32.2,8.7,0.0,39.8,67.6,140.7,195.7,128.9,34.9,0.0,14.016,23.823,49.612,68.971,45.434,12.302,0.0,21.869,37.17,77.409,107.614,70.889,19.195,0.0
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_dft-icn_1_smi1_1_s_1,769.9,1188.4,1801.6,2827.6,224.0,0.0,0.0,10.0,15.4,23.4,36.7,2.9,0.0,0.0,40.0,61.7,93.6,146.9,11.6,0.0,0.0,14.098,21.761,32.991,51.779,4.101,0.0,0.0,21.997,33.953,51.475,80.79,6.399,0.0,0.0
